snapped_at,price,market_cap,total_volume
2020-09-28 00:00:00 UTC,0.9472061262655475,0.0,93598781.95494485
2020-09-29 00:00:00 UTC,0.9472061262655475,0.0,93598781.95494485
2020-09-30 00:00:00 UTC,0.6596989234210375,0.0,41009137.70308371
2020-10-01 00:00:00 UTC,0.6295772927482273,0.0,19395055.67534485
2020-10-02 00:00:00 UTC,0.563238631355483,0.0,14059370.47271506
2020-10-03 00:00:00 UTC,0.46870426641849716,0.0,12398197.197259294
2020-10-04 00:00:00 UTC,0.41583194744677376,0.0,11345741.38785392
2020-10-05 00:00:00 UTC,0.3579850521491251,0.0,9260438.280510888
2020-10-06 00:00:00 UTC,0.3799508927638435,0.0,35584644.17762453
2020-10-07 00:00:00 UTC,0.30156497825242606,0.0,26154181.322639138
2020-10-08 00:00:00 UTC,0.26292879170443423,0.0,15279534.014568044
2020-10-09 00:00:00 UTC,0.2838288113580371,0.0,15617273.177672096
2020-10-10 00:00:00 UTC,0.2935151634911126,0.0,15821514.577796485
2020-10-11 00:00:00 UTC,0.26441587001892314,0.0,9876328.042963473
2020-10-12 00:00:00 UTC,0.2801613718583417,0.0,11023868.347691175
2020-10-13 00:00:00 UTC,0.25906937723715084,0.0,9550129.603996092
2020-10-14 00:00:00 UTC,0.2758719739613431,0.0,9445996.297369134
2020-10-15 00:00:00 UTC,0.273367772705655,0.0,11487547.55698916
2020-10-16 00:00:00 UTC,0.26309672135693163,0.0,7279819.618484911
2020-10-17 00:00:00 UTC,0.2519477976762087,0.0,6419762.8219301235
2020-10-18 00:00:00 UTC,0.2540299600081002,0.0,5382251.15406092
2020-10-19 00:00:00 UTC,0.2580037484710986,0.0,5348388.9330046475
2020-10-20 00:00:00 UTC,0.26296034627958037,0.0,8959124.001400428
2020-10-21 00:00:00 UTC,0.23736008334529388,0.0,6453046.517456662
2020-10-22 00:00:00 UTC,0.2425081380812183,0.0,6778071.461363558
2020-10-23 00:00:00 UTC,0.23563247734647588,0.0,5349669.100648107
2020-10-24 00:00:00 UTC,0.2226027424857446,0.0,5103722.840108585
2020-10-25 00:00:00 UTC,0.22605101865157823,0.0,5221244.506046109
2020-10-26 00:00:00 UTC,0.20964153884048822,0.0,6857363.85857325
2020-10-27 00:00:00 UTC,0.1983813679263597,0.0,8850158.095185267
2020-10-28 00:00:00 UTC,0.1929399694417858,0.0,6993309.080105116
2020-10-29 00:00:00 UTC,0.16653680445498864,0.0,5667546.440455104
2020-10-30 00:00:00 UTC,0.15271730718244958,0.0,4558507.963923465
2020-10-31 00:00:00 UTC,0.15743587816979762,0.0,10557459.50034566
2020-11-01 00:00:00 UTC,0.1524524556567619,0.0,5617221.208259533
2020-11-02 00:00:00 UTC,0.14948296814117526,0.0,3668711.527340054
2020-11-03 00:00:00 UTC,0.15025259574441543,0.0,6650277.571979967
2020-11-04 00:00:00 UTC,0.1368169730095345,0.0,5314780.780201808
2020-11-05 00:00:00 UTC,0.12617783856847162,0.0,5837341.041590817
2020-11-06 00:00:00 UTC,0.1293191223610499,0.0,6607628.0573675595
2020-11-07 00:00:00 UTC,0.15555944006942965,0.0,13306056.992223712
2020-11-08 00:00:00 UTC,0.14156994327758438,0.0,16311263.749272747
2020-11-09 00:00:00 UTC,0.15115545974645656,0.0,6860025.408354335
2020-11-10 00:00:00 UTC,0.14918799479533232,0.0,6856152.595054717
2020-11-11 00:00:00 UTC,0.1681562763515074,0.0,6672493.184177537
2020-11-12 00:00:00 UTC,0.15856964763084472,0.0,7503496.751445266
2020-11-13 00:00:00 UTC,0.15017057535689277,0.0,6507211.981362385
2020-11-14 00:00:00 UTC,0.16622810952230724,0.0,5437310.405711953
2020-11-15 00:00:00 UTC,0.17509730764034576,0.0,8246046.432103702
2020-11-16 00:00:00 UTC,0.18883733348631976,0.0,15040020.513506463
2020-11-17 00:00:00 UTC,0.20545132605527344,0.0,18221787.432873316
2020-11-18 00:00:00 UTC,0.20676014664146766,0.0,11935444.384178564
2020-11-19 00:00:00 UTC,0.18375789490533986,0.0,9213543.251733962
2020-11-20 00:00:00 UTC,0.20632650579503348,0.0,10804661.143640654
2020-11-21 00:00:00 UTC,0.19757241915944873,0.0,11014126.005478842
2020-11-22 00:00:00 UTC,0.21889352247984933,0.0,12602834.145369284
2020-11-23 00:00:00 UTC,0.20486105461034473,0.0,9503805.396629628
2020-11-24 00:00:00 UTC,0.22381015661884254,0.0,9505272.199360767
2020-11-25 00:00:00 UTC,0.2265169892317304,0.0,9763088.791548837
2020-11-26 00:00:00 UTC,0.21682467194483124,0.0,9549438.3878903
2020-11-27 00:00:00 UTC,0.17712754066189704,0.0,10793752.634621393
2020-11-28 00:00:00 UTC,0.18006571400655783,0.0,6613772.275330435
2020-11-29 00:00:00 UTC,0.18505188576986178,0.0,6009233.780163262
2020-11-30 00:00:00 UTC,0.18489062071528423,0.0,3566997.257815087
2020-12-01 00:00:00 UTC,0.18726912799961756,0.0,5388361.295918211
2020-12-02 00:00:00 UTC,0.18200029135234314,0.0,6287005.264025562
2020-12-03 00:00:00 UTC,0.19344486559606328,0.0,5988200.756690676
2020-12-04 00:00:00 UTC,0.2268353314798766,0.0,14237466.403174661
2020-12-05 00:00:00 UTC,0.19095874465958995,0.0,10727497.509477679
2020-12-06 00:00:00 UTC,0.19772173323346656,0.0,4176483.581913372
2020-12-07 00:00:00 UTC,0.19816148947734183,0.0,4775073.2089582
2020-12-08 00:00:00 UTC,0.19505091620526194,0.0,4772749.067834688
2020-12-09 00:00:00 UTC,0.19733107102478525,0.0,14617453.531209057
