snapped_at,price,market_cap,total_volume
2020-08-18 00:00:00 UTC,0.40283808728865234,41242054.06477793,46379868.82868318
2020-08-19 00:00:00 UTC,0.40283808728865234,41242054.06477793,46379868.82868318
2020-08-20 00:00:00 UTC,0.3956430911241579,44320595.14225869,16494777.519288111
2020-08-21 00:00:00 UTC,0.39657753912727634,43562744.81624099,8478920.012739543
2020-08-22 00:00:00 UTC,0.3240411127080702,35494046.56044755,11715226.531488856
2020-08-23 00:00:00 UTC,0.39542765844605693,42909220.89819021,10104800.217773799
2020-08-24 00:00:00 UTC,0.3990228944924097,44024622.765130386,11768859.509512855
2020-08-25 00:00:00 UTC,0.3735901392331349,40704455.35361321,8585428.553733682
2020-08-26 00:00:00 UTC,0.3933753072182199,42991006.874068536,50043248.82632191
2020-08-27 00:00:00 UTC,0.5419047464717675,58841992.048034444,104243011.94563451
2020-08-28 00:00:00 UTC,0.4679145086633128,51341743.61729943,55465795.029151686
2020-08-29 00:00:00 UTC,0.509208078483514,55675864.92359617,31557749.78626368
2020-08-30 00:00:00 UTC,0.483119998120066,52495394.90032021,29177025.143488877
2020-08-31 00:00:00 UTC,0.5003597094750213,54748038.59805563,25915956.162283614
2020-09-01 00:00:00 UTC,0.47482600702150035,51822933.628564306,27209323.990077212
2020-09-02 00:00:00 UTC,0.5693338375961883,62483330.69261576,30885571.80812784
2020-09-03 00:00:00 UTC,0.5441161402649228,58711632.468818456,32773545.44621122
2020-09-04 00:00:00 UTC,0.4720487927624226,51515456.56868277,23110586.762157746
2020-09-05 00:00:00 UTC,0.37831544343120654,41054545.343857616,21978048.431183953
2020-09-06 00:00:00 UTC,0.2902188008823268,31479877.59759695,24490142.396841634
2020-09-07 00:00:00 UTC,0.3443201791622586,37587042.23517995,20623308.136050448
2020-09-08 00:00:00 UTC,0.2888282768392335,31257063.236017853,17691499.979842145
2020-09-09 00:00:00 UTC,0.25065648753336706,27317842.14507888,10286378.812257944
2020-09-10 00:00:00 UTC,0.30434060594147067,33322905.87330076,14763667.430462616
2020-09-11 00:00:00 UTC,0.3074499020065657,33480368.36915894,13113700.518777529
2020-09-12 00:00:00 UTC,0.3023267539292306,33016540.715699393,10900564.373523824
2020-09-13 00:00:00 UTC,0.2941251932292228,32054705.93207115,9754084.8454709
2020-09-14 00:00:00 UTC,0.30452899238595144,33377978.364719387,14831382.987071708
2020-09-15 00:00:00 UTC,0.3023201942695862,32957273.942714404,8587065.536117502
2020-09-16 00:00:00 UTC,0.26870463659840427,29338699.57983359,10066202.812076794
2020-09-17 00:00:00 UTC,0.25868994168726495,28251772.04671913,7521082.349148011
2020-09-18 00:00:00 UTC,0.22111909933938667,24128181.923365235,8261377.465650239
2020-09-19 00:00:00 UTC,0.21583880781759127,23591374.364920538,10459177.585969515
2020-09-20 00:00:00 UTC,0.23836508269773027,25757608.944362946,8171322.775093369
2020-09-21 00:00:00 UTC,0.2213615744276124,24186064.50080113,7213710.511678188
2020-09-22 00:00:00 UTC,0.19068926994771315,21157757.988100056,11154663.765240062
2020-09-23 00:00:00 UTC,0.18013235514223247,19674128.754603207,5840952.247806599
2020-09-24 00:00:00 UTC,0.17232265011151696,18850694.60405762,7462943.496348842
2020-09-25 00:00:00 UTC,0.1959711905908855,21336962.554389656,7237348.353781479
2020-09-26 00:00:00 UTC,0.17934849412298556,19624605.256100956,5893733.932136421
2020-09-27 00:00:00 UTC,0.18174136355447687,19831824.249458306,2962881.085190779
2020-09-28 00:00:00 UTC,0.18293595830317516,19997833.703647736,4868549.243935804
