snapped_at,price,market_cap,total_volume
2020-08-05 00:00:00 UTC,73.012190927504,1457880.1402890235,790613.9667538296
2020-08-06 00:00:00 UTC,73.012190927504,1457880.1402890235,790613.9667538296
2020-08-07 00:00:00 UTC,25.81217415394748,782806.75342191,337665.0586108042
2020-08-08 00:00:00 UTC,16.09491847256559,644308.2791886705,233308.42222984103
2020-08-09 00:00:00 UTC,26.52216841931562,1323642.1501548726,280488.2707518662
2020-08-10 00:00:00 UTC,41.3571043035871,2063796.408470312,255729.04238643302
2020-08-11 00:00:00 UTC,49.77207332981485,2485673.3192152265,187882.07677128928
2020-08-12 00:00:00 UTC,40.93082443794132,2050318.5853316574,139205.57756846698
2020-08-13 00:00:00 UTC,37.31818185373704,1867306.94161077,401145.44387643127
2020-08-14 00:00:00 UTC,30.97265203475659,1548632.6017378294,254380.54401680647
2020-08-15 00:00:00 UTC,20.89894117517682,1044947.058758841,165697.0328570582
2020-08-16 00:00:00 UTC,22.257567945321828,1111536.4189228064,229634.99914073743
2020-08-17 00:00:00 UTC,77.69066387645138,8121877.106944512,5191825.419250071
2020-08-18 00:00:00 UTC,104.91752585938927,11565530.762139246,2471025.3362231874
2020-08-19 00:00:00 UTC,119.36089933599008,16548496.807292271,3072024.6426224215
2020-08-20 00:00:00 UTC,97.81505800820992,13746078.593634997,605222.5701467599
2020-08-21 00:00:00 UTC,72.32250854281672,10214500.779620921,1378004.4630257345
2020-08-22 00:00:00 UTC,92.52414613560947,13313250.39443967,1985295.1143296275
2020-08-23 00:00:00 UTC,101.93639708057944,14970515.194519313,1056604.2855908582
2020-08-24 00:00:00 UTC,85.3622606601986,12778679.061898034,1044695.0722419937
2020-08-25 00:00:00 UTC,87.98796070719793,13217632.085672317,930481.5362550732
2020-08-26 00:00:00 UTC,73.77573925915024,11082340.17211685,898089.0869394306
2020-08-27 00:00:00 UTC,77.60352664438597,11635742.298061937,1094850.3905093367
2020-08-28 00:00:00 UTC,83.25901948181664,12570671.365622753,1493004.994230461
2020-08-29 00:00:00 UTC,81.48078433245641,12229298.277547684,2095762.397498671
2020-08-30 00:00:00 UTC,66.18424877022952,9923048.67228155,2124587.850853993
2020-08-31 00:00:00 UTC,82.86904024331285,12441487.254731344,2466428.2004791996
2020-09-01 00:00:00 UTC,83.63405417959649,12558416.691327585,2408327.68670413
2020-09-02 00:00:00 UTC,112.1026288644959,16859559.89440562,7616051.88477028
2020-09-03 00:00:00 UTC,122.16579506712617,18167703.95900368,6421189.313433787
2020-09-04 00:00:00 UTC,88.26025599550056,13253270.676558025,2230862.6359144095
2020-09-05 00:00:00 UTC,118.85279424392293,18387216.15048019,5718901.0192835145
2020-09-06 00:00:00 UTC,98.80322124192335,14823536.940023307,3829964.4338769363
2020-09-07 00:00:00 UTC,120.10973508694143,27412556.907902773,3381772.213111748
2020-09-08 00:00:00 UTC,160.21217451127185,36082177.000832394,9483855.110848365
2020-09-09 00:00:00 UTC,215.60617420451982,69477336.60086927,1788223.4808170646
2020-09-10 00:00:00 UTC,242.13337213309254,92758623.19657286,39250430.86186287
2020-09-11 00:00:00 UTC,280.6520682496233,107020354.60617262,27904616.859718826
2020-09-12 00:00:00 UTC,270.17007744635976,108106572.83621518,35342438.82276119
2020-09-13 00:00:00 UTC,263.97419120178046,72249862.26075245,39647623.7843267
2020-09-14 00:00:00 UTC,176.20309745329416,51259627.2950056,45359641.18253339
2020-09-15 00:00:00 UTC,139.2674788797677,43510743.86023661,20501853.161042113
2020-09-16 00:00:00 UTC,105.81532901054145,35820844.726100095,17567918.175343018
2020-09-17 00:00:00 UTC,94.37973502055405,36123044.31564922,36636842.64315735
2020-09-18 00:00:00 UTC,53.75303169726522,21517611.90467543,10415316.544992657
2020-09-19 00:00:00 UTC,71.06841032098752,27950610.834602546,14908251.766089337
2020-09-20 00:00:00 UTC,129.09189466465534,50632708.9445686,64747780.58791557
2020-09-21 00:00:00 UTC,111.20773187725294,43437448.41200616,42875916.66748584
2020-09-22 00:00:00 UTC,103.17689344220489,41458432.39837326,13564514.527617468
2020-09-23 00:00:00 UTC,111.54561671379845,46835122.24497041,11597819.297236443
2020-09-24 00:00:00 UTC,86.4752242044395,35598655.54134588,9262509.71722774
2020-09-25 00:00:00 UTC,90.81179972754511,38412135.71103625,10985255.031401768
2020-09-26 00:00:00 UTC,83.25099526274519,35245863.42866342,6087681.904214598
2020-09-27 00:00:00 UTC,80.68570448235907,33966301.90029052,4508733.0112507595
2020-09-28 00:00:00 UTC,79.25110480346737,33469108.184700157,3326202.8510434763
2020-09-29 00:00:00 UTC,72.66874475546487,31166544.444130227,3292708.136734947
2020-09-30 00:00:00 UTC,63.73908185489134,26918750.816140134,3995451.268323861
2020-10-01 00:00:00 UTC,53.93726562892659,22914612.627041094,3419445.772515896
2020-10-02 00:00:00 UTC,51.22402198946069,21629639.21690387,2493191.7725523156
2020-10-03 00:00:00 UTC,43.18769789525533,18242828.114449695,1750222.0563115338
2020-10-04 00:00:00 UTC,39.85718182465513,17346082.105359852,1022296.2660130258
2020-10-05 00:00:00 UTC,36.874754022826124,15474182.66216079,1876249.5806588624
2020-10-06 00:00:00 UTC,47.08821477696359,19939542.996226244,3757570.823839351
2020-10-07 00:00:00 UTC,33.88786337814827,13933529.3431503,2174424.4860543977
2020-10-08 00:00:00 UTC,33.36069929434259,14105686.633053428,1420106.0357058798
