,last_calculation,market,last_slope,last_slope_adi,aroon_up,aroon_down,aroon_diff,macd_diff,macd_line,macd_signal,stochastic,stochastic_signal,delta_stochastic,rsi_val,coef_corr,last_slope_btc,prob_last_slope,prob_macd,prob_macd_diff,prob_stochastic,prob_rsi,prob_corr_btc
0,2024-05-16 17:46:11.899435,1inchusdt,-0.7647404329895222,-0.2898459440236535,12.0,88.0,-76.0,0.991061459292104,-4.756477950180383,-5.747539409472487,64.13793103448278,43.33333333333329,20.804597701149483,44.989589565574576,0.8451532576860739,-0.1074432612761703,0.4829435166144562,0.3649924471299094,0.5239571003912284,0.0,0.4906959972089293,0.41760841944991695
1,2024-05-16 17:46:11.899435,aaveusdt,-0.4134155273033627,-0.2687036749996505,8.0,40.0,-32.0,0.7137873446522365,-3.711623983038727,-4.425411327690964,48.949416342412526,36.52841172908732,12.42100461332521,45.84631331507514,0.8224886374853405,-0.1074432612761703,0.47514426509662544,0.4378043453642438,0.37637339712386303,0.36499244712990936,0.46977552460344424,0.40950341534356693
2,2024-05-16 17:46:11.899435,acausdt,-0.2775582739170176,-0.2924492030153998,64.0,40.0,24.0,0.3331742916172899,-3.046014153604247,-3.379188445221537,24.999999999999996,19.46730137141562,5.532698628584374,43.93114425688527,0.9166216483306632,-0.1074432612761703,0.5131985148840885,0.4402610485743068,0.5075731919801713,0.46299401197604795,0.47942733207035393,0.44496032452669565
3,2024-05-16 17:46:11.899435,aceusdt,-0.2495682677033705,-1.1093684666920265,8.0,96.0,-88.0,0.7051301211703205,-3.863256652488096,-4.568386773658416,35.51273227804542,27.413337197087696,8.099395080957724,39.89080303929058,-0.1580575198518416,1.85944359485571,0.49891054906456844,0.4714327523413111,0.3672789659276976,0.3525549442198377,0.4677634763004576,0.8733762566361686
4,2024-05-16 17:46:11.899435,achusdt,-1.1284263267165335,0.3236136303153122,20.0,88.0,-68.0,0.0356403535626412,-4.3649493220505065,-4.400589675613148,53.71428571428572,38.42857142857142,15.285714285714292,45.75534425781333,0.8103471521603463,-0.1074432612761703,0.5563590573844217,0.4995770875428786,0.46882960849885474,0.2564340673918811,0.4739406338401348,0.45026787794083395
5,2024-05-16 17:46:11.899435,acmusdt,-0.2470837905032591,0.7011943257209047,12.0,40.0,-28.0,0.7377993274449235,-4.886767424719039,-5.624566752163963,55.88235294117653,40.96870536293991,14.91364757823662,48.725259026630205,0.7263478602003969,-0.1074432612761703,0.5007156088452235,0.3466487334678323,0.36266622699543466,0.22323593948492898,0.5141764599787979,0.5021368237581283
6,2024-05-16 17:46:11.899435,adausdt,-0.2667727155330469,-0.0718472116444083,4.0,40.0,-36.0,0.8036872263201342,-2.9571471138914944,-3.7608343402116287,69.0944881889764,46.79995435353195,22.294533835444447,47.76755955055761,0.8316557384721041,-0.1074432612761703,0.5088790876317522,0.3354107321023179,0.29672368570341645,0.6329404060248854,0.5028217063942637,0.45485206914943677
7,2024-05-16 17:46:11.899435,adxusdt,-0.0812585266112222,-0.4319584407066216,8.0,40.0,-32.0,0.6381118406951174,-3.673064028106879,-4.311175868801996,35.87786259541985,30.4537288357448,5.424133759675048,45.06146669661728,0.9159471418562228,-0.1074432612761703,0.4496413789998488,0.37833958571195564,0.39646199205230104,0.5595831351709022,0.48740493768772397,0.4385546604111195
8,2024-05-16 17:46:11.899435,aergousdt,-0.1987252516608888,-0.1774623908758834,0.0,40.0,-40.0,0.7214025949879552,-4.400325316978645,-5.1217279119666,24.460431654676203,18.661659819431257,5.7987718352449455,44.194948976877285,0.7255849652344687,-0.1074432612761703,0.4843966096963699,0.43939807237679585,0.3672789659276976,0.48294351661445617,0.4740624633462355,0.5068984477435181
9,2024-05-16 17:46:11.899435,agixusdt,-0.0942406528579806,0.5405358794791837,12.0,40.0,-28.0,0.4482302415856602,-0.6045443235210897,-1.05277456510675,59.943735122267945,49.09708111197472,10.846654010293229,52.663838256207086,0.9316626608810612,-0.1074432612761703,0.45186313091778635,0.4132096413938638,0.45535254192370556,0.3012311048776687,0.5470337073078937,0.38588745432851895
10,2024-05-16 17:46:11.899435,agldusdt,-0.6464079870655871,-0.2662661294125025,12.0,88.0,-76.0,0.7389999470673203,-3.744435583185222,-4.483435530252542,73.71428571428571,44.57142857142858,29.14285714285713,47.79043226885159,0.8708860443558877,-0.1074432612761703,0.492642050822359,0.4276621453734747,0.3510596034007197,0.5,0.5035558913173731,0.42645043184378517
11,2024-05-16 17:46:11.899435,aiusdt,0.3705973578560813,-0.8317117342644698,60.0,40.0,20.0,1.1772014638117343,-0.8775865694978062,-2.0547880333095407,55.69620253164554,55.26481552025998,0.43138701138556,49.72205060732421,0.3917720860629702,1.6390195848936495,0.5790915881429524,0.38848693654895206,0.48926799635516866,0.6935536229903125,0.5210544546382068,0.6329404060248854
12,2024-05-16 17:46:11.899435,akrousdt,-0.1969406903500572,0.3720801964990785,0.0,92.0,-92.0,-0.1639402672675929,-0.91952742840164,-0.755587161134047,32.8479906814211,21.335662978062494,11.512327703358604,48.0302701640676,-0.0339480594314082,-0.1074432612761703,0.4849678470457073,0.4277429419007681,0.5049602866081591,0.1773231813595083,0.5082620724507373,0.18693486775301002
13,2024-05-16 17:46:11.899435,alcxusdt,-0.2022591207321148,0.4098714487460012,4.0,92.0,-88.0,0.8915797667635035,-3.5368946727938564,-4.42847443955736,76.80412371134024,53.86597938144333,22.938144329896907,47.92472002531821,0.9050020830104668,-0.1074432612761703,0.4855587384245282,0.39269993905329453,0.33157172496038423,0.5,0.5070398629830503,0.46518530402695335
14,2024-05-16 17:46:11.899435,algousdt,-0.5402113491277283,-0.4733212464224381,12.0,40.0,-28.0,0.0442916858860047,-2.819320180916087,-2.863611866802092,31.30699088145899,25.865825625606,5.441165255852994,43.58183842516926,0.8694441970478491,-0.1074432612761703,0.500877721209467,0.43730867392026695,0.46972048431673047,0.4431622788582783,0.48256448196637336,0.43615646050646123
15,2024-05-16 17:46:11.899435,aliceusdt,-0.5976503928288917,-0.6085661558485341,12.0,88.0,-76.0,0.6668133368036955,-4.273119766376709,-4.939933103180405,49.78165938864626,36.53566229985441,13.245997088791851,42.93654806911141,0.8155427704051736,-0.1074432612761703,0.506243824625311,0.4508875463600103,0.36499244712990936,0.3300606164091181,0.47889425081283543,0.41089532762153325
16,2024-05-16 17:46:11.899435,alpacausdt,-0.3288353352847699,-0.4517108191655364,8.0,92.0,-84.0,0.9721424543501572,-5.340533086951151,-6.312675541301308,49.6774193548387,37.2043010752688,12.473118279569904,44.65069023130444,0.7515261677631824,-0.1074432612761703,0.5215559109506382,0.3811270160495288,0.4678252613353936,0.3300606164091181,0.48585709917650893,0.4785694457990412
