,last_calculation,market,last_slope,last_slope_adi,aroon_up,aroon_down,aroon_diff,macd_diff,macd_line,macd_signal,stochastic,stochastic_signal,delta_stochastic,rsi_val,coef_corr,last_slope_btc
0,2024-05-22 11:00:56.626529,1inchusdt,2.5461192889675544,0.5697698586076464,4.0,64.0,-60.0,2.3143824146878185,-0.7095423417861113,-3.0239247564739298,87.94642857142854,92.96448412698408,-5.018055555555534,56.790459781535404,0.8418543976847295,1.398759703131148
1,2024-05-22 11:00:56.626529,aaveusdt,2.3439974564985135,0.5226973592564981,96.0,16.0,80.0,2.3086068892429883,0.23313405240367757,-2.0754728368393107,86.1,90.50781710914454,-4.4078171091445455,59.40613227402241,0.8077086718158145,1.398759703131148
2,2024-05-22 11:00:56.626529,acausdt,-0.19334669924817863,-0.30258476597563777,40.0,16.0,24.0,0.6757688378273299,-1.928819803118735,-2.604588640946065,63.975155279503106,47.99952254317259,15.975632736330518,47.44626209150927,0.9074797358069335,1.398759703131148
3,2024-05-22 11:00:56.626529,aceusdt,0.0,-0.24903134300775337,44.0,72.0,-28.0,1.0468635462774225,-2.3433362740589514,-3.390199820336374,73.458904109589,59.4255076098263,14.033396499762702,48.713116468050394,-0.21225830589462755,2.4773352128089132
4,2024-05-22 11:00:56.626529,achusdt,3.0576402315684086,0.5474354316811484,4.0,64.0,-60.0,2.100834210117016,-0.14194302019036797,-2.242777230307384,79.59617428267802,87.11913844268207,-7.522964160004051,56.6703288161646,0.8335254944435343,1.398759703131148
5,2024-05-22 11:00:56.626529,acmusdt,0.11766714831764631,0.25632006401097435,92.0,16.0,76.0,1.773044936481337,-1.5568627008764082,-3.329907637357745,33.376623376623385,35.28138528138529,-1.904761904761905,50.57899912197893,0.7453962836959622,1.398759703131148
6,2024-05-22 11:00:56.626529,adausdt,1.708356509704632,0.5586329839948773,96.0,16.0,80.0,1.6417494641519887,0.12933502715111445,-1.5124144370008743,79.0643274853801,86.22949103363696,-7.1651635482568565,56.010625917886955,0.8228389177785288,1.398759703131148
7,2024-05-22 11:00:56.626529,adxusdt,1.100418948261859,0.48381107616367924,96.0,16.0,80.0,1.724034678654414,-1.0878431431237843,-2.8118778217781983,24.627450980392165,45.88185966210386,-21.25440868171169,54.866554017251666,0.9107764928589088,1.398759703131148
8,2024-05-22 11:00:56.626529,aergousdt,0.0033225357143655586,-0.12880245286801523,60.0,16.0,44.0,1.0360562073355055,-2.7034331394462754,-3.739489346781781,28.417266187050373,32.9736211031175,-4.556354916067129,46.498724065921664,0.7018536882526392,1.398759703131148
9,2024-05-22 11:00:56.626529,agixusdt,0.2497505439039308,0.6621023801469151,96.0,16.0,80.0,1.4327023091030664,1.7647772393778922,0.33207493027482576,92.14791887268878,91.132852832759,1.0150660399297777,60.64551678164257,0.9364613959218523,1.398759703131148
10,2024-05-22 11:00:56.626529,agldusdt,-0.16309271020553356,0.4792940039757096,4.0,64.0,-60.0,1.76539413867597,-0.8074108321211924,-2.5728049707971623,84.77366255144037,89.5576131687243,-4.783950617283935,55.15225453217711,0.8579734946864271,1.398759703131148
11,2024-05-22 11:00:56.626529,aiusdt,0.39885492516017956,1.7056929127828808,36.0,16.0,20.0,1.0155725622871468,-0.10548233116310968,-1.1210548934502564,80.16528925619834,73.72575476471582,6.439534491482519,54.44671888357853,0.34069074064961413,2.47739447560734
12,2024-05-22 11:00:56.626529,akrousdt,-0.1504753421544045,0.13789339533108555,4.0,68.0,-64.0,0.21880592032270774,-0.47474738170597774,-0.6935533020286855,48.21564160971905,48.202787584131556,0.012854025587493823,49.53130794010636,-0.05188572273486146,1.398759703131148
13,2024-05-22 11:00:56.626529,alcxusdt,0.27484582258985424,0.314034772337396,96.0,68.0,28.0,1.525845309030811,-1.0394181269204523,-2.5652634359512634,85.5345911949686,89.93814992125333,-4.403558726284729,53.09482028064341,0.8993750043982969,1.398759703131148
14,2024-05-22 11:00:56.626529,algousdt,-0.041556727873640974,0.22221211709262464,0.0,16.0,-16.0,0.7976036534865623,-1.4341470046647586,-2.231750658151321,64.04494382022473,66.40436388312516,-2.3594200629004263,49.822462084823016,0.8676075770470523,1.398759703131148
15,2024-05-22 11:00:56.626529,aliceusdt,1.554959862045361,0.3206604757745783,4.0,64.0,-60.0,1.6602592834181888,-1.4400752349181687,-3.1003345183363575,86.71874999999999,89.87741361788618,-3.158663617886191,54.195847606562275,0.8140585769332302,1.398759703131148
16,2024-05-22 11:00:56.626529,alpacausdt,-0.10120930339437137,0.4395490626258676,28.000000000000004,68.0,-40.0,2.0417471053988736,-2.2891710012347737,-4.330918106633647,97.14285714285715,95.2635777613943,1.879279381462851,53.30504337969709,0.7560965058847335,1.398759703131148
17,2024-05-22 11:00:56.626529,alphausdt,0.5073108488913622,0.49679131739349397,96.0,16.0,80.0,1.9859970696067015,-0.7314352247574476,-2.717432294364149,87.55555555555557,91.96825396825396,-4.41269841269839,54.99441675871495,0.7427691716190745,1.398759703131148
18,2024-05-22 11:00:56.626529,alpineusdt,1.8676726538514963,0.4576302720851252,56.00000000000001,72.0,-15.999999999999993,2.5628222971216603,-2.3724808043456775,-4.935303101467338,83.12883435582825,78.73210633946833,4.396728016359916,54.24458383638491,0.5389438390421555,1.398759703131148
19,2024-05-22 11:00:56.626529,altusdt,-0.6650893476152187,1.9443765436009601,4.0,68.0,-64.0,1.922954830942949,-5.404762127145766,-7.327716958088715,76.10239715892277,67.7868610303633,8.315536128559472,47.3055996766695,0.4938087741284055,2.541315660035768
