,market,start,base_price,end,last_price,increase,pump_length,date_listing,pump_to_listing
962,SFPBTC,2021-11-18,2.3158e-05,2021-12-10,4.703e-05,1.030831678037827,22 days,2021-02-08,283 days
963,SFPBTC,2022-11-12,1.8442e-05,2022-11-18,4.322e-05,1.343563604815096,6 days,2021-02-08,642 days
964,SFPUSDT,2022-11-09,0.31110000000000004,2022-11-18,0.7221,1.3211186113789775,9 days,2021-02-08,639 days
965,SHIBUSDT,2021-09-21,6.98e-06,2021-10-27,7.906e-05,10.326647564469914,36 days,2021-05-10,134 days
966,SKLBTC,2021-02-25,4.624e-06,2021-03-12,1.539e-05,2.328287197231834,15 days,2020-12-01,86 days
967,SKLBTC,2022-03-18,2.9719999999999997e-06,2022-04-01,6.54e-06,1.2005383580080757,14 days,2020-12-01,472 days
968,SKLBTC,2023-12-13,1.004e-06,2024-01-03,2.21e-06,1.2011952191235058,21 days,2020-12-01,1107 days
969,SKLUSDT,2021-01-02,0.07925600000000001,2021-02-11,0.34539,3.357903502573937,40 days,2020-12-01,32 days
970,SKLUSDT,2021-02-28,0.215718,2021-03-12,0.8804,3.081254230059615,12 days,2020-12-01,89 days
971,SKLUSDT,2022-03-15,0.12056,2022-04-01,0.3032,1.5149303251493034,17 days,2020-12-01,469 days
972,SKLUSDT,2023-11-07,0.028086,2023-11-20,0.05784,1.0593890194402906,13 days,2020-12-01,1071 days
973,SKLUSDT,2023-12-15,0.042858,2024-01-10,0.09948,1.3211535769284615,26 days,2020-12-01,1109 days
974,SLPUSDT,2021-06-25,0.13022,2021-07-13,0.3455,1.653202273076332,18 days,2021-04-30,56 days
975,SLPUSDT,2022-02-02,0.00984,2022-02-10,0.0346,2.516260162601626,8 days,2021-04-30,278 days
976,SLPUSDT,2023-10-18,0.0013524,2023-10-31,0.002773,1.0504288671990536,13 days,2021-04-30,901 days
977,SNTBTC,2017-12-07,3.56e-06,2018-01-03,4.238e-05,10.904494382022472,27 days,2017-10-12,56 days
978,SNTBTC,2021-03-22,2.036e-06,2021-04-15,4.33e-06,1.1267190569744596,24 days,2017-10-12,1257 days
979,SNTBTC,2023-10-24,8.4e-07,2023-11-04,1.69e-06,1.0119047619047619,11 days,2017-10-12,2203 days
980,SNXBTC,2020-12-31,0.00025438,2021-02-05,0.0006162,1.4223602484472049,36 days,2020-07-09,175 days
981,SNXUSDT,2020-11-03,2.658,2020-11-23,5.452,1.051166290443943,20 days,2020-07-09,117 days
982,SNXUSDT,2020-12-11,4.524,2021-02-12,27.132,4.997347480106101,63 days,2020-07-09,155 days
983,SNXUSDT,2021-06-25,6.1108,2021-07-11,12.425,1.0332853308895726,16 days,2020-07-09,351 days
984,SOLBTC,2020-06-15,6.1512e-05,2020-08-12,0.0003245,4.275393419170243,58 days,2020-04-10,66 days
985,SOLBTC,2020-12-27,5.07e-05,2021-02-24,0.00034605,5.825443786982248,59 days,2020-04-10,261 days
986,SOLBTC,2021-03-20,0.00025108199999999997,2021-04-25,0.00096689,2.850893333651955,36 days,2020-04-10,344 days
987,SOLBTC,2021-08-09,0.000852246,2021-09-08,0.0041467,3.8656139189858325,30 days,2020-04-10,486 days
988,SOLUSDT,2020-12-23,1.31254,2021-02-24,17.1691,12.080820394045134,63 days,2020-08-11,134 days
989,SOLUSDT,2021-03-25,13.82046,2021-05-01,49.67,2.593946945325988,37 days,2020-08-11,226 days
990,SOLUSDT,2021-08-02,34.129,2021-09-08,191.02,4.596999619092268,37 days,2020-08-11,356 days
991,SOLUSDT,2022-12-29,9.816,2023-01-29,26.07,1.6558679706601465,31 days,2020-08-11,870 days
992,SOLUSDT,2023-10-18,24.33,2023-11-15,65.43,1.6892725030826146,28 days,2020-08-11,1163 days
993,SSVBTC,2022-01-22,0.00017956,2022-02-20,0.0003997,1.2259968812653153,29 days,2021-10-22,92 days
994,SSVBTC,2022-08-09,0.00039737999999999997,2022-08-23,0.000845,1.1264281040817357,14 days,2021-10-22,291 days
995,SSVBTC,2023-01-28,0.00073558,2023-02-27,0.0020919,1.8438783001169143,30 days,2021-10-22,463 days
996,STEEMBTC,2018-04-01,0.00021894,2018-04-27,0.0004752,1.1704576596327763,26 days,2018-02-01,59 days
997,STEEMBTC,2020-03-08,2.1254e-05,2020-03-19,4.804e-05,1.2602804178037075,11 days,2018-02-01,766 days
998,STEEMBTC,2021-03-11,7.93e-06,2021-04-10,2.376e-05,1.996216897856242,30 days,2018-02-01,1134 days
999,STGBTC,2023-01-20,2.1058e-05,2023-02-16,5.15e-05,1.4456263652768542,27 days,2022-08-19,154 days
1000,STGUSDT,2023-01-08,0.38244,2023-02-18,1.2387,2.2389394414810164,41 days,2022-08-19,142 days
1001,STMXUSDT,2021-01-27,0.0026736,2021-02-21,0.013348,3.9925194494314784,25 days,2020-06-11,230 days
1002,STMXUSDT,2021-02-28,0.009594,2021-04-02,0.084975,7.8570981863664775,33 days,2020-06-11,262 days
1003,STMXUSDT,2023-07-08,0.0040602,2023-07-22,0.009002,1.2171321609772916,14 days,2020-06-11,1122 days
1004,STORJBTC,2017-12-10,5.3618e-05,2018-01-09,0.00018126,2.3805811481219,30 days,2017-11-03,37 days
1005,STORJBTC,2020-08-01,1.642e-05,2020-08-29,5.979e-05,2.6412911084043853,28 days,2017-11-03,1002 days
1006,STORJBTC,2021-03-11,1.2512e-05,2021-03-27,5.619e-05,3.4908887468030696,16 days,2017-11-03,1224 days
1007,STORJBTC,2021-11-10,2.3626e-05,2021-11-27,5.181e-05,1.1929230508761535,17 days,2017-11-03,1468 days
1008,STORJBTC,2022-06-12,1.6527999999999998e-05,2022-06-24,4.618e-05,1.79404646660213,12 days,2017-11-03,1682 days
1009,STORJUSDT,2020-07-31,0.18714,2020-08-29,0.6849,2.6598268675857644,29 days,2020-07-30,1 days
1010,STORJUSDT,2021-01-27,0.40742,2021-02-14,0.9141,1.243630651416229,18 days,2020-07-30,181 days
1011,STORJUSDT,2021-03-11,0.7126600000000001,2021-03-27,3.152,3.4228664440266043,16 days,2020-07-30,224 days
1012,STORJUSDT,2022-06-14,0.38292,2022-06-24,0.9818,1.5639820328005853,10 days,2020-07-30,684 days
1013,STORJUSDT,2023-10-27,0.39962,2023-11-10,0.8054,1.0154146439117162,14 days,2020-07-30,1184 days
1014,STPTBTC,2020-08-01,1.47e-06,2020-08-23,3.17e-06,1.1564625850340138,22 days,2020-03-25,129 days
1015,STPTBTC,2021-02-23,7.28e-07,2021-04-02,1.99e-06,1.7335164835164836,38 days,2020-03-25,335 days
1016,STPTBTC,2021-09-29,1.104e-06,2021-10-07,3.63e-06,2.2880434782608696,8 days,2020-03-25,553 days
1017,STPTUSDT,2020-08-02,0.016572,2020-08-23,0.0369,1.2266473569876901,21 days,2020-03-25,130 days
1018,STPTUSDT,2021-02-01,0.021740000000000002,2021-04-02,0.11796,4.425942962281508,60 days,2020-03-25,313 days
1019,STPTUSDT,2021-09-21,0.045363999999999995,2021-10-07,0.19558,3.311348205625607,16 days,2020-03-25,545 days
1020,STRAXBTC,2021-01-18,1.5638e-05,2021-02-14,4.234e-05,1.7075073538815706,27 days,2020-11-18,61 days
1021,STRAXBTC,2021-04-24,3.2134e-05,2021-05-10,6.718e-05,1.0906205265450926,16 days,2020-11-18,157 days
1022,STRAXBTC,2022-06-13,1.9658e-05,2022-06-29,5.374e-05,1.7337470749821953,16 days,2020-11-18,572 days
1023,STRAXBTC,2023-09-26,1.6668e-05,2023-10-17,3.88e-05,1.3278137748980081,21 days,2020-11-18,1042 days
1024,STRAXUSDT,2021-01-21,0.5255,2021-02-14,2.06,2.9200761179828736,24 days,2020-11-18,64 days
1025,STRAXUSDT,2021-04-24,1.63984,2021-05-10,3.7372,1.2790028295443459,16 days,2020-11-18,157 days
1026,STRAXUSDT,2022-06-16,0.427,2022-06-29,1.083,1.5362997658079625,13 days,2020-11-18,575 days
1027,STRAXUSDT,2023-09-26,0.4376,2023-10-17,1.101,1.5159963436928703,21 days,2020-11-18,1042 days
1028,STXBTC,2021-04-03,2.014e-05,2021-04-20,4.32e-05,1.1449851042701091,17 days,2019-10-25,526 days
1029,STXBTC,2023-02-06,1.2998e-05,2023-03-01,4.172e-05,2.2097245730112327,23 days,2019-10-25,1200 days
1030,STXUSDT,2020-01-30,0.09330000000000001,2020-02-12,0.1992,1.1350482315112538,13 days,2019-10-25,97 days
1031,STXUSDT,2021-01-31,0.43354000000000004,2021-03-19,1.3607,2.138580061816672,47 days,2019-10-25,464 days
1032,STXUSDT,2021-04-03,1.16332,2021-04-14,2.699,1.3200838978097171,11 days,2019-10-25,526 days
1033,STXUSDT,2021-06-25,0.64718,2021-07-11,1.3753,1.1250656695200718,16 days,2019-10-25,609 days
1034,STXUSDT,2021-09-28,1.161,2021-10-18,2.567,1.211024978466839,20 days,2019-10-25,704 days
1035,STXUSDT,2023-02-09,0.28719999999999996,2023-03-01,0.985,2.4296657381615603,20 days,2019-10-25,1203 days
1036,STXUSDT,2023-11-21,0.62816,2024-01-08,2.0241,2.2222682119205293,48 days,2019-10-25,1488 days
1037,SUNUSDT,2021-03-04,14.6324,2021-04-04,50.191,2.4301276619009866,31 days,2020-09-21,164 days
1038,SUNUSDT,2021-05-23,17.031000000000002,2021-06-03,40.999,1.4073160706946155,11 days,2020-09-21,244 days
1039,SUPERBTC,2021-10-19,1.1629999999999999e-05,2021-11-23,3.318e-05,1.8529664660361136,35 days,2021-03-25,208 days
1040,SUPERBTC,2023-10-31,2.408e-06,2023-12-04,1.702e-05,6.068106312292358,34 days,2021-03-25,950 days
1041,SUPERUSDT,2021-07-05,0.40819999999999995,2021-08-16,1.042,1.5526702596766295,42 days,2021-03-25,102 days
1042,SUPERUSDT,2021-10-19,0.76456,2021-11-08,1.9925,1.6060740818248402,20 days,2021-03-25,208 days
1043,SUPERUSDT,2023-10-31,0.08366,2023-12-04,0.7142,7.5369352139612715,34 days,2021-03-25,950 days
1044,SUSHIBTC,2020-11-05,3.5759999999999996e-05,2020-12-15,0.0001398,2.9093959731543633,40 days,2020-09-01,65 days
1045,SUSHIBTC,2021-01-02,0.00010206,2021-02-04,0.0004164,3.0799529688418574,33 days,2020-09-01,123 days
1046,SUSHIBTC,2021-05-04,0.00024644,2021-05-18,0.0005001,1.0292971920142833,14 days,2020-09-01,245 days
1047,SUSHIUSDT,2020-11-04,0.519,2021-03-13,22.823,42.97495183044316,129 days,2020-09-01,64 days
1048,SUSHIUSDT,2023-10-18,0.5404,2023-12-04,1.409,1.6073279052553664,47 days,2020-09-01,1142 days
1049,SXPBTC,2020-07-12,6.1222e-05,2020-07-24,0.0002131,2.480774884845317,12 days,2020-07-07,5 days
1050,SXPBTC,2020-07-30,0.00013803,2020-08-13,0.00036761,1.663261609794972,14 days,2020-07-07,23 days
1051,SXPBTC,2021-01-14,2.4024e-05,2021-02-19,6.232e-05,1.5940725940725942,36 days,2020-07-07,191 days
1052,SXPBTC,2023-03-27,9.614e-06,2023-04-03,3.351e-05,2.4855419180361977,7 days,2020-07-07,993 days
1053,SXPUSDT,2020-07-27,1.5388,2020-08-13,4.322,1.8086820899402132,17 days,2020-07-20,7 days
1054,SXPUSDT,2021-01-21,0.9242,2021-02-19,3.482,2.767582774291279,29 days,2020-07-20,185 days
1055,SXPUSDT,2021-07-23,1.634,2021-08-27,4.001,1.4485924112607103,35 days,2020-07-20,368 days
1056,SXPUSDT,2023-03-27,0.2642,2023-04-03,0.9325,2.529523088569266,7 days,2020-07-20,980 days
1057,SYSBTC,2020-07-04,3.34e-06,2020-07-23,1.27e-05,2.802395209580838,19 days,2018-03-28,829 days
1058,SYSBTC,2020-11-05,2.554e-06,2020-11-29,5.35e-06,1.0947533281127642,24 days,2018-03-28,953 days
1059,SYSBTC,2021-04-25,5.852e-06,2021-05-05,1.32e-05,1.255639097744361,10 days,2018-03-28,1124 days
1060,SYSBTC,2021-11-03,5.212e-06,2022-01-21,2.822e-05,4.414428242517268,79 days,2018-03-28,1316 days
1061,SYSUSDT,2021-11-01,0.32586,2021-12-01,0.8519,1.614312895108329,30 days,2021-09-24,38 days
1062,TFUELBTC,2020-05-07,2.2e-07,2020-05-24,2.05e-06,8.318181818181817,17 days,2019-05-24,349 days
1063,TFUELBTC,2021-02-08,8.82e-07,2021-03-23,8.8e-06,8.97732426303855,43 days,2019-05-24,626 days
1064,TFUELBTC,2021-05-21,7.134e-06,2021-06-08,1.728e-05,1.4222035323801516,18 days,2019-05-24,728 days
1065,TFUELUSDT,2020-05-11,0.0019272,2020-05-24,0.017882,8.278746367787463,13 days,2019-05-24,353 days
1066,TFUELUSDT,2020-11-27,0.0094778,2021-01-02,0.037912,3.000084407773956,36 days,2019-05-24,553 days
1067,TFUELUSDT,2021-01-31,0.0289638,2021-03-23,0.476938,15.46669290631754,51 days,2019-05-24,618 days
1068,TFUELUSDT,2021-05-23,0.26241,2021-06-20,0.58881,1.243855036012347,28 days,2019-05-24,730 days
1069,THETABTC,2019-02-18,2.3264e-05,2019-03-10,4.866e-05,1.091643741403026,20 days,2018-05-29,265 days
1070,THETABTC,2020-05-10,1.6428e-05,2020-05-26,4.575e-05,1.7848794740686635,16 days,2018-05-29,712 days
1071,THETABTC,2020-12-17,3.7216e-05,2021-01-02,7.478e-05,1.0093508168529666,16 days,2018-05-29,933 days
1072,THETABTC,2021-02-23,6.4532e-05,2021-03-25,0.00025627,2.9712080828116285,30 days,2018-05-29,1001 days
1073,THETAUSDT,2020-04-17,0.07982800000000001,2020-05-26,0.40301,4.048479230345241,39 days,2019-04-10,373 days
1074,THETAUSDT,2020-07-29,0.262222,2020-08-24,0.55199,1.1050483941088085,26 days,2019-04-10,476 days
1075,THETAUSDT,2020-12-10,0.685212,2021-01-02,2.40024,2.502915885886412,23 days,2019-04-10,610 days
1076,THETAUSDT,2021-02-25,3.0569479999999998,2021-03-29,13.1328,3.296049523904234,32 days,2019-04-10,687 days
1077,TIABTC,2023-10-31,6.5948e-05,2024-01-15,0.0004464,5.768969491114211,76 days,2023-10-31,0 days
1078,TIAUSDT,2023-10-31,2.32012,2024-01-15,19.0027,7.190395324379773,76 days,2023-10-31,0 days
1079,TKOBTC,2021-04-16,3.2358000000000004e-05,2021-05-02,7.887e-05,1.4374188763211566,16 days,2021-04-07,9 days
1080,TKOBTC,2022-11-17,1.1574e-05,2022-12-07,2.592e-05,1.23950233281493,20 days,2021-04-07,589 days
1081,TKOUSDT,2021-04-16,2.0754799999999998,2021-05-02,4.4668,1.1521768458380715,16 days,2021-04-07,9 days
1082,TKOUSDT,2022-11-17,0.1942,2022-12-07,0.437,1.250257466529351,20 days,2021-04-07,589 days
1083,TLMBTC,2021-04-23,4.94e-06,2021-05-02,1.335e-05,1.7024291497975705,9 days,2021-04-13,10 days
1084,TLMBTC,2021-07-01,2.174e-06,2021-07-25,1.04e-05,3.7838086476540944,24 days,2021-04-13,79 days
1085,TLMBTC,2021-11-16,3.864e-06,2021-11-25,8.22e-06,1.1273291925465838,9 days,2021-04-13,217 days
1086,TLMUSDT,2021-04-23,0.24802,2021-05-02,0.7549,2.0437061527296185,9 days,2021-04-13,10 days
1087,TLMUSDT,2021-07-01,0.07448,2021-07-25,0.3683,3.944951664876477,24 days,2021-04-13,79 days
1088,TRBBTC,2021-03-10,0.0007368,2021-03-30,0.001475,1.001900108577633,20 days,2020-08-27,195 days
1089,TRBBTC,2022-07-20,0.000718,2022-08-22,0.002121,1.954038997214485,33 days,2020-08-27,692 days
1090,TRBBTC,2023-08-22,0.00037362,2023-09-27,0.0023081,5.177667148439591,36 days,2020-08-27,1090 days
1091,TRBBTC,2023-10-12,0.00174826,2023-11-08,0.003948,1.2582453410819903,27 days,2020-08-27,1141 days
1092,TRBBTC,2023-12-06,0.00176026,2023-12-30,0.0062354,2.5423176121709297,24 days,2020-08-27,1196 days
1093,TRBUSDT,2021-04-25,64.4588,2021-05-09,146.167,1.2676034924634032,14 days,2020-08-29,239 days
1094,TRBUSDT,2022-07-20,16.636,2022-08-22,45.21,1.7176003847078627,33 days,2020-08-29,690 days
1095,TRBUSDT,2023-08-22,9.792,2023-09-27,60.98,5.2275326797385615,36 days,2020-08-29,1088 days
1096,TRBUSDT,2023-10-12,47.431999999999995,2023-11-08,140.64,1.9650868611907575,27 days,2020-08-29,1139 days
1097,TRBUSDT,2023-12-06,76.566,2023-12-30,262.24,2.425018937909777,24 days,2020-08-29,1194 days
1098,TROYUSDT,2021-01-27,0.00371226,2021-02-13,0.0098649,1.6573839116872198,17 days,2019-12-05,419 days
1099,TROYUSDT,2021-02-23,0.0069231200000000005,2021-04-17,0.0307601,3.443097909613006,53 days,2019-12-05,446 days
1100,TRUBTC,2021-07-28,3.566e-06,2021-08-12,1.62e-05,3.5429052159282115,15 days,2021-01-19,190 days
1101,TRUBTC,2023-02-02,1.732e-06,2023-03-07,5.64e-06,2.25635103926097,33 days,2021-01-19,744 days
1102,TRUUSDT,2021-01-27,0.22794,2021-02-13,0.5565,1.4414319557778361,17 days,2021-01-19,8 days
1103,TRUUSDT,2021-07-22,0.13602,2021-08-11,0.725,4.330098514924275,20 days,2021-01-19,184 days
1104,TRUUSDT,2023-02-05,0.03984,2023-03-07,0.1257,2.1551204819277108,30 days,2021-01-19,747 days
1105,TRXBTC,2017-12-04,1.84e-07,2018-01-04,1.355e-05,72.6413043478261,31 days,2017-10-31,34 days
1106,TRXBTC,2018-04-13,5.048e-06,2018-05-01,1.021e-05,1.022583201267829,18 days,2017-10-31,164 days
1107,TRXBTC,2021-03-17,9.62e-07,2021-04-16,2.62e-06,1.7234927234927233,30 days,2017-10-31,1233 days
1108,TRXUSDT,2021-01-27,0.029514,2021-02-19,0.06073,1.0576675476045267,23 days,2018-06-11,961 days
1109,TRXUSDT,2021-03-18,0.055009999999999996,2021-04-15,0.16421,1.9850936193419377,28 days,2018-06-11,1011 days
1110,TWTBTC,2021-08-09,1.0637999999999999e-05,2021-09-04,3.041e-05,1.8586200413611582,26 days,2021-01-27,194 days
1111,TWTBTC,2022-06-06,1.9676e-05,2022-06-22,4.2e-05,1.1345801992274853,16 days,2021-01-27,495 days
1112,TWTBTC,2022-10-29,5.6325999999999996e-05,2022-12-11,0.00015457,1.7442033874232152,43 days,2021-01-27,640 days
1113,TWTUSDT,2021-01-29,0.29362,2021-02-19,0.87,1.963013418704448,21 days,2021-01-27,2 days
1114,TWTUSDT,2021-07-21,0.30622,2021-09-05,1.5207,3.9660374893867156,46 days,2021-01-27,175 days
1115,TWTUSDT,2022-03-13,0.65386,2022-03-27,1.3598,1.0796500779983482,14 days,2021-01-27,410 days
1116,TUSDT,2023-01-09,0.01828,2023-01-26,0.05396,1.951859956236324,17 days,2022-02-25,318 days
1117,UMABTC,2021-01-14,0.0002382,2021-02-04,0.000917,2.8497061293031067,21 days,2020-09-09,127 days
1118,UMABTC,2024-01-09,4.1732e-05,2024-01-23,0.0001445,2.462570689159398,14 days,2020-09-09,1217 days
1119,UMAUSDT,2021-01-27,10.5868,2021-02-04,33.902,2.202289643707258,8 days,2020-09-09,140 days
1120,UMAUSDT,2024-01-07,1.8908,2024-01-23,5.773,2.0532049925957265,16 days,2020-09-09,1215 days
1121,UNFIBTC,2020-11-26,0.000172906,2020-12-13,0.00073141,3.230101905081374,17 days,2020-11-19,7 days
1122,UNFIBTC,2021-01-14,0.000150026,2021-03-01,0.00084612,4.639822430778665,46 days,2020-11-19,56 days
1123,UNFIBTC,2022-05-16,6.692e-05,2022-06-07,0.0006026,8.00478182904961,22 days,2020-11-19,543 days
1124,UNFIBTC,2023-08-10,0.00012728,2023-09-07,0.0004188,2.2903834066624764,28 days,2020-11-19,994 days
1125,UNFIUSDT,2020-11-26,3.27528,2020-12-13,14.0644,3.294106152756405,17 days,2020-11-19,7 days
1126,UNFIUSDT,2021-01-21,7.2863,2021-03-01,41.9219,4.753523736327081,39 days,2020-11-19,63 days
1127,UNFIUSDT,2021-07-20,5.8674,2021-09-05,14.703,1.5058799468248287,47 days,2020-11-19,243 days
1128,UNFIUSDT,2022-05-16,1.9194,2022-06-07,18.876,8.834323226008129,22 days,2020-11-19,543 days
1129,UNFIUSDT,2022-07-25,5.8522,2022-08-16,13.191,1.25402412767848,22 days,2020-11-19,613 days
1130,UNFIUSDT,2023-08-17,4.0548,2023-09-07,11.029,1.7199861892078523,21 days,2020-11-19,1001 days
1131,UNIBTC,2021-01-08,0.00014921799999999998,2021-02-01,0.00061156,3.0984331648996775,24 days,2020-09-17,113 days
1132,UNIUSDT,2020-12-23,3.45178,2021-03-07,34.2651,8.926791394584823,74 days,2020-09-17,97 days
1133,USTCUSDT,2023-11-21,0.01308936,2023-12-03,0.0613603,3.6877998618725436,12 days,2023-03-10,256 days
1134,UTKUSDT,2020-12-26,0.11445999999999999,2021-02-18,0.5141,3.4915254237288136,54 days,2020-10-02,85 days
1135,UTKUSDT,2021-02-28,0.32578,2021-03-15,0.6756,1.0737921296580513,15 days,2020-10-02,149 days
1136,UTKUSDT,2021-04-25,0.40052,2021-05-05,0.8964,1.2380904823729153,10 days,2020-10-02,205 days
1137,VETBTC,2018-08-13,1.254e-06,2018-09-04,2.64e-06,1.105263157894737,22 days,2018-07-25,19 days
1138,VETBTC,2019-10-26,3.94e-07,2019-11-15,9.3e-07,1.3604060913705585,20 days,2018-07-25,458 days
1139,VETBTC,2020-05-19,4.7e-07,2020-06-12,1.02e-06,1.1702127659574468,24 days,2018-07-25,664 days
1140,VETBTC,2020-06-21,9.32e-07,2020-07-08,2.12e-06,1.2746781115879826,17 days,2018-07-25,697 days
1141,VETBTC,2021-03-31,1.5059999999999999e-06,2021-04-18,4.52e-06,2.0013280212483404,18 days,2018-07-25,980 days
1142,VETUSDT,2018-08-13,0.007798,2018-09-04,0.01945,1.4942292895614258,22 days,2018-07-25,19 days
1143,VETUSDT,2019-10-23,0.0031019999999999997,2019-11-15,0.007821,1.521276595744681,23 days,2018-07-25,455 days
1144,VETUSDT,2020-05-21,0.0044902,2020-06-12,0.00971,1.1624871943343282,22 days,2018-07-25,666 days
1145,VETUSDT,2020-06-27,0.0086516,2020-07-08,0.019932,1.3038513107402097,11 days,2018-07-25,703 days
1146,VETUSDT,2020-12-23,0.014716,2021-01-20,0.034595,1.3508426202772492,28 days,2018-07-25,882 days
1147,VETUSDT,2021-01-31,0.0270608,2021-04-18,0.253321,8.36117927038373,77 days,2018-07-25,921 days
1148,VGXUSDT,2022-07-11,0.183,2022-07-13,0.583,2.1857923497267757,2 days,2021-11-22,231 days
1149,VGXUSDT,2022-08-19,0.271,2022-09-07,1.01,2.7269372693726934,19 days,2021-11-22,270 days
1150,VIDTBTC,2021-03-03,1.1136e-05,2021-03-30,2.629e-05,1.3608117816091956,27 days,2020-10-09,145 days
1151,VIDTBTC,2022-06-22,8.254e-06,2022-07-07,2.858e-05,2.4625636055245947,15 days,2020-10-09,621 days
1152,VIDTUSDT,2022-06-22,0.16857999999999998,2022-07-07,0.6178,2.6647289120892164,15 days,2021-09-09,286 days
1153,VITEBTC,2021-02-24,6.16e-07,2021-04-09,5.61e-06,8.107142857142858,44 days,2019-12-13,439 days
1154,VITEUSDT,2020-07-16,0.014394,2020-08-08,0.03658,1.5413366680561345,23 days,2019-12-13,216 days
1155,VITEUSDT,2021-01-12,0.013976,2021-04-09,0.3261,22.33285632512879,87 days,2019-12-13,396 days
1156,VTHOUSDT,2021-01-27,0.0012642,2021-02-13,0.00715,4.655750672361968,17 days,2020-07-17,194 days
1157,VTHOUSDT,2021-02-28,0.0044794,2021-03-21,0.020072,3.480957271063089,21 days,2020-07-17,226 days
1158,VTHOUSDT,2021-08-03,0.0062206,2021-08-15,0.015087,1.4253287464231748,12 days,2020-07-17,382 days
1159,VTHOUSDT,2024-01-31,0.0023086,2024-02-15,0.005531,1.3958243091050855,15 days,2020-07-17,1293 days
1160,WANBTC,2019-08-20,2.054e-05,2019-08-26,4.59e-05,1.2346640701071079,6 days,2018-03-23,515 days
1161,WANUSDT,2021-01-29,0.38264,2021-02-19,1.1501,2.00569726113318,21 days,2019-08-27,521 days
1162,WANUSDT,2021-03-04,0.81402,2021-04-11,2.456,2.0171248863664286,38 days,2019-08-27,555 days
1163,WAVESBTC,2018-11-20,0.00025232,2018-12-20,0.0010153,3.023858592263792,30 days,2017-12-15,340 days
1164,WAVESBTC,2020-08-01,0.0001358,2020-08-17,0.0003593,1.6458026509572903,16 days,2017-12-15,960 days
1165,WAVESBTC,2021-04-19,0.00024026,2021-05-14,0.0006695,1.7865645550653455,25 days,2017-12-15,1221 days
1166,WAVESBTC,2022-02-14,0.00023164,2022-03-31,0.0011966,4.165774477637713,45 days,2017-12-15,1522 days
1167,WAVESBTC,2022-05-29,0.00015314,2022-06-03,0.0003287,1.146401985111663,5 days,2017-12-15,1626 days
1168,WAVESUSDT,2020-07-31,1.54586,2020-08-17,4.4095,1.852457531729911,17 days,2019-01-18,560 days
1169,WAVESUSDT,2020-11-02,3.16806,2020-12-07,8.9462,1.8238732852281834,35 days,2019-01-18,654 days
1170,WAVESUSDT,2021-04-19,12.79188,2021-05-05,35.932,1.8089694399884928,16 days,2019-01-18,822 days
1171,WAVESUSDT,2022-02-21,9.092,2022-03-31,54.45,4.988781346238452,38 days,2019-01-18,1130 days
1172,WAVESUSDT,2022-05-27,4.436,2022-06-03,9.77,1.202434625788999,7 days,2019-01-18,1225 days
1173,WAVESUSDT,2023-01-01,1.32,2023-02-03,2.899,1.196212121212121,33 days,2019-01-18,1444 days
1174,WAXPBTC,2021-10-20,4.608e-06,2021-11-19,1.585e-05,2.439670138888889,30 days,2021-08-23,58 days
1175,WAXPUSDT,2021-10-21,0.29608,2021-11-17,0.9319,2.1474601459065115,27 days,2021-08-23,59 days
1176,WINGBTC,2021-03-01,0.0004864,2021-04-04,0.001173,1.411595394736842,34 days,2020-09-16,166 days
1177,WINGBTC,2022-05-25,0.00013488,2022-06-16,0.0002769,1.052935943060498,22 days,2020-09-16,616 days
1178,WINGBTC,2022-07-20,0.0002476,2022-07-29,0.0017776,6.179321486268175,9 days,2020-09-16,672 days
1179,WINGUSDT,2020-11-26,9.5052,2020-12-19,19.662,1.0685519505112988,23 days,2020-09-16,71 days
1180,WINGUSDT,2021-01-27,14.421800000000001,2021-02-13,35.501,1.4616206021439762,17 days,2020-09-16,133 days
1181,WINGUSDT,2021-02-28,22.1768,2021-04-04,68.428,2.0855668987410265,35 days,2020-09-16,165 days
1182,WINGUSDT,2022-05-16,3.162,2022-06-08,6.94,1.1948134092346618,23 days,2020-09-16,607 days
1183,WINGUSDT,2022-07-15,5.518,2022-07-29,42.34,6.673069952881479,14 days,2020-09-16,667 days
1184,WINUSDT,2021-01-21,8.5662e-05,2021-02-13,0.0002838,2.3130209427750934,23 days,2019-08-01,539 days
1185,WINUSDT,2021-03-06,0.000212672,2021-04-05,0.00268898,11.64378949744207,30 days,2019-08-01,583 days
1186,WINUSDT,2021-08-03,0.00035684,2021-08-13,0.0007716,1.1623136419683893,10 days,2019-08-01,733 days
1187,WOOBTC,2022-06-12,4.796e-06,2022-06-24,1.059e-05,1.208090075062552,12 days,2022-02-08,124 days
1188,WOOUSDT,2023-11-30,0.22466,2023-12-25,0.4708,1.0956111457313273,25 days,2022-02-08,660 days
1189,WRXUSDT,2020-02-29,0.062282,2020-03-09,0.20345,2.266593879451527,9 days,2020-02-05,24 days
1190,WRXUSDT,2021-01-27,0.105986,2021-02-21,0.36679,2.4607400977487597,25 days,2020-02-05,357 days
1191,WRXUSDT,2021-02-28,0.258558,2021-04-07,4.04323,14.637613224112192,38 days,2020-02-05,389 days
1192,XEMUSDT,2021-01-30,0.23268,2021-03-03,0.7881,2.387055183084064,32 days,2020-11-24,67 days
