,market,last_slope,last_slope_adi,aroon_up,aroon_down,aroon_diff,macd_diff,macd_line,macd_signal,stochastic,stochastic_signal,delta_stochastic,rsi_val,coef_corr,last_slope_btc,prob_last_slope,prob_macd,prob_macd_diff,prob_stochastic,prob_rsi,prob_corr_btc,prediction,probability
0,1INCHBTC,-0.3618557618564014,-0.5940230510907559,28.000000000000004,96.0,-68.0,0.0006948616392852269,-1.3893600929329715,-1.3900549545722567,29.702970297029623,20.64190967624044,9.061060620789181,41.177086087396724,-0.49812923654935204,2.346306541952044,0.5216925287430183,0.4464594334137736,0.46717527733245257,0.29106185629103176,0.46959157414220964,0.0,0.0,0.023758651716009074
1,1INCHUSDT,0.8163774970565228,1.1564154795428387,92.0,0.0,92.0,1.2422447249178021,1.9481763411273434,0.7059316162095413,73.32563510392609,79.13779830638948,-5.812163202463395,57.94142764945338,0.10652746393507541,2.346306541952044,0.5476578866032488,0.5046896025386114,0.3393396782404795,0.4180905826880651,0.5040816231495323,0.7752155604571888,1.0,0.6986888401160883
2,AAVEUSDT,0.8669516416542847,0.759144633611575,28.000000000000004,52.0,-23.999999999999996,2.0448642425895818,-0.5382713278122679,-2.5831355704018497,89.63730569948193,92.0244981942671,-2.387192494785168,55.70400740809229,0.7987166303693808,2.346306541952044,0.5872188826188218,0.36499244712990936,0.0,0.5085057874430025,0.5557843052327563,0.2564340673918811,0.0,0.12029155050203306
3,ACABTC,0.41174645062147025,-0.5618295027706666,72.0,28.000000000000004,44.0,-0.10857025614169835,0.4684589555339542,0.5770292116756526,24.675324675324664,26.975108225108233,-2.2997835497835695,48.91959963427104,-0.2963500985222701,2.346306541952044,0.6078024109618162,0.4531810705034883,0.48326887769053484,0.5595831351709022,0.524385022750269,0.6329404060248854,1.0,0.6979691713326999
4,ACAUSDT,1.6450056759957705,-0.3552342861181124,76.0,8.0,68.0,0.9550379905760549,5.01557478585903,4.060536795282975,50.00000000000001,57.40359813236686,-7.403598132366852,55.29227748204931,0.27140060138386607,2.346306541952044,0.5187033757312296,0.4081934325836765,0.41459411572714133,0.4814617136350698,0.5432140398207085,0.7211789578410646,1.0,0.6427908788727259
5,ACEBTC,2.3975470364970515,-18.5549242347527,8.0,64.0,-56.0,0.8597920667939536,-2.595873211720292,-3.4556652785142457,48.954743854812754,46.940807106210265,2.0139367486024895,47.53871064475125,-0.28684242592634324,5.989583982176215,0.11710893008602932,0.3948408935058872,0.31630072593121505,0.6968904912122578,0.5063417523053152,0.5,0.0,0.49051848533748543
6,ACEUSDT,3.9722919126975165,-72.994869380654,96.0,0.0,96.0,2.6919485111749486,3.2225866465692405,0.5306381353942917,59.36522262334536,72.15621917724339,-12.790996553898026,56.444538744760585,0.03873409812310555,7.518971725341699,0.0,0.6329404060248854,0.6329404060248854,0.5896528582758831,0.5253451864922829,0.5,1.0,0.6347105972338892
7,ACHBTC,-0.11984705720778825,-0.15948508493951222,24.0,76.0,-52.0,0.14228302268125048,-0.617279389758767,-0.7595624124400174,66.66666666666664,61.111111111111065,5.5555555555555785,47.839535077221115,-0.5726510311529723,2.346306541952044,0.4348941853050519,0.40689180424863747,0.4412721482625717,0.5797405713428807,0.5040685319294131,0.6329404060248854,1.0,0.6273083417467412
8,ACHUSDT,0.6786996711878939,-0.38914002603944026,96.0,0.0,96.0,1.0929058189123038,1.5606660826965104,0.4677602637842066,69.5219123505976,79.1578619136313,-9.63594956303369,61.288444191075,-0.23841534106169956,2.346306541952044,0.5347904274450132,0.4038479800953448,0.5830074295997667,0.36499244712990936,0.4702084332408971,0.8380057803468208,1.0,0.6598262021450717
9,ACMUSDT,0.14299157976170804,0.9995742783470531,100.0,0.0,100.0,1.4081311747619587,3.0106621505896634,1.6025309758277047,72.91139240506334,84.35036532031086,-11.438972915247518,77.87145895447978,-0.3164499542338966,2.346306541952044,0.44370529390160723,0.3649924471299094,0.1703173736056532,0.2564340673918811,0.0,0.6329404060248854,0.0,0.12139313358059632
