,Unnamed: 0,market,last_slope,last_slope_adi,aroon_up,aroon_down,aroon_diff,macd_diff,macd_line,macd_signal,stochastic,stochastic_signal,delta_stochastic,rsi_val,coef_corr,last_slope_btc,prob_last_slope,prob_macd,prob_macd_diff,prob_stochastic,prob_rsi,prob_corr_btc,prediction,probability
272,272,IDBTC,-1.738196277080634,0.0110579990985615,64.0,48.0,16.0,0.0835558542937597,4.739019721968061,4.655463867674301,66.25463535228678,63.41161928306553,2.8430160692212567,65.48483451766566,-0.3444345542091778,3.361036844102925,0.665511384502387,0.5519072635906807,0.4561891151289481,0.6329404060248853,0.426963952138133,1.0,1.0,1.0
170,170,DOGEBTC,-0.8053435205233886,-0.1087332738539091,0.0,84.0,-84.0,-0.452608111944182,-3.8833083776214816,-3.4307002656773,7.692307692307699,8.736942070275466,-1.0446343779677676,26.007170248142515,-0.7233210021508198,2.346306541952044,0.4915296171318217,0.3904201106208439,0.5298408882254644,0.636649745662141,0.6374399918826535,1.0,1.0,1.0
387,387,OMGUSDT,0.3577691937806383,0.7948153130673201,92.0,52.0,40.0,0.5314432858295549,0.0311715119841693,-0.5002717738453856,71.92982456140358,79.82456140350877,-7.894736842105189,53.92137654339023,-0.2346393662269775,2.346306541952044,0.5778482634386477,0.3963247590886746,0.4011591039235053,0.5347904274450132,0.5466179579838288,0.8380057803468208,1.0,1.0
292,292,JSTBTC,-0.2216537662337173,0.3775112778520061,4.0,76.0,-72.0,-0.0336742366533249,-2.045870081964738,-2.012195845311413,27.2727272727273,27.272727272727312,-1.4210854715202004e-14,44.23080841637324,-0.5976007893002035,2.346306541952044,0.4892679963551686,0.4968766448106606,0.4664976769539998,0.674184735220601,0.4747718392883602,0.7752155604571888,1.0,1.0
495,495,STEEMBTC,-0.3373868888256113,0.2451016007324591,4.0,88.0,-84.0,0.1370471261627557,-2.970972904655047,-3.1080200308178028,34.37499999999994,35.94939782439781,-1.5743978243978702,37.01159492089094,-0.5987443233929274,2.346306541952044,0.5070816292369229,0.4542814456698729,0.4426997799153176,0.6609329177680461,0.5033517360853675,0.7752155604571888,1.0,1.0
236,236,GASBTC,-0.1174653874603038,0.1526339614442456,28.000000000000004,84.0,-56.0,0.0908775014597096,-0.8582490352059491,-0.9491265366656588,47.36842105263159,48.91514500537056,-1.5467239527389651,42.11186523180732,0.3994012738321034,2.346306541952044,0.4388095616444575,0.4286844467758891,0.4561422326660538,0.6329404060248854,0.4796345524675655,0.8733762566361686,1.0,1.0
274,274,ILVBTC,0.7269258350114927,-0.3851591380896485,84.0,48.0,36.0,0.7308576763488797,0.1071962809202773,-0.6236613954286023,56.91056910569106,55.01355013550134,1.89701897018972,50.36412301659536,0.0550483575518714,2.346306541952044,0.540024270361349,0.3891347432066113,0.3719390382623754,0.709541597391661,0.5319459864681488,0.6329404060248854,1.0,1.0
494,494,SSVUSDT,0.1660593214032542,-0.4518798795917066,92.0,8.0,84.0,0.5225167909447943,0.8853114508287305,0.3627946598839361,47.54098360655743,63.1147540983607,-15.573770491803266,50.310592520166544,0.1896818512493902,2.346408114241938,0.4604707918481643,0.419081914854239,0.4312449848330557,0.3012311048776687,0.530334135684253,1.0,1.0,1.0
261,261,HIVEBTC,-0.218636271845887,-1.1565999453453972,4.0,88.0,-84.0,-0.059544855064046,-2.184917942746881,-2.1253730876828354,22.7722772277228,22.348040629305697,0.4242365984170995,23.579327098699764,-0.7891022431584959,2.346306541952044,0.4890841913890029,0.5374790338060257,0.4656927145981884,0.6392824262359555,0.6767789105138502,1.0,1.0,1.0
541,541,UFTUSDT,1.438489825699787,-0.4223064580235323,76.0,0.0,76.0,-0.182376512488898,4.207506289050627,4.3898828015395255,37.61904761904762,41.53439153439154,-3.915343915343918,51.63853374156564,0.4536942878446804,2.779079877220456,0.479073081570061,0.7752155604571886,0.5226649009668058,0.6329404060248854,0.5381622554967962,0.8380057803468208,1.0,1.0
104,104,BONDUSDT,0.3407878807029555,0.4009955902483877,88.0,0.0,88.0,1.0652474725402286,1.0732699393887015,0.0080224668484732,36.54652137468568,42.442022911427806,-5.895501536742131,54.93318912550894,0.1691737790658581,2.346306541952044,0.5444391242943536,0.4557950510430537,0.5719862928705746,0.6598520766167267,0.5434734452956732,0.7752155604571888,1.0,1.0
310,310,LAZIOBTC,-0.8113565192411686,-0.6658568521671013,8.0,88.0,-80.0,-0.3598015742939454,-1.0035727858322492,-0.6437712115383037,42.027800490596896,38.06336006680471,3.9644404237921833,48.74970624900063,-0.7226499778693635,2.346306541952044,0.503158768572715,0.4494350614574762,0.521461371310331,0.5441664060056303,0.5144552409380773,1.0,1.0,1.0
418,418,PLAUSDT,-1.0479111829640553,0.0873666663063019,0.0,84.0,-84.0,-0.6792475395591753,-7.850116932525481,-7.170869392966305,14.361702127659544,13.20921985815599,1.1524822695035546,28.125493011846388,0.1365946504383033,2.346306541952044,0.5299562952569871,0.6329404060248854,0.5158818734108421,0.5921841193252533,0.5187033757312295,0.8733762566361686,1.0,1.0
143,143,CTSIBTC,0.2397867355322031,-0.2431791242944331,56.00000000000001,4.0,52.00000000000001,-1.0606046409479166,1.8281451503700443,2.888749791317961,21.428571428571423,17.85714285714289,3.571428571428534,50.5500382883219,-0.2878041469601588,2.346306541952044,0.4824238491583164,0.7510963086316959,0.6396486683243673,0.5035558913173731,0.5229722380835848,0.6329404060248854,1.0,1.0
68,68,AVABTC,-0.6717213460185334,0.2588147753532535,0.0,84.0,-84.0,-0.0177350360813735,-2.8443147518604524,-2.826579715779079,31.95876288659798,26.26543246421092,5.693330422387064,32.80860719508948,-0.7049576372886285,2.346306541952044,0.4949899704567117,0.4557950510430537,0.4621202045217696,0.4528611311766659,0.5193681899774761,0.8733762566361686,1.0,0.9
454,454,REQBTC,-1.8719239708442463,-0.2345915978668765,68.0,64.0,4.0,-0.2900965129829909,0.8574761423757984,1.1475726553587893,17.647058823529424,18.300653594771244,-0.6535947712418206,47.9531083155628,-0.6616014338043534,2.346306541952044,0.4867568619371379,0.4910466718914682,0.5586900081226672,0.6043183605962201,0.5065435158650246,0.6329404060248854,1.0,0.9
303,303,KMDBTC,-0.2077828656902163,-0.7572104351810971,16.0,64.0,-48.0,0.1698909626194849,-0.9529275532604178,-1.122818515879903,21.854304635761547,14.790286975717438,7.06401766004411,48.66904287532029,-0.751602585681336,2.346306541952044,0.4824679604301524,0.4311030296961656,0.4302773383867135,0.3198565912851627,0.5134296449857476,1.0,1.0,0.9
477,477,SCRTUSDT,1.24662836251813,-0.1957918539345971,80.0,0.0,80.0,1.0704902463497952,1.2084016607235952,0.1379114143738,37.3458602466236,40.94734781757681,-3.6014875709532106,53.26274795424463,-0.1491271554625194,2.346306541952044,0.5765101204915098,0.4548520691494368,0.5797405713428807,0.6432053934404884,0.5539821794705672,0.6329404060248854,1.0,0.9
189,189,ENSUSDT,1.3682287654741705,0.3680935566001196,60.0,0.0,60.0,0.2363675634134852,7.084539493304561,6.848171929891076,59.14786967418544,69.92481203007519,-10.776942355889744,55.16529403043587,0.4309822532515701,2.346306541952044,0.5546383561039132,0.7752155604571888,0.4666433851620252,0.6329404060248854,0.5441664060056303,0.5347904274450132,1.0,0.9
37,37,AMPUSDT,0.1417859741588341,0.4034550954881688,20.0,8.0,12.0,0.2067993147047614,1.0063290573547403,0.7995297426499791,53.875236294896055,53.0560806553245,0.8191556395715551,56.37072067471649,0.1494806097627062,2.346306541952044,0.4402610485743068,0.4448190818271409,0.4418505702122651,0.614154465302232,0.5236899808016529,0.8380057803468208,1.0,0.9
509,509,SUIBTC,-0.0926020263672179,-0.6545224578178149,68.0,0.0,68.0,-1.6528606579753935,4.024618175908579,5.677478833883972,25.13863216266173,28.644545534563985,-3.505913371902256,52.56259273740869,-0.0136250046408134,3.2528770335744674,0.4501823434840377,0.7752155604571886,0.6329404060248853,0.6051735608343444,0.54325931499455,0.8380057803468208,1.0,0.9
327,327,LSKBTC,-1.371630928885982,0.0391895619061584,0.0,0.0,0.0,-1.9926151903979168,-2.9857915649422804,-0.993176374544363,3.789126853377257,6.370126304228395,-2.580999450851138,39.46393157737802,-0.3765038021476768,2.346306541952044,0.6155598559635499,0.7070965719063546,0.6178219087596684,0.6679666288196673,0.4863716352329224,0.6329404060248854,1.0,0.9
345,345,MAVUSDT,-1.228978114819559,-0.2975555298537753,52.0,0.0,52.0,-2.30226606928957,3.3732812963718004,5.67554736566137,6.494900697799252,22.779001986985733,-16.28410128918648,46.58010876573146,0.7469782275155221,3.017018472417378,0.6329404060248854,1.0,0.7112632005004231,0.4081934325836765,0.4970244102495535,0.6329404060248854,1.0,0.9
348,348,MBOXUSDT,1.3543952171487796,-0.3817326468168219,88.0,36.0,52.0,1.4645875600397376,2.0112920587303016,0.546704498690564,49.90215264187865,59.705632445228126,-9.803479803349475,55.52236351595989,-0.2576666173132484,2.346306541952044,0.5469059455963785,0.4206403177107418,0.271579354068246,0.4892679963551686,0.5523605763418485,0.7752155604571888,1.0,0.9
99,99,BNTBTC,-0.0900480700159036,-0.4811301867203066,0.0,100.0,-100.0,-0.1573266919666729,-1.3468094133160005,-1.1894827213493275,21.538461538461508,18.724173387003884,2.814288151457625,32.42483272777653,0.0966351554021452,2.346306541952044,0.4461988177935022,0.4469915365285892,0.5057655263347651,0.5661447055993138,0.5085057874430025,0.6329404060248854,1.0,0.9
383,383,OGNBTC,-1.1744601008963564,-0.33090087094213,24.0,96.0,-72.0,-0.6348775310992196,-3.484431791126717,-2.849554260027497,12.280701754385994,12.561853351327086,-0.2811515969410916,32.661414418803545,-0.2418056831979296,2.346306541952044,0.5555863900809737,0.4916943154169431,0.5390407138873397,0.637717555967009,0.5150383910153564,0.8380057803468208,1.0,0.9
364,364,MTLBTC,-0.5809997357038053,0.4028211448530284,4.0,84.0,-80.0,0.1863371826906696,-3.141426569940915,-3.3277637526315846,49.164677804295934,45.659379320962906,3.5052984833330285,40.2703609678955,-0.6773748035990454,2.346306541952044,0.4935771527341295,0.4500469803680267,0.4256132191949955,0.6488173823535993,0.4714851517544682,0.7211789578410646,1.0,0.9
224,224,FORBTC,-0.2217540469823742,-0.1525834887359693,0.0,76.0,-76.0,0.157354243367898,-1.966018989454752,-2.12337323282265,37.49999999999998,37.49999999999997,7.105427357601002e-15,45.40595179734564,-0.7701031433934045,2.346306541952044,0.4892679963551686,0.5108972449583199,0.4329310910740834,0.6209444265981369,0.4691555722051256,1.0,1.0,0.9
136,136,COTIUSDT,0.434062344832926,0.3979026908721528,68.0,0.0,68.0,2.7117387249825318,12.63405502031641,9.92231629533388,65.62898234116147,67.69221433339399,-2.0632319922325166,66.39922546032585,0.1314917040497945,2.346306541952044,0.6044159754141931,0.5,0.6830871439677716,0.5797405713428808,0.4249596951487615,0.8733762566361686,1.0,0.9
211,211,FIROBTC,-0.3021322868743094,0.2749163474590083,0.0,96.0,-96.0,0.2775617812364628,-1.5281544651761363,-1.8057162464125995,33.564493758668426,27.995376791493204,5.569116967175223,43.35298543501775,-0.694224659794798,2.346306541952044,0.5207748399666018,0.4574114508825332,0.4551926969557288,0.3728852794228284,0.4755534404252488,0.8733762566361686,1.0,0.9
46,46,ARBBTC,-0.6106523533345356,-0.4629438199335184,24.0,96.0,-72.0,-1.11672223565261,-2.694902959942354,-1.578180724289744,20.879120879120805,13.726025527267703,7.153095351853102,40.42488386610557,-0.1318387167860414,3.361036845614357,0.4910954510999491,0.5575425439861552,0.6125018003744779,0.4136332295109251,0.4712294661042865,1.0,1.0,0.9
97,97,BNBBTC,-0.501491019381067,-0.0558867302953322,0.0,88.0,-88.0,0.0449639770700607,-1.0650441535222548,-1.1100081305923155,59.782608695652165,59.541062801932334,0.2415458937198309,48.67818463907725,-0.694114064637513,2.346306541952044,0.4556892990721616,0.4306196645933952,0.4672035946599185,0.5639404842944666,0.5126849962674064,0.8733762566361686,1.0,0.9
95,95,BNBDOWNUSDT,-0.1374694813475571,-0.5431980481877515,8.0,92.0,-84.0,-0.4899960507312904,-2.819790423091989,-2.3297943723606984,6.857142857142851,6.756116811365434,0.1010260457774174,23.128263722599076,-0.7146315982681763,2.346306541952044,0.4389037473405323,0.4474904599392124,0.5291699948623908,0.6529118698454696,0.715925925925926,1.0,1.0,0.9
175,175,DUSKUSDT,-0.2515534517980415,-0.5147248332087586,88.0,0.0,88.0,-1.1679423060037006,10.166994655544272,11.334936961547973,37.91574279379158,53.56977327143537,-15.654030477643794,56.84143588847374,0.5542975128806121,2.346306541952044,0.4989105490645684,0.4629940119760479,0.5781729414716041,0.4629940119760479,0.5260062126882855,1.0,1.0,0.8
417,417,PLABTC,-1.0403508424480747,0.1554170488369236,8.0,92.0,-84.0,-0.5632349870784727,-4.820060282552611,-4.256825295474139,7.086614173228347,6.179440120592204,0.9071740526361428,13.88274157386806,-0.6634545588212872,2.346306541952044,0.4928770007731662,0.5826211836459699,0.5282887088098006,0.6466338576345331,0.9234916734916736,0.6329404060248854,1.0,0.8
484,484,SKLBTC,1.757680250084317,-0.1404319965941076,0.0,76.0,-76.0,1.0217446978381317,-0.1525206134597567,-1.1742653112978882,46.51162790697675,46.51162790697672,2.8421709430404014e-14,54.338531193715234,0.2723291747458096,2.346306541952044,0.4081934325836765,0.3973404171212624,0.5872188826188218,0.5563590573844217,0.5515014773737181,0.7211789578410646,1.0,0.8
328,328,LSKUSDT,-0.3267353502224712,0.1387288351368072,4.0,0.0,4.0,-1.127412006121606,3.3497653702578134,4.477177376379419,9.120521172638446,19.00108577633008,-9.88056460369163,50.53555049213782,0.708365555433107,2.346306541952044,0.5178459073123735,0.7369856585623369,0.6261802452432901,0.4495813520777341,0.5274294702921872,0.7211789578410646,1.0,0.8
139,139,CRVBTC,-0.2071183957423956,-0.4575011874140282,0.0,84.0,-84.0,0.1322210544585389,-1.0630845135786091,-1.1953055680371485,18.548387096774157,20.053065214355488,-1.504678117581335,39.2717856891384,-0.6862239364627251,2.346306541952044,0.4849789183517866,0.4242182283422285,0.4445555921200245,0.6447739288513817,0.4987014327238953,0.7752155604571888,1.0,0.8
144,144,CTSIUSDT,1.751041453058835,-0.5440345697713799,84.0,8.0,76.0,0.6221369286487235,10.303981946647085,9.68184501799836,58.09698078682524,66.02353086392985,-7.926550077104615,59.33357304225156,0.6183351195415769,2.346306541952044,0.4495813520777341,1.0,0.3983255938774434,0.5563590573844217,0.4926915794511142,0.7211789578410646,1.0,0.8
302,302,KLAYUSDT,1.4938481946805906,-0.5705460703481094,88.0,0.0,88.0,1.02772212765022,3.082216227969994,2.054494100319774,46.87022900763359,55.67430025445293,-8.80407124681934,53.84455369425051,0.2233841104157027,2.346306541952044,0.4772315795248807,0.4284795956819542,0.6067392909896602,0.5639404842944666,0.5503060419012125,1.0,1.0,0.8
406,406,PENDLEBTC,-1.8046598569149448,-1.039585272124914,52.0,0.0,52.0,-3.630047780345312,3.559792572331233,7.189840352676545,11.7558779389695,8.184048804521119,3.5718291344483823,48.68259054768384,0.661198423230305,3.0637093709567687,0.5489787707381725,0.8380057803468208,0.8733762566361686,0.5478606856706818,0.5126849962674064,0.8733762566361686,1.0,0.8
403,403,OXTUSDT,1.0432493293340863,0.6564319984679171,100.0,0.0,100.0,1.15892365026927,4.895457461443129,3.7365338111738593,87.9746835443038,83.52321418071348,4.45146936359032,66.51285557450768,0.5214492476136868,2.346306541952044,0.4629940119760479,0.3466487334678323,0.5449307066902719,0.5085057874430025,0.4116738798080214,1.0,1.0,0.8
56,56,ASTBTC,-0.4533986034105043,0.2043538649682311,60.0,88.0,-28.0,-0.1275221653046134,-2.4043519792764565,-2.276829813971843,15.384615384615351,14.529914529914503,0.8547008547008463,39.53914261523998,-0.6893019610456168,2.346306541952044,0.454633030478768,0.490875083630823,0.4973936910558962,0.6193011796518073,0.4797975437611966,0.8380057803468208,1.0,0.8
296,296,KAVABTC,-0.3267650950261202,-1.2727664302280852,0.0,88.0,-88.0,-0.074099763373296,-2.3479555924763,-2.2738558291030038,23.63636363636363,16.571492652440796,7.064870983922834,29.937622897327003,-0.7644439482675579,2.346306541952044,0.5178459073123735,0.5022226001351039,0.4731954599709815,0.4218095974925112,0.5085057874430025,1.0,1.0,0.8
448,448,RDNTBTC,-0.6045038696902774,-0.0188630812116667,0.0,96.0,-96.0,-0.0959615852331792,-2.8211888322647694,-2.72522724703159,28.440366972477086,17.301811338508603,11.138555633968483,37.60798845159491,-0.64744569376236,3.133111322063445,0.5024272621123179,0.4593663286060767,0.4888476762320051,0.3466487334678323,0.4948047359464683,0.8733762566361686,1.0,0.8
425,425,PORTOBTC,-0.7939365929251182,-0.7840824200209561,8.0,88.0,-80.0,-0.1804255261760649,-0.8515188539544347,-0.6710933277783698,38.24948311509308,40.63938024861528,-2.389897133522197,51.467170225500354,-0.7289513198346352,2.346306541952044,0.4915296171318217,0.4174892437707961,0.5145269064122038,0.5538770117321193,0.5412466614973722,1.0,1.0,0.8
145,145,CTXCBTC,-1.6640828750454004,0.7622470484130502,48.0,0.0,48.0,-1.702222590349514,2.502826636103933,4.205049226453447,40.380047505938215,39.42992874109259,0.9501187648456266,53.9931860374531,0.4215744429319421,2.346306541952044,0.7149494902794795,0.7211789578410646,0.5835132938581213,0.5085057874430025,0.5471959236309879,0.5347904274450132,1.0,0.8
62,62,AUCTIONBTC,0.0404756431164613,0.1361315243703458,20.0,28.000000000000004,-8.000000000000004,0.338410742768121,0.4881658747936654,0.1497551320255444,56.39810426540284,57.63935906116003,-1.241254795757193,52.99345480121637,0.7925032834594974,2.346306541952044,0.4251700995753307,0.4680206093710655,0.5099379677854575,0.6718804310045187,0.5556513740370242,0.4629940119760479,1.0,0.8
260,260,HIGHUSDT,0.0048363471611851,1.1695063334740676,96.0,52.0,44.0,0.8841718818125547,0.7263084709036765,-0.1578634109088782,70.50561797752808,84.33981776510704,-13.834199787578967,56.00954125360232,-0.158636314919468,2.346306541952044,0.428914615121621,0.4211159075321741,0.3346358352912081,0.4629940119760479,0.5441664060056303,0.7211789578410646,1.0,0.8
596,596,YFIBTC,-0.2410348214118626,-0.7835819960581156,0.0,92.0,-92.0,-0.1174302411251506,-2.110182650729846,-1.9927524096046956,15.0,14.652515440426944,0.347484559573056,21.837993538341863,-0.554057324912081,2.346306541952044,0.4955395593228466,0.5228285497652186,0.4875388180399451,0.5722584422675867,0.6155598559635499,0.6329404060248854,1.0,0.8
269,269,ICXUSDT,0.5709434866126768,0.8368136810642058,96.0,0.0,96.0,1.226953467699213,0.6763576569856156,-0.5505958107135978,83.13609467455618,84.43308827924211,-1.2969936046859374,59.17549175079835,0.2605980605172438,2.346306541952044,0.5519072635906807,0.4704240272568499,0.3944613833337334,0.4338701531900567,0.4973721686805306,0.7211789578410646,1.0,0.8
