,market,last_slope,last_slope_adi,aroon_up,aroon_down,aroon_diff,macd_diff,macd_line,macd_signal,stochastic,stochastic_signal,delta_stochastic,rsi_val,coef_corr,last_slope_btc,prob_last_slope,prob_macd,prob_macd_diff,prob_stochastic,prob_rsi,prob_corr_btc,avg prob,logreg,rf,avg,init_price,max_price,cur_price,% to max,% to last
392,ONGUSDT,1.24128611,0.580716898,92,0,92,1.553271927,0.957988128,-0.595283799,67.48681898,72.52489748,-5.0380785,57.37805645,0.675549392,2.346306542,0.592184119,0.462994012,0.314987575,0.508505787,0.515146881,0.632940406,0.504459797,0.612369772,0.5,0.556184886,0.3384,0.4375,0.4334,29.28%,28.07%
440,QTUMUSDT,1.999843543,-0.575234243,92,0,92,3.059362432,3.668227345,0.608864913,54.22535211,60.68075117,-6.455399061,62.42032411,0.531659647,2.346306542,0.23330383,0.462994012,0,0.378339586,0.431780888,1,0.417736386,0.70816016,0.4,0.55408008,3.291,6.089,5.022,85.02%,52.60%
298,KDABTC,-0.503931827,-0.395448414,0,88,-88,0.049149025,-1.982032782,-2.031181807,27.55102041,21.2585034,6.292517007,44.50891138,-0.2984529,2.346306542,0.459366329,0.510072648,0.463829849,0.381127016,0.478719354,0.632940406,0.487675934,0.496185934,0.6,0.548092967,2.15E-05,2.22E-05,2.21E-05,3.59%,3.12%
334,LUNCUSDT,0.867470732,0.521400734,92,0,92,1.530387568,1.773188785,0.242801218,67.2,70.77774251,-3.577742514,60.61820999,0.358267566,2.346306542,0.587218883,0.301231105,0.30795579,0.376373397,0.464657504,0.721178958,0.459769273,0.390904688,0.7,0.545452344,0.00012784,0.00023635,0.00019215,84.88%,50.31%
127,CKBUSDT,10.40184524,-0.779970135,92,0,92,6.945264616,17.93638972,10.99112511,65.8263054,69.55295232,-3.726646914,72.43932186,0.282404269,2.346306542,0.5,0.5,0.5,0.525732072,0.144607696,0.632940406,0.467213362,0.584967406,0.5,0.542483703,0.010747,0.021979,0.020313,104.51%,89.01%
488,SNXBTC,-0.407861751,-0.27646218,4,92,-88,0.195868127,-2.665500678,-2.861368805,30.43478261,22.82608696,7.608695652,41.61197796,-0.23656815,2.346306542,0.482117298,0.424959695,0.425988942,0.238686176,0.460810559,0.83800578,0.478428075,0.4843134,0.6,0.5421567,7.06E-05,7.19E-05,7.15E-05,1.84%,1.27%
356,MKRBTC,-1.372937738,-0.243322801,4,88,-84,-1.136369902,-3.82184061,-2.685470708,24.19753086,21.14957953,3.047951333,38.66926971,0.224441951,2.346306542,0.615559856,0.486756862,0.6125018,0.632940406,0.497704436,0.5,0.557577227,0.682542046,0.4,0.541271023,0.04149,0.04156,0.04088,0.17%,-1.47%
40,APEBTC,-0.028099873,0.366490688,32,64,-32,0.155709992,-0.208638582,-0.364348574,88.73873874,83.07853308,5.66020566,55.81018336,-0.609309117,2.346306542,0.418502648,0.412475994,0.437132519,0.385386034,0.544662461,0.77521556,0.495562536,0.580738054,0.5,0.540369027,3.19E-05,3.35E-05,3.32E-05,5.18%,4.17%
397,OPUSDT,1.228433587,-0.519140007,92,0,92,1.412979641,4.939969424,3.526989782,59.69725639,72.40618102,-12.70892463,54.70382494,0.621680512,2.346306542,0.534790427,0.364992447,0.173749685,0.589652858,0.552730102,0.721178958,0.489515746,0.680228809,0.4,0.540114404,3.573,4.813,4.772,34.70%,33.56%
351,MDXBTC,-0.057942103,-0.440810735,0,84,-84,0.19220155,-1.148829683,-1.341031233,42.85714286,33.33333333,9.523809524,45.12240628,-0.754181554,2.346306542,0.434524053,0.430523023,0.430006038,0.153626068,0.483491746,1,0.488695155,0.578973964,0.5,0.539486982,1.33E-06,1.36E-06,1.36E-06,2.26%,2.26%
307,KP3RUSDT,0.228387402,0.448091568,100,0,100,1.223882386,0.612629514,-0.611252872,69.70185334,81.39289633,-11.69104298,57.10496073,0.288169395,2.346306542,0.471102501,0.455352542,0.408193433,0.408193433,0.513757976,0.632940406,0.481590048,0.475991898,0.6,0.537995949,77.16,93.63,89.15,21.35%,15.54%
409,PEOPLEUSDT,0.658747169,0.443884837,0,52,-52,1.126575297,1.534117912,0.407542615,79.80225989,79.28436911,0.517890772,56.62841132,0.357976884,2.346306542,0.521317002,0.441443312,0.594005509,0.364992447,0.53173649,0.721178958,0.529112286,0.575591502,0.5,0.537795751,0.03062,0.06909,0.04625,125.64%,51.05%
146,CTXCUSDT,0.24873422,-0.285248139,96,0,96,-0.46209755,7.339570923,7.801668473,50.57825752,56.10813718,-5.52987966,60.53592487,0.794828627,2.346306542,0.479950341,0.721178958,0.518703376,0.593341891,0.464635539,0.301231105,0.513173535,0.565722061,0.5,0.532861031,0.6217,0.6677,0.6235,7.40%,0.29%
116,CELRBTC,-0.191761325,0.432425241,100,44,56,1.090274781,-0.141778329,-1.23205311,75,75,4.26E-14,60.08091609,-0.527041301,2.346306542,0.492093775,0.357037311,0.5975628,0.696890491,0.490562808,0.462994012,0.516190199,0.560411257,0.5,0.530205629,4.20E-07,4.30E-07,4.30E-07,2.38%,2.38%
171,DOGEUSDT,1.087072513,0.848696373,92,0,92,1.787222395,2.054085802,0.266863407,66.75849403,72.72727273,-5.968778696,57.93479264,0.594211912,2.346306542,0.454852069,0.462994012,0.364992447,0.479073082,0.501839538,0.632940406,0.482781926,0.551415546,0.5,0.525707773,0.08309,0.2028,0.15952,144.07%,91.98%
35,ALTBTC,7.373191373,403.4032716,,,,,,,74.72527473,77.63990639,-2.914631665,61.07564887,-0.384824131,7.042765547,0.5,0.5,0.5,0.558406429,0.455897785,0.5,0.502384036,0.549282469,0.5,0.524641235,8.15E-06,8.94E-06,8.77E-06,9.69%,7.61%
7,ACHBTC,-0.119847057,-0.159485085,24,76,-52,0.142283023,-0.61727939,-0.759562412,66.66666667,61.11111111,5.555555556,47.83953508,-0.572651031,2.346306542,0.434894185,0.406891804,0.441272148,0.579740571,0.504068532,0.632940406,0.499967941,0.627308342,0.4,0.513654171,4.10E-07,4.10E-07,4.10E-07,0.00%,0.00%
24,ALCXUSDT,1.115949474,0.21730889,88,0,88,1.331178506,2.480361284,1.149182778,70.39586919,75.28385511,-4.887985915,55.25347973,0.559259073,2.346306542,0.454281446,0.364992447,0.249027338,0.585205867,0.539526139,0.77521556,0.494708133,0.724355375,0.3,0.512177687,26.71,35.45,33.26,32.72%,24.52%
329,LTCBTC,-0.788467276,0.267588162,0,88,-88,-0.54434696,-2.491193499,-1.946846539,12.86764706,10.44983464,2.417812422,26.25526197,-0.829982915,2.346306542,0.47723158,0.514385261,0.524923778,0.574908358,0.610530305,0.5,0.533663214,0.623064405,0.4,0.511532203,0.001356,0.001371,0.001364,1.11%,0.59%
29,ALPACABTC,-0.092374536,0.449295298,4,88,-84,0.070058599,-1.51290809,-1.58296669,53.84615385,49.61538462,4.230769231,42.57872281,-0.5885996,2.346306542,0.448498624,0.450738356,0.455404378,0.392699939,0.477796686,0.77521556,0.500058924,0.618217221,0.4,0.509108611,3.73E-06,3.78E-06,3.76E-06,1.34%,0.80%
368,NEARUSDT,1.37339885,-0.283118107,96,0,96,1.543224797,2.289236169,0.746011372,69.53727506,79.67012204,-10.13284698,55.47189279,0.723970114,2.346306542,0.5130909,0.551907264,0.314987575,0.364992447,0.549443009,0.632940406,0.4878936,0.517977312,0.5,0.508988656,3.288,5.942,5.386,80.72%,63.81%
258,HIFIUSDT,-0.135912405,-0.234805658,76,0,76,0.41618984,0.220517379,-0.195672461,50.30508475,56.13559322,-5.830508475,53.38852234,0.439248267,2.346306542,0.437672787,0.428351355,0.471628118,0.632940406,0.56296633,0.534790427,0.511391571,0.61698517,0.4,0.508492585,0.6144,0.7862,0.7741,27.96%,25.99%
248,GRTBTC,1.57089721,-0.66598605,100,64,36,1.771780722,0.588086815,-1.183693907,71.96261682,81.35881265,-9.396195831,66.71475167,-0.29913578,2.346306542,0.6125018,0.401406153,0.312136675,0.496309134,0.408193433,0.632940406,0.477247933,0.514813492,0.5,0.507406746,4.39E-06,4.39E-06,4.15E-06,0.00%,-5.47%
570,WAVESUSDT,1.094644321,0.892686183,100,52,48,1.754076583,-0.116142164,-1.870218747,71.13402062,84.64587719,-13.51185657,52.65712543,0.541831168,2.346306542,0.445890727,0.301231105,0.256434067,0.301231105,0.545752839,1,0.475089974,0.61134552,0.4,0.50567276,2.27,3.58,3.41,57.71%,50.22%
452,RENBTC,-0.06385056,0.403439078,88,76,12,0.232441811,-0.500160895,-0.732602707,62.5,58.33333333,4.166666667,49.91319835,-0.612141013,2.346306542,0.43981704,0.41353303,0.473900618,0.544166406,0.523087259,0.632940406,0.504574126,0.605944599,0.4,0.502972299,1.27E-06,1.29E-06,1.28E-06,1.57%,0.79%
342,MATICBTC,-0.171082714,0.511057038,28,88,-60,0.160502444,-0.709617367,-0.870119811,62.77056277,58.2972583,4.473304473,50.2236569,-0.545494176,2.346306542,0.469366124,0.425931631,0.429603289,0.534790427,0.527064534,0.632940406,0.503282735,0.60561621,0.4,0.502808105,1.79E-05,1.83E-05,1.83E-05,1.90%,1.84%
411,PERPBTC,-0.644655334,0.02644111,0,76,-76,0.152600398,-3.067141435,-3.219741833,43.45047923,38.15410495,5.296374286,41.67746888,-0.121088109,2.346306542,0.490227287,0.450887546,0.431744731,0.433870153,0.462994012,0.632940406,0.483777356,0.498407577,0.5,0.499203788,2.32E-05,2.37E-05,2.37E-05,2.02%,2.02%
366,NBTUSDT,-0.034083746,-0.114106391,0,44,-44,-0.180279695,-0.823001282,-0.642721587,57.89473684,62.63157895,-4.736842105,39.10054544,-0.615136978,2.346306542,0.432301316,0.427345529,0.513311302,0.525732072,0.506406665,0.462994012,0.478015149,0.395998822,0.6,0.497999411,0,0,0,#DIV/0!,#DIV/0!
71,AXSUSDT,1.173902223,0.89255598,96,0,96,1.711972205,1.692354481,-0.019617724,77.41935484,83.76572867,-6.346373827,59.18818854,0.219468245,2.346306542,0.44462728,0.160788554,0.256434067,0.408193433,0.497372169,1,0.461235917,0.590475527,0.4,0.495237763,7.88,11.349,10.827,44.02%,37.40%
162,DEXEUSDT,1.266070271,0.499767814,96,0,96,1.818056609,-0.800483393,-2.618540002,64.96124031,74.83493718,-9.873696872,53.69950665,0.681175332,2.346306542,0.579740571,0.462994012,0.408193433,0.392699939,0.555620308,0.534790427,0.489006448,0.386529135,0.6,0.493264568,3.161,11.851,11.851,274.91%,274.91%
66,AVAXBTC,-0.024683558,-0.184122313,40,4,36,-0.407586116,-1.017647951,-0.610061835,21.05778648,13.84895483,7.208831649,44.43774399,0.575484424,2.346306542,0.417571376,0.440467019,0.541246661,0.355584171,0.487085801,0.77521556,0.502861765,0.578865448,0.4,0.489432724,0.0007612,0.0007785,0.0007783,2.27%,2.25%
164,DGBBTC,-0.205951824,0.180007042,0,76,-76,0.323493385,-1.552935347,-1.876428732,66.66666667,55.55555556,11.11111111,46.57402977,-0.691217123,2.346306542,0.48909008,0.460997573,0.491754678,0.147074488,0.49702441,0.873376257,0.493219581,0.478543456,0.5,0.489271728,1.60E-07,1.70E-07,1.70E-07,6.25%,6.25%
55,ASTRUSDT,-0.13823575,-0.416948698,84,0,84,-2.020662103,1.427433129,3.448095233,5.519480519,15.05843829,-9.538957774,43.03630838,0.760775666,2.346306542,0.440141651,0.579740571,0.546905946,0.45196191,0.480849589,0.563940484,0.510590025,0.578277514,0.4,0.489138757,0.1663,0.1767,0.1557,6.25%,-6.37%
76,BANDBTC,0.000806189,0.288534044,44,84,-40,-0.167264948,-0.554631124,-0.387366177,38.95027624,32.29595368,6.654322561,50.27441054,-0.466535663,2.346306542,0.422633182,0.411944066,0.507725961,0.521317002,0.529480063,0.364992447,0.45968212,0.275127907,0.7,0.487563953,3.95E-05,4.06E-05,4.03E-05,2.86%,1.95%
474,SANTOSBTC,2.042269119,-0.122223245,96,84,12,1.070276708,1.221084088,0.150807381,57.76116809,58.80207269,-1.040904602,68.02246405,-0.647664997,2.346306542,0.277033321,0.430006038,0.579740571,0.632940406,0.392699939,0.632940406,0.490893447,0.6692065,0.3,0.48460325,0.00011298,0.00011997,0.0001185,6.19%,4.89%
355,MINAUSDT,1.36917309,-0.629238504,88,0,88,1.187821715,5.76473493,4.576913215,51.67616876,61.2390726,-9.562903839,56.95818188,0.710246947,2.346306542,0.554638356,0.392699939,0.45686059,0.364992447,0.514526906,0.77521556,0.5098223,0.567715566,0.4,0.483857783,1.3504,1.4276,1.3494,5.72%,-0.07%
223,FORTHUSDT,3.012396465,0.786266666,96,0,96,2.575318211,2.756096122,0.180777911,47.34001542,61.24563857,-13.90562315,69.68315187,0.264402171,2.346306542,0.408193433,0.632940406,0.238686176,0.330060616,0.355584171,0.721178958,0.44777396,0.564909338,0.4,0.482454669,3.774,4.738,4.7,25.54%,24.54%
453,RENUSDT,1.394101267,0.908052467,92,0,92,1.435870105,2.255330662,0.819460557,71.52509653,77.85979257,-6.334696041,62.76931484,-0.253961612,2.346306542,0.489267996,0.542437307,0.201497594,0.408193433,0.424262643,0.77521556,0.473479089,0.662032949,0.3,0.481016475,0.065456,0.095867,0.09322,46.46%,42.42%
44,APTBTC,-0.464181922,0.083897577,40,84,-44,-0.132151952,-1.492307474,-1.360155522,21.30462725,19.95847959,1.346147661,41.02685818,-0.51911916,2.346306542,0.444249641,0.468649463,0.495760321,0.639113903,0.471131452,0.462994012,0.496983132,0.559779412,0.4,0.479889706,0.00018571,0.00018916,0.00018714,1.86%,0.77%
150,CYBERUSDT,0.211538746,-0.39620607,88,0,88,1.374632263,2.737743997,1.363111733,67.54385965,72.20597791,-4.662118259,59.67744693,0.71654383,3.095325796,0.444398332,0.534790427,0.248230695,0.534790427,0.497866717,0.462994012,0.453845102,0.452515418,0.5,0.476257709,8.219,11.51,11.468,40.04%,39.53%
246,GMXBTC,-0.365827944,0.230796011,8,84,-76,-0.077848986,-2.599090543,-2.521241557,19.59798995,15.57788945,4.020100503,30.28731554,-0.643086109,2.346306542,0.521692529,0.45144967,0.473349973,0.45686059,0.495760321,0.632940406,0.505342248,0.552451369,0.4,0.476225685,0.000861,0.000871,0.000871,1.16%,1.16%
421,POLYXBTC,-0.283919132,0.670621403,8,84,-76,0.496460602,-1.08998771,-1.586448312,62.06896552,67.11910002,-5.050134507,49.72472478,-0.376223108,2.346306542,0.507725961,0.412923187,0.457871517,0.401406153,0.521054455,0.632940406,0.488986947,0.448928198,0.5,0.474464099,3.62E-06,3.67E-06,3.62E-06,1.38%,0.00%
196,ETHDOWNUSDT,-0.181597386,-0.988243068,0,92,-92,-0.467314537,-1.834907873,-1.367593336,14.57286432,10.8040201,3.768844221,25.76292384,-0.868087501,2.346306542,0.478686476,0.539713563,0.527718421,0.4727584,0.623405942,0.5,0.5237138,0.532162634,0.4,0.466081317,0,0,0,#DIV/0!,#DIV/0!
13,ADXUSDT,2.048327901,1.769176427,96,0,96,2.218882544,3.745619611,1.526737067,58.16326531,70.9794506,-12.8161853,62.50972672,0.39754255,2.346306542,0.301231105,0.256434067,0.508505787,0.408193433,0.429106816,0.873376257,0.462807911,0.530584622,0.4,0.465292311,0.1947,0.2462,0.2383,26.45%,22.39%
605,ZRXUSDT,0.06046235,0.656963091,16,0,16,0.9098837,0.373064326,-0.536819374,74.79338843,83.66513234,-8.871743906,55.48160909,0.759033077,2.346306542,0.434039734,0.485238293,0.346648733,0.508505787,0.552808845,0.563940484,0.481863646,0.529446261,0.4,0.464723131,0.3405,0.5652,0.5145,65.99%,51.10%
451,REIUSDT,1.952908287,-0.517036154,92,0,92,2.906068102,4.147772977,1.241704875,64.57883369,67.09863211,-2.519798416,63.56152282,0.353764498,2.346306542,0.135515984,0.77521556,0,0.589652858,0.360503768,0.721178958,0.430344522,0.829347838,0.1,0.464673919,0.03295,0.04764,0.04691,44.58%,42.37%
312,LDOBTC,-0.597798691,-0.244583162,20,76,-56,-0.132475635,-2.324993031,-2.192517396,12.07430341,15.22187822,-3.147574819,39.26130988,-0.384193188,2.346306542,0.508505787,0.496309134,0.493830021,0.562025823,0.501087664,0.462994012,0.504125407,0.518500472,0.4,0.459250236,6.02E-05,6.10E-05,6.07E-05,1.25%,0.85%
545,UNFIUSDT,0.680248022,0.375186489,96,0,96,1.036698187,0.726990902,-0.309707284,64.98127341,77.05924695,-12.07797355,59.47129867,0.391141065,2.346306542,0.523200062,0.398754023,0.619166408,0.197648262,0.493017593,0.873376257,0.517527101,0.514144715,0.4,0.457072357,6.618,8.713,8.249,31.66%,24.64%
589,XRPBTC,-0.374321346,0.135167887,0,84,-84,0.076539746,-3.278031217,-3.354570962,28.88888889,26.65157773,2.237311163,32.39325642,-0.617565259,2.346306542,0.510554232,0.445890727,0.450136253,0.516975469,0.503206012,0.462994012,0.481626118,0.408068404,0.5,0.454034202,1.07E-05,1.08E-05,1.08E-05,1.03%,0.94%
497,STGUSDT,2.008030619,0.330235393,96,0,96,1.093338519,2.004914897,0.911576378,80.91822095,84.46636782,-3.548146872,61.95470714,-0.297310282,2.346306542,0.223235939,0.462994012,0.58300743,0.462994012,0.446729836,0.632940406,0.468650272,0.506321444,0.4,0.453160722,0.6351,0.7451,0.7336,17.32%,15.51%
445,RAREBTC,-0.156597225,-0.363758527,16,88,-72,0.139820431,-0.791923411,-0.931743842,29.6875,27.08333333,2.604166667,48.95829406,-0.383115225,2.346306542,0.450755114,0.411638427,0.439398072,0.551907264,0.519304191,0.462994012,0.47266618,0.403864934,0.5,0.451932467,2.35E-06,2.39E-06,2.39E-06,1.70%,1.70%
404,PAXGBTC,-1.652797342,0.121150368,0,88,-88,-1.018662201,-4.503614318,-3.484952117,8.374875374,6.856665775,1.518209599,22.95901626,-0.979444864,2.346306542,0.727141972,0.355584171,0.619937324,0.692227806,0.681587118,0.5,0.596079732,0.703236543,0.2,0.451618272,0.03858,0.03871,0.03847,0.34%,-0.29%
319,LITBTC,1.11581947,0.943607579,96,84,12,0.949119756,0.269985391,-0.679134365,77.11538462,73.75641026,3.358974359,66.9469409,-0.557098895,2.346306542,0.454281446,0.41564746,0.406103565,0.667966629,0.400893391,0.632940406,0.496305483,0.701187545,0.2,0.450593773,2.12E-05,2.19E-05,2.14E-05,3.20%,0.61%
51,ARPAUSDT,0.720007009,1.046387705,92,52,40,1.294655021,0.350245644,-0.944409377,66.4021164,63.31569665,3.086419753,61.02972808,0.48781368,2.346306542,0.54536157,0.376373397,0.291957874,0.599108335,0.457573722,0.462994012,0.455561485,0.400924055,0.5,0.450462027,0.06441,0.07934,0.07414,23.18%,15.11%
130,COMBOUSDT,0.574652374,-0.640183794,92,0,92,1.270556193,1.381768071,0.111211878,76.11940299,80.09950249,-3.980099502,64.35326503,0.200503427,3.013247732,0.536726009,0.424959695,0.2969088,0.364992447,0.376718885,0.83800578,0.473051936,0.596931781,0.3,0.44846589,0.805,1.1939,1.0698,48.31%,32.89%
487,SNTBTC,-0.755960976,0.221346899,12,84,-72,-0.142089282,-4.054992747,-3.912903465,35.71428571,23.01587302,12.6984127,38.47525236,0.093285744,2.346306542,0.488591738,0.432438479,0.488831143,0.277033321,0.499999171,0.696890491,0.480630724,0.393944698,0.5,0.446972349,7.90E-07,8.10E-07,8.10E-07,2.53%,2.53%
119,CFXUSDT,0.201677493,-0.325138857,24,0,24,0.171879143,2.305169194,2.133290052,66.10486891,75.71375496,-9.608886048,58.00698929,-0.119755128,2.346306542,0.446308117,0.642004011,0.429603289,0.277033321,0.494676343,0.632940406,0.487094248,0.493055492,0.4,0.446527746,0.2306,0.3597,0.3597,55.98%,55.98%
5,ACEBTC,2.397547036,-18.55492423,8,64,-56,0.859792067,-2.595873212,-3.455665279,48.95474385,46.94080711,2.013936749,47.53871064,-0.286842426,5.989583982,0.11710893,0.394840894,0.316300726,0.696890491,0.506341752,0.5,0.421913799,0.490518485,0.4,0.445259243,0.00019507,0.0002079,0.00019778,6.58%,1.39%
347,MBOXBTC,-0.256781583,-0.25372291,84,64,20,0.292202024,-0.727577851,-1.019779875,32.63888889,29.86111111,2.777777778,47.28266536,-0.628473513,2.346306542,0.506341752,0.406009079,0.465571483,0.530870333,0.504689603,0.462994012,0.47941271,0.389520452,0.5,0.444760226,6.60E-06,6.60E-06,6.55E-06,0.00%,-0.76%
305,KNCBTC,-0.231123227,-1.248437528,4,88,-84,0.129879188,-1.890848626,-2.020727813,42.68292683,28.75033398,13.93259285,37.4748394,-0.745354132,2.346306542,0.488686207,0.505400768,0.441777672,0,0.498301116,1,0.489027627,0.488376046,0.4,0.444188023,1.25E-05,1.28E-05,1.28E-05,2.56%,2.56%
583,XECUSDT,1.871496269,-0.42471074,68,0,68,1.643473331,2.192718869,0.549245538,64.94156928,79.46577629,-14.52420701,52.48969289,0.526825461,2.346306542,0.18361725,0.408193433,0.209664298,0.256434067,0.543664745,1,0.433595632,0.585508643,0.3,0.442754321,3.31E-05,8.13E-05,6.24E-05,145.71%,88.58%
437,QNTBTC,-0.627676013,-0.155700903,0,84,-84,-0.059788239,-3.511762925,-3.451974686,22.70408163,20.37180966,2.332271975,30.7662948,-0.799975347,2.346306542,0.491095451,0.418973934,0.465692715,0.647341181,0.521317002,0.5,0.50740338,0.584935641,0.3,0.44246782,0.002076,0.002105,0.002105,1.40%,1.40%
317,LINKBTC,-2.788157861,0.307924013,48,8,40,-1.84518302,1.929325499,3.774508518,19.23963134,14.90015361,4.339477727,49.95062166,0.740592311,2.346306542,0.364992447,0.489267996,0.715925926,0.47576854,0.525115623,0.508505787,0.51326272,0.482498302,0.4,0.441249151,0.000385,0.000389,0.0003872,1.04%,0.57%
60,ATOMBTC,-0.332436364,-1.460996231,8,92,-84,-0.03982247,-1.959628666,-1.919806196,28.51405622,19.81258367,8.701472557,37.67881248,-0.645826527,2.346306542,0.508505787,0.525732072,0.464715079,0.256434067,0.497822708,0.632940406,0.48102502,0.381919557,0.5,0.440959778,0.000199,0.0002012,0.0002009,1.11%,0.95%
203,FETBTC,2.81452947,1.165836414,100,48,52,2.554022332,0.164380223,-2.389642109,82.24299065,84.98446612,-2.741475463,64.4770853,0.375661657,2.346306542,0.632940406,0.5,0.238686176,0.392699939,0.39100382,0.721178958,0.479418217,0.577211053,0.3,0.438605526,1.56E-05,1.61E-05,1.55E-05,3.33%,-0.45%
354,MINABTC,-0.06120983,-0.595515153,84,8,76,-0.343097875,0.130075031,0.473172906,29.83193277,23.17927171,6.652661064,48.41674471,0.138034768,2.346306542,0.43855466,0.457326617,0.533068285,0.147074488,0.509241933,0.873376257,0.49310704,0.474645063,0.4,0.437322531,2.62E-05,2.70E-05,2.69E-05,3.17%,2.91%
222,FORTHBTC,-0.222742639,0.11490196,4,84,-80,0.517142671,-1.439532415,-1.956675086,43.25581395,38.91472868,4.341085271,52.64487888,-0.65484421,2.346306542,0.493721139,0.407122598,0.433437381,0.512101429,0.544464706,0.632940406,0.50396461,0.573003023,0.3,0.436501511,7.33E-05,7.41E-05,7.33E-05,1.09%,0.00%
257,HFTUSDT,0.79005743,-0.362353343,92,52,40,1.06347575,1.166285344,0.102809593,72.30769231,79.74358974,-7.435897436,60.11346199,-0.410386029,2.346306542,0.529657062,0.478096402,0.571986293,0.534790427,0.490562808,0.364992447,0.49501424,0.371521398,0.5,0.435760699,0.3571,0.5236,0.4957,46.63%,38.81%
190,EOSBTC,-0.093040681,0.170433622,4,84,-80,-0.08238182,-1.378570421,-1.296188601,23.86831276,17.08040179,6.78791097,36.25495921,-0.643398021,2.346306542,0.451863131,0.45765137,0.476460439,0.4727584,0.528847793,0.632940406,0.503420257,0.569484337,0.3,0.434742169,1.48E-05,1.51E-05,1.50E-05,1.95%,1.28%
160,DEGOUSDT,1.226639352,0.245794213,96,0,96,1.101673813,0.909186021,-0.192487792,64.14141414,69.64884586,-5.507431719,60.97261939,0.416298343,2.346306542,0.534790427,0.486023191,0.584494884,0.350168472,0.452278874,0.534790427,0.490424379,0.358515256,0.5,0.429257628,2.373,3.105,2.747,30.85%,15.76%
247,GMXUSDT,-0.025564972,0.479183083,96,0,96,0.655721952,-1.186282357,-1.842004308,61.85770751,68.45178916,-6.594081654,48.57881708,-0.219988814,2.346306542,0.416536822,0.396197186,0.393486005,0.534790427,0.508006423,0.462994012,0.452001813,0.350057346,0.5,0.425028673,44.13,59.06,57.27,33.83%,29.78%
591,XTZBTC,-0.361733996,0.003688445,40,92,-52,-0.315838035,-1.822935698,-1.507097663,19.29824561,14.80729028,4.49095533,34.09970273,-0.617166655,2.346306542,0.521692529,0.527571855,0.54736522,0.462994012,0.499449374,0.462994012,0.503677833,0.444863136,0.4,0.422431568,2.06E-05,2.09E-05,2.08E-05,1.36%,0.87%
252,HARDBTC,-0.32946215,-0.74134092,20,76,-56,0.228139965,-2.480567563,-2.708707528,15.2173913,17.39130435,-2.173913043,36.64879378,-0.399823522,2.346306542,0.516975469,0.462994012,0.473795325,0.616769606,0.53589845,0.364992447,0.495237552,0.440391767,0.4,0.420195884,3.70E-06,3.72E-06,3.66E-06,0.54%,-1.08%
262,HIVEUSDT,1.077986102,1.062773522,88,0,88,1.458618957,0.293004517,-1.16561444,71.03960396,77.14521452,-6.105610561,55.0725186,-0.11890204,2.346306542,0.462994012,0.350168472,0.261291249,0.489267996,0.541004763,0.534790427,0.439919487,0.331924911,0.5,0.415962456,0.3224,0.4398,0.4355,36.41%,35.08%
106,BSWUSDT,1.38020609,-0.594972197,96,0,96,1.840214945,3.147126162,1.306911217,57.6146789,68.37525895,-10.76058005,67.2967734,-0.27433264,2.346306542,0.489267996,0.579740571,0.441443312,0.277033321,0.426360693,0.632940406,0.474464383,0.427649047,0.4,0.413824524,0.1207,0.1491,0.1482,23.53%,22.78%
357,MKRUSDT,1.26750816,0.557253883,8,0,8,0.29390543,2.668673234,2.374767804,76.92307692,79.18552036,-2.262443439,60.96861798,0.781668707,2.346306542,0.579740571,0.550306042,0.46426602,0.443162279,0.452278874,0.462994012,0.492124633,0.426887777,0.4,0.413443889,2140,2243,2117,4.81%,-1.07%
535,TRXBTC,-1.890799341,0.652554007,52,88,-36,-1.02841597,-1.139741705,-0.111325735,30,26.66666667,3.333333333,50.18610959,-0.378472086,2.346306542,0.462994012,0.420640318,0.619937324,0.522009182,0.522513741,0.632940406,0.530172497,0.622976607,0.2,0.411488304,2.63E-06,2.64E-06,2.62E-06,0.38%,-0.38%
558,VICBTC,-0.4504501,-6.422321871,0,88,-88,0.465625496,-3.622277474,-4.08790297,47.61904762,37.60683761,10.01221001,43.69094013,-0.683308032,5.542864557,0.44612284,0.418090583,0.478867769,0.301231105,0.486563775,0.632940406,0.46063608,0.321323364,0.5,0.410661682,1.52E-05,1.55E-05,1.55E-05,2.31%,2.05%
486,SLPUSDT,2.866677592,-0.339150971,92,0,92,3.593406254,7.565705554,3.9722993,67.48511905,74.42956349,-6.944444444,68.78947365,0.563491306,2.346306542,0.496309134,0.5,0,0.439398072,0.401406153,0.77521556,0.435388153,0.613648929,0.2,0.406824465,0.003702,0.008015,0.006245,116.50%,68.69%
74,BALBTC,-0.083738467,0.261748594,0,84,-84,0.108974715,-1.379952947,-1.488927662,37.93103448,26.38453501,11.54649948,36.67920457,-0.695239381,2.346306542,0.446811965,0.458596351,0.427726398,0.103104331,0.53589845,0.873376257,0.474252292,0.410459898,0.4,0.405229949,7.79E-05,7.94E-05,7.94E-05,1.93%,1.93%
450,REEFUSDT,1.062944315,0.672385761,100,0,100,1.7239932,1.527369096,-0.196624105,61.51142355,83.565572,-22.05414845,62.71075303,-0.246395279,2.346306542,0.478096402,0.277033321,0.266335986,0.5,0.429106816,0.83800578,0.464763051,0.607743603,0.2,0.403871802,0.001737,0.002971,0.002869,71.04%,65.17%
