,market,last_slope,last_slope_adi,aroon_up,aroon_down,aroon_diff,macd_diff,macd_line,macd_signal,stochastic,stochastic_signal,delta_stochastic,rsi_val,coef_corr,last_slope_btc,prob_last_slope,prob_macd,prob_macd_diff,prob_stochastic,prob_rsi,prob_corr_btc,avg prob,logreg,rf,avg,init_price,max_price,cur_price,% to max,% to last
269,ICXUSDT,0.570943487,0.836813681,96,0,96,1.226953468,0.676357657,-0.550595811,83.13609467,84.43308828,-1.296993605,59.17549175,0.260598061,2.346306542,0.551907264,0.470424027,0.394461383,0.433870153,0.497372169,0.721178958,0.511535659,0.637867331,0.8,0.718933665,0.2401,0.3427,0.3303,42.73%,37.57%
413,PHABTC,-0.102604921,0.909029639,84,76,8,0.584333589,-0.501383975,-1.085717565,57.14285714,51.78571429,5.357142857,55.20760789,-0.692331841,2.346306542,0.450658732,0.407451487,0.377419481,0.556359057,0.542630077,0.873376257,0.534649182,0.829494785,0.6,0.714747392,2.51E-06,2.51E-06,2.46E-06,0.00%,-1.99%
62,AUCTIONBTC,0.040475643,0.136131524,20,28,-8,0.338410743,0.488165875,0.149755132,56.39810427,57.63935906,-1.241254796,52.9934548,0.792503283,2.346306542,0.4251701,0.468020609,0.509937968,0.671880431,0.555651374,0.462994012,0.515609082,0.618134984,0.8,0.709067492,0.0006089,0.0006156,0.0006156,1.10%,1.10%
550,UTKBTC,-0.036046706,0.312493639,20,84,-64,-0.223202888,-0.908328872,-0.685125984,20.93023256,19.47674419,1.453488372,44.5917189,-0.598655742,2.346306542,0.432957993,0.430619665,0.546503316,0.607457755,0.481260705,0.77521556,0.545669166,0.81795058,0.6,0.70897529,1.65E-06,1.67E-06,1.66E-06,1.21%,0.61%
163,DFUSDT,0.926936909,0.931333324,96,0,96,0.882023436,1.847746237,0.965722801,52.66106443,71.43271172,-18.77164729,59.05009241,-0.214746946,2.346306542,0.579740571,0.462994012,0.337757106,0.462994012,0.502856619,0.77521556,0.520259647,0.715905567,0.7,0.707952783,0.04339,0.0548,0.05351,26.30%,23.32%
23,ALCXBTC,-0.390212533,-0.253706102,20,92,-72,-0.012254284,-2.084607084,-2.0723528,19.03827282,15.66895649,3.369316323,43.77579705,-0.272045234,2.346306542,0.478886217,0.523200062,0.466355565,0.560001869,0.485394458,0.632940406,0.524463096,0.715781557,0.7,0.707890779,0.0005194,0.0005205,0.0005178,0.21%,-0.31%
134,COSUSDT,1.581791913,0.270693911,24,60,-36,1.747172097,-5.904606391,-7.651778488,77.02702703,78.37837838,-1.351351351,41.67831672,0.555345933,2.346306542,0.632940406,0.364992447,0.24724203,0.443162279,0.462994012,1,0.525221862,0.813268427,0.6,0.706634213,0.00661,0.00848,0.008133,28.29%,23.04%
266,ICPBTC,-1.169042324,-0.548180476,40,92,-52,-1.059834956,-2.229765235,-1.169930279,26.18629174,13.43231732,12.75397442,46.34416548,0.391470296,2.346306542,0.557858991,0.583513294,0.64650065,0.209664298,0.500348495,0.873376257,0.561876997,0.710788173,0.7,0.705394087,0.0002569,0.0002645,0.000264,2.96%,2.76%
202,FDUSDUSDT,0.484110488,-0.826131923,72,4,68,-3.615551753,1.997069171,5.612620924,7.575757576,14.85401965,-7.278262073,44.51615131,0.153549266,3.006984593,0.600921594,0.534790427,0.873376257,0.511017408,0.477309653,0.563940484,0.593559304,0.704500826,0.7,0.702250413,0.9994,1.0041,1.002,0.47%,0.26%
260,HIGHUSDT,0.004836347,1.169506333,96,52,44,0.884171882,0.726308471,-0.157863411,70.50561798,84.33981777,-13.83419979,56.00954125,-0.158636315,2.346306542,0.428914615,0.421115908,0.334635835,0.462994012,0.544166406,0.721178958,0.485500956,0.596145081,0.8,0.698072541,1.614,2.256,2.135,39.78%,32.28%
188,ENSBTC,0.026159602,-0.289418412,56,44,12,-1.178749289,0.456849845,1.635599134,6.490384615,13.00595238,-6.515567766,46.48571224,-0.244841288,2.346306542,0.423575757,0.525732072,0.585896282,0.57651012,0.491818121,0.83800578,0.573589689,0.887501055,0.5,0.693750528,0.0004278,0.0004278,0.0004243,0.00%,-0.82%
359,MLNUSDT,0.725667323,0.141259868,16,32,-16,0.917644927,0.675289676,-0.242355251,62.27272727,68.93863446,-6.665907192,53.50181634,-0.157359931,2.346306542,0.54536157,0.41363323,0.350168472,0.518703376,0.565554459,0.721178958,0.519100011,0.686238247,0.7,0.693119124,18.18,24.27,24.27,33.50%,33.50%
195,ETCUSDT,0.949009322,0.51381469,92,0,92,0.455118419,4.486665823,4.031547404,64.55331412,74.25552354,-9.702209414,56.34869419,0.671388301,2.346306542,0.581696278,0.654790133,0.470896329,0.408193433,0.521888671,0.721178958,0.559773967,0.783020491,0.6,0.691510246,25.85,38.95,38.64,50.68%,49.48%
581,WRXUSDT,2.059409366,0.280503923,76,48,28,2.434085128,3.37401293,0.939927803,73.63304982,59.29526124,14.33778858,67.87141739,0.572463749,2.346306542,0.314987575,0.77521556,0.330060616,0.256434067,0.40384798,0.77521556,0.475960227,0.681880478,0.7,0.690940239,0.2503,0.3546,0.3318,41.67%,32.56%
367,NEARBTC,-0.254425245,0.02709797,24,92,-68,0.5032156,-1.984352131,-2.48756773,59.51742627,39.81233244,19.70509383,48.02910086,0.12845746,2.346306542,0.500250294,0.457008252,0.462994012,0.301231105,0.508262072,0.896068978,0.520969119,0.678606078,0.7,0.689303039,6.36E-05,6.62E-05,6.59E-05,4.04%,3.55%
184,ELFBTC,-0.77327726,-0.514228136,4,88,-84,-0.320439429,-3.374632251,-3.054192822,22.76785714,22.61904762,0.148809524,41.52883172,0.451339389,2.346306542,0.496309134,0.480800405,0.550601863,0.632940406,0.46227654,0.534790427,0.526286463,0.667671445,0.7,0.683835722,1.22E-05,1.22E-05,1.21E-05,0.00%,-0.74%
156,DATAUSDT,2.741403959,0.910240577,92,0,92,2.713613256,8.30448777,5.590874515,52.8833967,55.96808859,-3.084691884,69.67939841,0.637681128,2.346306542,0.667966629,0.462994012,0.683087144,0.758173011,0.355584171,0.632940406,0.593457562,0.867401284,0.5,0.683700642,0.06263,0.08071,0.07961,28.87%,27.11%
8,ACHUSDT,0.678699671,-0.389140026,96,0,96,1.092905819,1.560666083,0.467760264,69.52191235,79.15786191,-9.635949563,61.28844419,-0.238415341,2.346306542,0.534790427,0.40384798,0.58300743,0.364992447,0.470208433,0.83800578,0.532475416,0.659826202,0.7,0.679913101,0.02083,0.03527,0.03416,69.32%,63.99%
503,STRAXBTC,-0.654389898,0.317975461,16,88,-72,0.827811492,-2.920394422,-3.748205913,53.33333333,55.34391534,-2.010582011,46.04104664,0.413571625,2.346306542,0.488772695,0.330060616,0.269070156,0.731919727,0.474269146,0.696890491,0.498497139,0.756607644,0.6,0.678303822,1.95E-05,1.99E-05,1.97E-05,2.11%,1.44%
552,VANRYBTC,4.519153786,206.6524493,100,80,20,3.561721589,-1.578949757,-5.140671346,75,65.625,9.375,64.32084935,-0.510852403,5.988766364,0.5,0.5,0,0.489267996,0.374313703,1,0.477263617,0.854276742,0.5,0.677138371,1.51E-06,1.51E-06,1.49E-06,0.00%,-1.32%
470,RVNBTC,-0.187316053,-0.180959709,64,76,-12,0.134223069,-0.980646596,-1.114869665,22.22222222,18.51851852,3.703703704,46.13999249,-0.645117734,2.346306542,0.489918333,0.430315732,0.445351332,0.576016321,0.481064025,0.632940406,0.509267691,0.651933754,0.7,0.675966877,4.10E-07,4.20E-07,4.10E-07,2.44%,0.00%
468,RUNEBTC,0.117294377,0.354818467,92,0,92,0.266352509,0.054365398,-0.211987111,35.7837181,41.19076549,-5.407047388,49.06073301,0.753572713,2.346306542,0.40955255,0.402242193,0.454193333,0.672432026,0.525477769,0.563940484,0.504639726,0.650556731,0.7,0.675278366,0.00010563,0.0001064,0.00010604,0.73%,0.39%
370,NEOUSDT,1.419522133,0.721623721,92,0,92,2.43381379,3.680205831,1.246392041,63.31168831,73.37662338,-10.06493506,59.64182942,0.53659913,2.346306542,0.518703376,0.77521556,0.330060616,0.392699939,0.500137626,1,0.586136186,0.9438182,0.4,0.6719091,12.72,18.77,17.69,47.56%,39.07%
107,BTCDOWNUSDT,-0.07553511,0.004026546,0,92,-92,-0.342460573,-1.443691348,-1.101230775,6.046065259,4.670505438,1.375559821,19.65263493,-0.891791134,2.346306542,0.445122358,0.44719491,0.530461032,0.728847563,0.70882672,0.5,0.560075431,0.742963328,0.6,0.671481664,0,0,0,#DIV/0!,#DIV/0!
4,ACAUSDT,1.645005676,-0.355234286,76,8,68,0.955037991,5.015574786,4.060536795,50,57.40359813,-7.403598132,55.29227748,0.271400601,2.346306542,0.518703376,0.408193433,0.414594116,0.481461714,0.54321404,0.721178958,0.514557606,0.642790879,0.7,0.671395439,0.1126,0.1544,0.1324,37.12%,17.58%
208,FILUSDT,1.557935705,0.508954976,100,0,100,1.964002695,2.040504129,0.076501435,76.55844156,84.03637461,-7.477933048,65.71433602,0.273262482,2.346306542,0.6125018,0.392699939,0.301231105,0.508505787,0.436222138,0.721178958,0.495389955,0.630496789,0.7,0.665248394,6.172,10.836,10.208,75.57%,65.39%
64,AUDIOBTC,-0.080501759,1.253211449,96,84,12,0.77376334,-0.364453582,-1.138216922,52.4822695,53.18492251,-0.702653008,60.13839883,-0.59950596,2.346306542,0.449101713,0.427023187,0.347250528,0.649981986,0.487640196,0.77521556,0.522702195,0.8236903,0.5,0.66184515,4.71E-06,4.86E-06,4.61E-06,3.18%,-2.12%
444,RADUSDT,0.531241103,0.455373769,0,36,-36,0.536185523,1.030314526,0.494129003,69.82758621,81.35613263,-11.52854643,56.81173653,0.081061139,2.346306542,0.589652858,0.396461992,0.379449651,0.408193433,0.529153014,0.77521556,0.513021085,0.617336868,0.7,0.658668434,2.01,2.581,2.419,28.41%,20.35%
311,LAZIOUSDT,1.286906475,-0.60913365,100,0,100,0.614128755,4.457199633,3.843070878,46.78787879,77.93372874,-31.14584995,67.84008217,-0.20650756,2.346306542,0.589652858,0.570156033,0.399594073,0.5,0.418973934,0.77521556,0.54226541,0.816036365,0.5,0.658018182,2.659,3.15,2.92,18.47%,9.82%
295,JUPUSDT,-0.798314929,-39.35421498,,,,,,,38.1556196,40.37206866,-2.216449068,31.97064645,-0.645374723,6.724981861,0.48092885,0.5,0.5,0.59826679,0.501724434,0.5,0.513486679,0.603597097,0.7,0.651798548,0.5007,0.7729,0.7574,54.36%,51.27%
194,ETCBTC,-1.066754811,-1.062726847,24,100,-76,-1.308965044,-3.145855668,-1.836890625,4.99445061,5.220623808,-0.226173198,32.3179374,-0.631679557,2.346306542,0.516697852,0.281556792,0.599593935,0.7010571,0.497635348,0.632940406,0.538246906,0.696379648,0.6,0.648189824,0.0005016,0.0005055,0.0005048,0.78%,0.64%
72,BADGERBTC,1.886476882,-0.166591242,92,76,16,1.81582403,0.758872471,-1.056951559,45.98540146,51.33819951,-5.352798054,61.18586166,-0.214381753,2.346306542,0.067031938,0.398754023,0.383008234,0.59645153,0.459469188,0.77521556,0.446655079,0.687633616,0.6,0.643816808,8.53E-05,8.58E-05,8.32E-05,0.59%,-2.46%
525,TIAUSDT,-1.111575062,-2.57646047,72,0,72,-0.961192553,3.37372546,4.334918013,31.60889094,34.97639065,-3.367499712,51.13153775,0.817843865,4.630819025,0.556359057,0.67082221,0.615982728,0.593341891,0.539864164,0.5,0.579395009,0.782529409,0.5,0.641264704,18.6304,19.2187,16.66,3.16%,-10.58%
363,MOVRUSDT,-0.030948082,0.131650519,16,0,16,0.081577435,-0.203996547,-0.285573982,45.83946981,48.83406971,-2.994599902,48.43161191,0.706661065,2.346306542,0.427023187,0.409895741,0.450971178,0.534790427,0.50604324,0.721178958,0.508317122,0.678801405,0.6,0.639400702,22.415,27.009,22.675,20.50%,1.16%
549,USTCUSDT,0.544058851,-0.123298027,92,0,92,1.739400191,2.016854757,0.277454566,46.94840926,56.83281942,-9.884410155,61.38944071,0.671220432,2.346470419,0.576016321,0.439398072,0.24724203,0.632940406,0.462994012,0.721178958,0.513294966,0.778773983,0.5,0.639386991,0.0314,0.0427008,0.0363348,35.99%,15.72%
408,PEOPLEBTC,-0.167471526,-0.10069808,0,84,-84,0.290092498,-1.891393351,-2.181485848,50,40,10,48.86567466,-0.206420201,2.346306542,0.468617484,0.479375772,0.457763759,0.408193433,0.520057171,0.77521556,0.518203863,0.676276706,0.6,0.638138353,6.00E-07,6.10E-07,6.10E-07,1.67%,1.67%
321,LOKABTC,-0.314485227,0.467653462,0,84,-84,0.388013544,-0.834822841,-1.222836385,58.58585859,53.53535354,5.050505051,49.45902515,-0.548597619,2.346306542,0.519251433,0.378735291,0.513235518,0.523200062,0.517147742,0.632940406,0.514085075,0.575066082,0.7,0.637533041,5.66E-06,5.70E-06,5.42E-06,0.71%,-4.24%
435,QIBTC,-0.428931733,-0.450588932,16,92,-76,0.22020257,-2.52754786,-2.74775043,22.22222222,18.51851852,3.703703704,44.16516712,0.365018327,2.346306542,0.461385138,0.455580394,0.458122438,0.576016321,0.473297951,0.721178958,0.524263533,0.755551522,0.5,0.627775761,3.20E-07,3.40E-07,3.40E-07,6.25%,6.25%
191,EOSUSDT,0.256882827,0.828821504,96,0,96,0.869786988,1.091133589,0.221346601,78.35051546,83.46935853,-5.11884307,57.66731048,-0.214434181,2.346306542,0.487085801,0.408193433,0.312732568,0.381127016,0.509824608,0.77521556,0.479029831,0.552448108,0.7,0.626224054,0.765,1.2882,1.2882,68.39%,68.39%
243,GLMUSDT,1.303894738,1.287569308,100,0,100,1.817718766,1.109768588,-0.707950178,52.73368607,77.95698709,-25.22330102,63.62644425,0.490693641,2.779079877,0.57651012,0.418090583,0.408193433,0.5,0.362734222,0.721178958,0.497784553,0.638366079,0.6,0.619183039,0.2401,0.7428,0.61,209.37%,154.06%
499,STORJBTC,-0.86815527,0.272829505,20,88,-68,-0.159543674,-2.223384008,-2.063840335,40.76433121,35.66878981,5.095541401,46.94080618,0.404367874,2.346306542,0.512705652,0.52544027,0.507725961,0.420640318,0.495609879,0.77521556,0.539556273,0.738213625,0.5,0.619106813,1.36E-05,1.39E-05,1.37E-05,1.91%,1.10%
241,GLMRUSDT,1.638566854,0.630071926,96,0,96,2.141437366,2.929179817,0.78774245,79.49865712,83.72656737,-4.227910257,61.87301948,0.364680999,2.346306542,0.527356151,0.632940406,0.301231105,0.424959695,0.446729836,0.721178958,0.509066025,0.729570371,0.5,0.614785185,0.4397,0.5182,0.5178,17.85%,17.76%
446,RAREUSDT,0.548395799,0.779817519,72,0,72,1.37434965,2.699360708,1.325011059,58.0060423,57.50251762,0.503524673,60.20837245,0.237251553,2.346306542,0.570156033,0.563940484,0.248230695,0.558406429,0.483578775,0.632940406,0.509542137,0.725808968,0.5,0.612904484,0.1213,0.1573,0.148,29.68%,22.01%
165,DGBUSDT,1.012991498,-0.488103817,96,0,96,2.136512355,2.299443392,0.162931037,71.27071823,81.65724566,-10.38652743,59.05944684,0.050298795,2.346306542,0.586166889,0.632940406,0.301231105,0.534790427,0.502856619,0.563940484,0.520320988,0.706133036,0.5,0.603066518,0.00852,0.01621,0.01507,90.26%,76.88%
308,KSMBTC,-0.235340318,-0.189684756,20,96,-76,0.002779355,-1.159286766,-1.162066121,34.65346535,30.39112422,4.262341128,42.92350455,-0.262620173,2.346306542,0.486487416,0.417423268,0.467175277,0.539713563,0.478180261,0.632940406,0.503653365,0.602444883,0.6,0.601222441,0.000857,0.00087,0.000867,1.52%,1.17%
585,XLMBTC,-0.893898908,-0.050347592,8,84,-76,-0.302532577,-4.028829844,-3.726297266,12.82051282,9.742831694,3.077681126,23.54184337,-0.6289682,2.346306542,0.497331589,0.436923927,0.556955409,0.542437307,0.68468262,0.462994012,0.530220811,0.499031511,0.7,0.599515756,2.21E-06,2.24E-06,2.23E-06,1.36%,0.90%
1,1INCHUSDT,0.816377497,1.15641548,92,0,92,1.242244725,1.948176341,0.705931616,73.3256351,79.13779831,-5.812163202,57.94142765,0.106527464,2.346306542,0.547657887,0.504689603,0.339339678,0.418090583,0.504081623,0.77521556,0.514845822,0.69868884,0.5,0.59934442,0.4382,0.6382,0.6298,45.64%,43.72%
256,HFTBTC,-0.129218445,-0.147688431,0,84,-84,0.172752754,-0.771680219,-0.944432973,55.68181818,44.6969697,10.98484848,46.81736996,-0.668526675,2.346306542,0.436392636,0.410648224,0.429603289,0.462994012,0.491061401,0.721178958,0.491979753,0.594060364,0.6,0.597030182,6.94E-06,7.16E-06,7.16E-06,3.17%,3.17%
265,HOTUSDT,1.805385907,0.989075774,96,0,96,2.04657731,2.478307041,0.431729731,71.30242826,83.02836186,-11.7259336,60.38516959,0.523833212,2.346306542,0.352554944,0.364992447,0,0.408193433,0.467888668,1,0.432271582,0.691959904,0.5,0.595979952,0.002145,0.004476,0.004027,108.67%,87.74%
179,DYMUSDT,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.491541266,0.7,0.595770633,7.329,7.858,6.909,7.22%,-5.73%
433,PYTHBTC,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.491541266,0.7,0.595770633,1.18E-05,1.21E-05,1.17E-05,3.15%,-0.17%
548,USDCUSDT,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.491541266,0.7,0.595770633,0.9996,1.0007,0.9985,0.11%,-0.11%
101,BNXBTC,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.491541266,0.7,0.595770633,5.65E-06,5.69E-06,5.65E-06,0.71%,0.00%
441,QUICKBTC,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.491541266,0.7,0.595770633,1.09E-06,1.12E-06,1.11E-06,2.75%,1.83%
537,TUSDUSDT,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.491541266,0.7,0.595770633,0.9733,1.0009,1.0001,2.84%,2.75%
178,DYMBTC,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.491541266,0.7,0.595770633,0.00014172,0.00014858,0.00014858,4.84%,4.84%
463,RONINUSDT,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.491541266,0.7,0.595770633,2.858,3.493,3.192,22.22%,11.69%
462,RONINBTC,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.491541266,0.7,0.595770633,5.54E-05,6.34E-05,6.34E-05,14.34%,14.34%
434,PYTHUSDT,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.491541266,0.7,0.595770633,0.6054,0.7988,0.6972,31.95%,15.16%
300,KEYUSDT,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.491541266,0.7,0.595770633,0.007412,0.008685,0.008604,17.17%,16.08%
102,BNXUSDT,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.491541266,0.7,0.595770633,0.2912,0.3905,0.3905,34.10%,34.10%
442,QUICKUSDT,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.491541266,0.7,0.595770633,0.056,0.10518,0.08439,87.82%,50.70%
138,CREOUSDT,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.491541266,0.7,0.595770633,0,0,0,#DIV/0!,#DIV/0!
415,PIXELBTC,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.491541266,0.7,0.595770633,0,0,0,#DIV/0!,#DIV/0!
416,PIXELUSDT,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.491541266,0.7,0.595770633,0,0,0,#DIV/0!,#DIV/0!
505,STRKBTC,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.491541266,0.7,0.595770633,0,0,0,#DIV/0!,#DIV/0!
506,STRKUSDT,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.491541266,0.7,0.595770633,0,0,0,#DIV/0!,#DIV/0!
554,VELOUSDT,,,,,,,,,,,,,,,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.491541266,0.7,0.595770633,0,0,0,#DIV/0!,#DIV/0!
600,ZENBTC,-0.113877632,-1.376069513,100,84,16,1.272419283,-0.084364213,-1.356783496,47.83362218,51.86516742,-4.031545234,60.07735671,-0.667358691,2.346306542,0.443550011,0.388486937,0.283238534,0.589652858,0.490562808,0.721178958,0.486111684,0.685925118,0.5,0.592962559,0.0002419,0.000254,0.0002111,5.00%,-12.73%
124,CHZBTC,-0.517728855,0.723772547,8,84,-76,-0.240261968,-0.849812353,-0.609550385,50,52.66666667,-2.666666667,48.28608746,-0.565073328,2.346306542,0.480425875,0.422185141,0.544332376,0.696890491,0.513158285,0.632940406,0.548322096,0.783924254,0.4,0.591962127,2.18E-06,2.21E-06,2.18E-06,1.38%,0.00%
344,MAVBTC,-1.002055726,-1.2753236,48,96,-48,-3.615535161,-3.000386184,0.615148977,11.70886076,7.720038493,3.988822267,42.4682548,0.309291855,3.030988298,0.511463213,0.5,0.873376257,0.570855118,0.48092885,0.632940406,0.594927307,0.780729829,0.4,0.590364914,1.20E-05,1.25E-05,1.24E-05,4.69%,3.93%
414,PHAUSDT,3.540049514,0.175710208,88,52,36,2.41300791,3.318777512,0.905769602,63.80510441,62.95436968,0.850734725,71.48680732,-0.212151312,2.346306542,0,0.77521556,0.301231105,0.632940406,0.194464006,0.77521556,0.446511106,0.880258267,0.3,0.590129134,0.1294,0.1918,0.1885,48.22%,45.67%
482,SFPUSDT,1.863512703,1.654163397,92,0,92,2.26512041,3.402208444,1.137088034,92.94770206,90.54410988,2.403592182,69.51555515,0.790399318,2.346306542,0.177323181,1,0.277033321,0.424959695,0.360503768,0.462994012,0.450468996,0.666778116,0.5,0.583389058,0.7766,0.8404,0.7988,8.22%,2.86%
439,QTUMBTC,-0.430620063,-0.141061164,0,84,-84,0.365527377,-2.056147219,-2.421674597,43.10344828,43.3908046,-0.287356322,42.89089881,-0.635386226,2.346306542,0.459787407,0.443604167,0.529103927,0.563940484,0.478180261,0.632940406,0.517926109,0.659470735,0.5,0.579735367,6.42E-05,6.43E-05,6.41E-05,0.16%,-0.16%
521,TFUELUSDT,0.859963904,0.532317006,92,0,92,1.440015316,0.715276345,-0.724738971,63.88888889,73.84259259,-9.953703704,54.46401056,0.105058366,2.346306542,0.593341891,0.344177647,0.205499841,0.563940484,0.556229385,0.721178958,0.497394701,0.655053705,0.5,0.577526853,0.04433,0.0991,0.09286,123.55%,109.47%
47,ARBUSDT,0.955424411,-0.526708106,92,0,92,0.677340028,4.150916343,3.473576316,55.38592027,66.69493921,-11.30901894,53.58503584,0.690403199,3.256926864,0.624750384,0.568709546,0.360503768,0.534790427,0.560001869,0.632940406,0.5469494,0.753344305,0.4,0.576672152,1.9565,2.2304,2.2304,14.00%,14.00%
358,MLNBTC,-0.283474337,-0.606221629,12,92,-80,-0.206358769,-2.287341743,-2.080982974,26.44483363,15.34373611,11.10109752,35.46702214,-0.754745524,2.346306542,0.505765526,0.512851712,0.537436146,0.205499841,0.536726009,1,0.549713206,0.752555597,0.4,0.576277798,0.000354,0.0003599,0.0003599,1.67%,1.67%
226,FRONTBTC,-0.373908545,-0.142296116,0,76,-76,0.098010869,-1.025995859,-1.124006727,49.7005988,40.51896208,9.181636727,48.82733913,0.252704684,2.346306542,0.512101429,0.442242722,0.444431387,0.462994012,0.520812338,0.632940406,0.502587049,0.549071796,0.6,0.574535898,9.59E-06,9.91E-06,9.86E-06,3.34%,2.82%
52,ARBTC,2.412153465,-0.425154473,96,76,20,1.779333203,1.130881089,-0.648452114,67.62342135,70.81479874,-3.191377387,62.12846475,-0.251136219,2.346306542,0.209664298,0.418090583,0.364992447,0.433870153,0.440559413,0.77521556,0.440398743,0.547660619,0.6,0.57383031,0.0002434,0.0002434,0.0002345,0.00%,-3.66%
518,SYSBTC,-0.17873129,-0.018077652,16,76,-60,0.170773556,-1.102623434,-1.27339699,41.17647059,35.29411765,5.882352941,45.06612088,-0.594139561,2.346306542,0.485706502,0.445190913,0.430277338,0.330060616,0.487404938,0.77521556,0.492309311,0.546357893,0.6,0.573178947,2.62E-06,2.69E-06,2.68E-06,2.67%,2.29%
427,POWRBTC,-0.324028723,-0.147374932,76,64,12,0.208502856,-2.028907101,-2.237409957,14.40677966,13.27683616,1.129943503,41.82946961,0.494696805,2.346306542,0.515881873,0.484683856,0.448950002,0.601404507,0.474646024,0.462994012,0.498093379,0.539122855,0.6,0.569561427,6.54E-06,6.69E-06,6.69E-06,2.29%,2.29%
502,STPTUSDT,0.351539803,0.779051094,96,0,96,1.330372828,0.986410298,-0.34396253,72.91066282,83.49492632,-10.5842635,55.34659376,0.526017379,2.346306542,0.569660355,0.439398072,0.249027338,0.408193433,0.54906925,1,0.535891408,0.835541956,0.3,0.567770978,0.05588,0.07306,0.07161,30.74%,28.15%
117,CELRUSDT,2.441183245,1.704369516,92,0,92,2.861684475,4.43093179,1.569247315,83.17610063,86.94968553,-3.773584906,67.39362737,0.145772939,2.346306542,0.256434067,0.632940406,0,0.424959695,0.44462728,0.83800578,0.432827872,0.735102122,0.4,0.567551061,0.02165,0.03478,0.0343,60.65%,58.43%
6,ACEUSDT,3.972291913,-72.99486938,96,0,96,2.691948511,3.222586647,0.530638135,59.36522262,72.15621918,-12.79099655,56.44453874,0.038734098,7.518971725,0,0.632940406,0.632940406,0.589652858,0.525345186,0.5,0.480146476,0.634710597,0.5,0.567355299,10.0602,13.9443,12.9998,38.61%,29.22%
81,BCHBTC,-0.151914797,-0.047324479,4,96,-92,-0.405305576,-1.790852673,-1.385547096,10.72319202,12.57442266,-1.851230637,39.87486802,-0.093555787,2.346306542,0.446729836,0.53365681,0.536639686,0.608656367,0.468567957,0.408193433,0.500407348,0.528903006,0.6,0.564451503,0.005151,0.005193,0.005188,0.82%,0.72%
314,LEVERUSDT,1.562367938,-0.371861837,88,0,88,2.016300098,3.688809455,1.672509357,54.53125,63.75,-9.21875,61.53479959,-0.25054246,2.346306542,0.6125018,0.177323181,0.135515984,0.585205867,0.464829425,0.83800578,0.468897006,0.627159617,0.5,0.563579808,0.001633,0.003001,0.002626,83.77%,60.81%
467,RSRUSDT,0.65671404,0.811191649,100,0,100,1.901420987,2.014361776,0.11294079,94.88428745,94.20632617,0.677961283,69.48723684,-0.139291159,2.346306542,0.516975469,0.462994012,0.383008234,0.77521556,0.360503768,0.632940406,0.521939575,0.824939359,0.3,0.562469679,0.002822,0.006813,0.005968,141.42%,111.48%
586,XLMUSDT,-0.244121739,0.752744056,96,60,36,1.025952189,-0.26888087,-1.294833059,63.15789474,77.01644047,-13.85854574,51.50721356,0.400906398,2.346306542,0.494761266,0.428874298,0.600524484,0.364992447,0.539461475,0.77521556,0.533971588,0.623860632,0.5,0.561930316,0.1138,0.153,0.1429,34.45%,25.57%
336,MAGICUSDT,-0.022410022,-0.356013934,44,0,44,-0.083123267,3.114273613,3.197396881,28.8966725,48.85242968,-19.95575718,53.63746588,0.097155612,2.346306542,0.417147285,0.522009182,0.477452364,0.563940484,0.556359057,0.632940406,0.52830813,0.723860052,0.4,0.561930026,1.2562,1.4618,1.3281,16.37%,5.72%
592,XTZUSDT,0.889961945,0.375350139,92,0,92,0.816816253,2.305349668,1.488533415,69.03225806,81.07526882,-12.04301075,55.15317269,0.188272335,2.346306542,0.619562963,0.582070291,0.286910795,0.256434067,0.545692449,1,0.548445094,0.822182967,0.3,0.561091484,1.062,1.504,1.481,41.62%,39.45%
