,coin,base_date,base_price,max_date,max_price,pct_change
0,10set,2021-05-01,1.8182860610973457,2021-05-31,5.907113579270241,2.248726207418246
1,10set,2021-07-21,1.179283687065617,2021-08-05,2.3588059747705943,1.0002023267530769
2,10set,2021-11-28,0.9863762151606768,2022-01-05,3.552007273304016,2.601067441316403
3,10set,2022-02-02,1.4968189647307757,2022-04-04,4.389705255265062,1.9326894959903271
4,10set,2022-06-09,0.27661005460358323,2022-06-25,3.7528809281921087,12.567406049539509
5,1inch,2020-12-30,0.8927881040726732,2021-02-06,5.819219195129978,5.518029494999064
6,1inch,2021-03-26,3.666186518622612,2021-05-09,7.454141359111951,1.0332138916686855
7,1inch,2021-07-21,1.7223541046790063,2021-09-06,3.8288714958729035,1.223045473327035
8,1inch,2021-09-22,2.3038541589125447,2021-10-28,5.615125067266657,1.4372745321331817
9,aave,2020-11-04,28.06815843076443,2021-02-13,529.2602595240969,17.856251678556692
10,aave,2021-06-27,184.80429789601868,2021-08-14,426.8024277149588,1.3094832348276981
11,aave,2022-03-14,116.02172843923132,2022-04-02,245.87517528843026,1.1192166208522933
12,ach,2020-12-26,0.002892924823942411,2021-02-14,0.0111429642127932,2.851798747265
13,ach,2021-03-06,0.005671637409011024,2021-04-09,0.015149786720463031,1.671148669763911
14,ach,2021-07-21,0.0013679780673833935,2021-08-07,0.1592295630836546,115.39774560729741
15,ach,2021-10-28,0.050076970529992805,2021-11-09,0.10316174588108266,1.0600636338273615
16,ada,2017-11-02,0.021320577458857376,2018-01-04,1.1793470150411156,54.31496589700342
17,ada,2018-04-07,0.1443869833475578,2018-05-04,0.371949748180423,1.5760614949970433
18,ada,2019-03-05,0.04018227465952096,2019-04-04,0.09065628317907007,1.2561262135415119
19,ada,2020-01-03,0.0326178549132034,2020-02-15,0.07032856354246741,1.156136990909205
20,ada,2020-03-13,0.023715965392713114,2020-07-27,0.14835594634623206,5.255530563044901
21,ada,2020-12-24,0.1384300242564514,2021-05-17,2.286208576781481,15.51526530506213
22,ada,2021-07-21,1.0600641556948065,2021-09-04,2.96707544958908,1.7989583778015261
23,adco,2021-04-12,0.022844278195437277,2021-05-09,0.05592473517609891,1.4480850170730648
24,adco,2021-07-06,0.02238449016701123,2021-08-10,0.07929249064635252,2.542296029739757
25,adco,2022-03-24,0.08818283642213934,2022-05-09,0.19598832204762692,1.2225223183955303
26,adp,2021-03-06,0.021955921142590363,2021-04-10,0.105881527357816,3.822458901641149
27,adp,2022-02-26,0.027756359523212,2022-03-19,0.09998868049820958,2.6023701312339385
28,ads,2017-11-13,0.11987673676970875,2018-01-13,2.147810967656178,16.916828782070258
29,ads,2018-03-19,0.11770159402467655,2018-05-24,0.3791680457910579,2.2214350955311954
30,ads,2018-08-09,0.08918047155854297,2018-10-19,0.22879306513401604,1.5655063393987962
31,ads,2018-12-28,0.04235382109606608,2019-01-25,0.10398045827037627,1.4550431479258956
32,ads,2019-03-25,0.013897870308420816,2019-06-03,0.8657571645595642,61.29423252244597
33,ads,2019-08-30,0.045239115323166164,2019-09-24,0.11988251146570435,1.6499747090393386
34,ads,2019-12-29,0.023883390275087145,2020-02-13,0.061761158588090975,1.5859460435361337
35,ads,2020-06-26,0.02623469667244276,2020-08-02,0.06885685986143163,1.6246485988061643
36,ads,2020-09-06,0.020314076040991426,2020-11-21,0.053494768885681984,1.6333842985393876
37,ads,2020-12-10,0.03257295459101869,2021-01-15,0.06721475270617483,1.0635141500092196
38,ads,2021-03-01,0.031809832588382686,2021-05-15,0.5244206187079523,15.486116902717582
39,ads,2021-06-27,0.3380625628519416,2021-09-05,1.6030425185446275,3.741851641368224
40,ads,2021-09-28,1.0390923829879577,2021-12-02,4.562799924264776,3.391139805244492
41,ads,2022-03-08,2.5948248101366307,2022-04-04,5.632795799933718,1.1707807702197526
42,adx,2017-11-02,0.7462900009557006,2018-01-09,3.490918524936796,3.6776970352896567
43,adx,2018-04-07,0.546776343260541,2018-04-22,1.4843867608885497,1.7147969717139604
44,adx,2020-06-29,0.09597813444500568,2020-07-30,0.2896980123777744,2.018375112758291
45,adx,2020-09-24,0.1416554875066226,2021-04-05,1.5779992854666958,10.139697538317545
46,adx,2021-07-21,0.2985142741180275,2021-10-30,1.1752672384252614,2.9370554118312633
47,ae,2017-11-12,0.3788735983359536,2018-01-28,3.2075715439856864,7.466073007128564
48,ae,2018-04-10,1.3231500927903126,2018-04-30,4.9217045057365185,2.719687231671071
49,ae,2020-11-04,0.0907173931334816,2020-12-06,0.1918156967105433,1.1144313133899872
50,ae,2021-01-28,0.07663875662985609,2021-02-14,0.27254214739294497,2.5561921849704303
51,ae,2021-03-01,0.12992180289687055,2021-04-28,0.4596057365000325,2.5375566398571205
52,ae,2021-09-30,0.08548618044213573,2021-11-28,0.21711130854945732,1.5397240516134254
53,aergo,2019-02-08,0.0563954488370685,2019-04-10,0.4690751121412977,7.317605796462366
54,aergo,2020-01-10,0.02247918633972376,2020-02-15,0.04671504883298032,1.0781467855190343
55,aergo,2020-06-28,0.025564757003569225,2020-08-12,0.0734884357795439,1.8745994248755744
56,aergo,2021-01-12,0.043391665292404166,2021-04-03,0.4667702401564322,9.757140501776078
57,aergo,2021-06-23,0.07904244254130867,2021-10-09,0.3981731272260821,4.037459805445554
58,aethc,2020-12-24,566.5228143628331,2021-02-19,1970.7906917664386,2.478749031463071
59,aethc,2021-03-25,1515.9078887242365,2021-05-12,3866.0810005954213,1.550340313783216
60,aethc,2021-07-21,1717.5428000910074,2021-09-06,3771.1680382807294,1.1956763104132873
61,agix,2018-04-07,0.11392072543133505,2018-05-04,0.2401235157987147,1.1078123834758016
62,agix,2020-07-17,0.01868337040912477,2020-09-16,0.07313421128517743,2.914401399945452
63,agix,2020-12-12,0.040391258030587116,2021-04-13,0.5360242713831923,12.270799116414667
64,agix,2021-05-29,0.037961099296640516,2021-06-09,0.8049102764458033,20.203555517609477
65,agix,2021-07-21,0.16346376283616898,2021-09-06,0.6343661123431253,2.880775172041749
66,agix,2022-03-18,0.08230950434430577,2022-04-04,0.16961512826517278,1.0606991819032485
67,agld,2022-02-21,0.8935793887234184,2022-03-31,2.1093313060409637,1.3605415843961977
68,aion,2018-04-07,1.8532699007988864,2018-04-25,4.062146231852425,1.1918805404983706
69,aion,2019-03-05,0.11110489457271176,2019-04-06,0.22320012185957167,1.0089134931269839
70,aion,2020-01-03,0.05143142273005297,2020-02-27,0.1635307494944068,2.17958829085338
71,aion,2021-01-01,0.061734962222537076,2021-05-09,0.5280505888103414,7.55350954791012
72,aion,2021-07-21,0.09928722912481668,2021-09-07,0.2301379698823094,1.3179010222250909
73,aioz,2021-07-21,0.16885908332680696,2021-09-03,0.3981266384770082,1.3577448759832524
74,aioz,2021-10-28,0.21520459839505396,2021-11-28,0.9667446013764396,3.492211637605316
75,aioz,2022-03-05,0.1300787347664889,2022-04-04,0.3254257680654561,1.5017599429272186
76,akt,2020-10-24,0.3534325417876213,2021-02-26,6.309636729787639,16.85244985612875
77,akt,2021-08-04,2.4378946861837063,2021-09-20,5.761130611035813,1.363158114944792
78,albt,2020-10-09,0.03941065332276422,2021-01-29,0.924022034007826,22.44599635129865
79,albt,2021-06-23,0.19776528367170412,2021-09-06,1.2324864987381268,5.232067003145449
80,alcx,2021-09-30,205.70996900660882,2021-11-03,583.7386006517937,1.8376777434303146
81,aleph,2020-06-23,0.009043793980785251,2020-09-01,0.6042960531670596,65.81886545082376
82,aleph,2021-01-02,0.12486002210888245,2021-02-18,0.4463306621380689,2.5746482709161502
83,aleph,2021-03-13,0.3053913446908333,2021-04-10,0.6726248326105644,1.2025012964643922
84,aleph,2021-07-21,0.12600593435871646,2021-11-12,0.8003801915857024,5.351924579259597
85,aleph,2021-12-07,0.3724217370650185,2022-01-16,0.8225758096631816,1.2087212635485178
86,algo,2020-01-12,0.22594345246750716,2020-02-25,0.49175491829379797,1.176451288689222
87,algo,2020-07-04,0.2028364915711704,2020-08-14,0.654142100232618,2.2249724650906586
88,algo,2020-12-12,0.2909626078414734,2021-02-13,1.701046352276094,4.846271329829721
89,algo,2021-08-09,0.8242274506409488,2021-09-13,2.382923487779657,1.8910993997186216
90,ali,2022-03-18,0.026531500087736703,2022-04-02,0.12853619733955166,3.844663773797065
91,alice,2021-04-25,7.282140337278352,2021-05-02,18.207024090013302,1.5002297740416861
92,alice,2021-06-23,3.5911221062201917,2021-08-29,21.130826183226333,4.884184819732411
93,alice,2021-10-28,10.542440772714112,2021-11-25,26.96695203769115,1.557942000251675
94,alpaca,2021-04-01,0.39068554405312395,2021-05-04,3.4276950189715065,7.773539413338062
95,alpaca,2021-06-27,0.3660766367556856,2021-08-21,1.4400262988085912,2.9336744119227816
96,alpaca,2022-02-25,0.3357926947509435,2022-04-21,0.6806003096595911,1.0268466833812167
97,alpha,2020-11-04,0.027981268648910443,2021-02-06,2.634559619488634,93.1544020946749
98,alpha,2021-06-23,0.3324551496340846,2021-09-07,1.4128511318796642,3.2497495780550034
99,alpha,2022-03-14,0.25749202685116185,2022-04-05,0.5827410211480843,1.2631420020043036
100,alu,2021-07-17,0.0030022074531341433,2021-09-19,0.060843516422808004,19.266259867981688
101,alu,2021-10-13,0.037772617907835725,2021-11-03,0.4265516558026806,10.292615641400772
102,ama,2021-05-18,1.1910431351223352e-05,2021-07-09,0.06269187257654298,5262.61058872177
103,ama,2021-08-20,0.022443550052669348,2021-09-13,0.09178190689292068,3.089455842659994
104,ama,2021-11-22,0.0366339600143976,2021-11-25,0.14056223256075726,2.836937980647316
105,ama,2022-01-28,0.010706008890111722,2022-02-10,0.021747086183010432,1.0312972281478736
106,ama,2022-03-16,0.012567590796458543,2022-04-21,0.09301495960049468,6.401176654057325
107,amp,2020-11-05,0.0032044390572380397,2021-02-14,0.036486461115999326,10.386224067387204
108,amp,2021-03-17,0.02339824772594516,2021-05-09,0.0735973808239054,2.1454227549824987
109,amp,2021-05-24,0.03156517136564406,2021-06-17,0.10900005187517543,2.453174722625219
110,ampl,2019-10-25,0.2266286924828529,2019-11-18,1.3914236080528777,5.139662161966341
111,ampl,2020-03-17,0.4986517126513969,2020-04-30,1.609425237966353,2.2275538158864965
112,ampl,2020-06-12,0.9172602398370046,2020-07-12,3.8250545684843087,3.170086527640197
