,market,last_slope,last_slope_adi,aroon_up,aroon_down,aroon_diff,macd_diff,macd_line,macd_signal,stochastic,stochastic_signal,delta_stochastic,rsi_val,coef_corr,last_slope_btc,prob_last_slope,prob_macd,prob_macd_diff,prob_stochastic,prob_rsi,prob_corr_btc,prediction,probability
2,1INCHUSDT,3.1068105798045553,0.30609309557523606,96.0,0.0,96.0,2.5912677094165257,11.604378997570208,9.013111288153683,86.25254582484723,91.95238053914828,-5.699834714301048,70.73519575993595,0.44876828243185224,1.150705267762699,0.5639404842944666,0.0,0.22323593948492898,0.36499244712990936,0.22007033345139906,0.5797405713428807,0.0,0.06156447701845574
3,AAVEUSDT,2.7308504030296556,0.5975118777701459,100.0,0.0,100.0,3.2508106241693984,10.306344145839873,7.055533521670474,82.49826829831446,93.66238183849502,-11.164113540180566,70.32474327900134,0.8576660485649735,1.150705267762699,0.6329404060248854,0.0,0.46299401197604795,0.0,0.284655409385431,0.4814617136350698,0.0,0.009924084403179129
5,ACAUSDT,2.4734623158030473,0.45513679346539576,80.0,36.0,44.0,1.3526126579518856,7.175834125821311,5.823221467869425,59.19854280510017,58.54563298982789,0.652909815272281,62.49273142407905,0.6527065872898933,1.150705267762699,0.34093715092010113,0.46299401197604795,0.23070267044606893,0.6329404060248854,0.4270231871125915,0.5085057874430025,1.0,0.5061846094908854
7,ACEUSDT,1.8880340225765722,101.53033264363857,84.0,0.0,84.0,0.8454542171127226,10.50940842850764,9.663954211394918,70.79439761266852,68.67142881923127,2.122968793437252,60.79586486549699,0.4995721348660479,1.764321960315178,0.06452366646638627,1.0,0.31066963880173576,0.39269993905329453,0.46299401197604795,0.7418636782315013,1.0,0.8724965924423113
9,ACHUSDT,1.4864910582499038,-0.24192614316475994,96.0,0.0,96.0,1.4351273216027405,9.022756947679163,7.587629626076422,80.59071729957807,76.0301088711778,4.560608428400272,71.30679966577618,0.018786774996207425,1.150705267762699,0.492372569552543,0.46299401197604795,0.2014975937733456,0.20966429849774934,0.20966429849774934,0.1976482617586912,0.0,0.025809191664402247
10,ACMUSDT,1.542145813632141,0.5540947790918483,76.0,0.0,76.0,0.9276710279613951,8.358656403506998,7.430985375545603,46.460746460746456,46.541170860801834,-0.08042440005537799,69.11100069790336,-0.051980403087699446,1.150705267762699,0.6105303054230757,0.3012311048776687,0.37584070561825556,0.5563590573844217,0.35612415198214015,0.5347904274450132,0.0,0.3722416132804015
12,ADAUSDT,2.678658047383362,0.2032538889294607,84.0,0.0,84.0,1.2254767563505586,9.121774326974347,7.896297570623788,75.84097859327217,74.65875927089995,1.1822193223722195,65.99293075220032,0.8826334502405733,1.150705267762699,0.4963091340907632,0.7211789578410646,0.39446138333373343,0.6513309660195432,0.41745797142529345,0.5896528582758831,1.0,0.8582005763792052
14,ADXUSDT,1.8081983100795889,0.6970429379950785,44.0,0.0,44.0,1.1487351010641582,10.178948839984443,9.030213738920285,80.66037735849059,55.207270822676264,25.453106535814328,65.04846832410394,0.6862912934220943,1.150705267762699,0.3649924471299094,0.7211789578410646,0.5708551178001882,0.5,0.42308101840897255,0.484683856408542,1.0,0.6437830345229024
15,AERGOUSDT,1.331643325463739,0.9301846669096494,84.0,4.0,80.0,0.6197983292436966,7.33989001751663,6.720091688272934,48.77250409165303,47.46317512274958,1.3093289689034506,64.5811025008329,0.7560927161836666,1.2833563897442193,0.5232000618668317,0.8733762566361686,0.4004769934955432,0.6662906384645515,0.38922382650100085,0.6125018003744779,1.0,0.9292950629031298
17,AGIXUSDT,3.1139356269427276,0.2335071022188783,96.0,0.0,96.0,2.9147085645850055,17.04060981699009,14.125901252405086,83.11289346246973,88.56875183839425,-5.455858375924521,74.88596890784666,0.6443455964268551,1.150705267762699,0.5639404842944666,0.0,0.0,0.46299401197604795,0.08526123106102375,0.5232000618668317,0.0,0.053503892844550434
19,AGLDUSDT,0.9851659666535537,0.34132670782208935,88.0,4.0,84.0,0.09598212723314514,5.790475827196829,5.694493699963684,55.78231292517007,54.30839002267576,1.4739229024943086,57.46534011603603,0.930031808716216,1.150705267762699,0.6420040110879757,0.4081934325836765,0.4454067974653519,0.6329404060248853,0.5176822334713373,0.6155598559635499,1.0,0.7159460795163195
21,AIUSDT,1.960568616510925,-74.92743989064995,96.0,88.0,8.0,1.598317775258268,11.477903075651255,9.879585300392987,73.93075356415477,78.52083037627044,-4.590076812115669,64.45092469283149,0.8461498943323779,1.233423408356781,0.14707448832077913,0.46299401197604795,0.29270878025389296,0.5257320721646369,0.3910038201688734,0.6014045068669719,0.0,0.4453307323172312
22,AKROUSDT,1.641254349669586,-0.17176175378387365,88.0,0.0,88.0,1.2131274382071324,4.28537013183217,3.072242693625038,53.548840477863656,55.294322659227674,-1.745482181364018,80.74552480430644,-0.11039901762005583,1.150705267762699,0.54243730707416,0.46299401197604795,0.41596729072519906,0.7752155604571886,0.0,0.6329404060248854,1.0,0.7696588987759856
24,ALCXUSDT,1.2940707694447477,0.43333741336308956,44.0,0.0,44.0,0.5454613215603423,7.414910868362071,6.869449546801729,80.65789473684212,63.146752425304385,17.51114231153774,63.5854958785945,0.7818880494484264,1.150705267762699,0.572861981371719,0.6329404060248854,0.36838267584744006,0.46299401197604795,0.3672132393250072,0.5519072635906807,1.0,0.5912263281765613
26,ALGOUSDT,4.376526641588874,0.9157495211760923,96.0,4.0,92.0,2.978377244235361,11.408126657968552,8.429749413733191,90.11627906976746,92.69342798662628,-2.5771489168588175,73.15797626415562,0.5334839094674084,1.150705267762699,0.0,0.0,0.0,0.5347904274450132,0.19037457732838714,0.6679666288196674,0.0,0.09295625031377888
28,ALICEUSDT,0.42775250659781044,0.447786666953459,64.0,0.0,64.0,1.2814856549384999,13.926969772724348,12.645484117785848,83.02808302808305,79.77410348697346,3.2539795411095866,72.33344773338268,0.4160389154215412,1.150705267762699,0.594960254797527,0.6329404060248854,0.29195787392384903,0.31985659128516275,0.14460769645101443,0.5639404842944666,0.0,0.3658429458223551
30,ALPACAUSDT,0.8814808221010286,0.8050103272110585,88.0,4.0,84.0,0.8376996356643884,5.3996812432521395,4.561981607587751,84.304932735426,80.20060084472136,4.1043318907046284,63.42012644560624,0.029594883088530928,1.150705267762699,0.5933418908360308,0.3649924471299094,0.2892022057251963,0.39269993905329453,0.375740095719922,0.3300606164091181,0.0,0.10648425628765743
32,ALPHAUSDT,2.5692442831105304,0.47510816665831596,88.0,0.0,88.0,0.8850902363778772,14.344584485750687,13.45949424937281,84.50450450450451,82.08479399517134,2.4197105093331714,69.63969341272896,0.5320643753986438,1.150705267762699,0.4249596951487616,1.0,0.3377571057711509,0.3012311048776687,0.35558417070983467,0.6329404060248854,1.0,0.7727194344983029
34,ALPINEUSDT,0.649964097344092,0.36371697799059277,76.0,0.0,76.0,0.40467596084435,3.7803930475342717,3.3757170866899218,72.39915074309978,70.04841571500022,2.350735028099564,68.95844533820745,-0.02932034776142297,1.150705267762699,0.5178834561286002,0.5187033757312295,0.48866515352190854,0.46299401197604795,0.36499244712990936,0.46299401197604795,0.0,0.38705009204738994
36,ALTUSDT,0.08383768128200207,168.04146206151893,60.0,0.0,60.0,-0.5796670834902482,12.229405183430089,12.809072266920337,68.43373493975903,61.9614457831325,6.4722891566265375,62.64213537697159,0.754352211518217,4.341912360791196,0.4170720652197534,1.0,0.5307427779228144,0.46299401197604795,0.42636069276444066,0.5,1.0,0.8310587270194302
37,AMPUSDT,0.2933210796094895,0.5897595549190399,40.0,4.0,36.0,-0.18967801085586267,7.96066451982459,8.150342530680453,77.88778877887788,60.590331859457486,17.29745691942039,62.17780763824728,0.6076019689775123,1.150705267762699,0.5269547617091515,0.2564340673918811,0.5237449088635088,0.0,0.4444752793977141,0.5639404842944666,0.0,0.043826185396264955
39,ANKRUSDT,3.8052696617906867,-0.3910335926572226,96.0,4.0,92.0,4.007599622808563,15.130131036484073,11.12253141367551,76.96078431372551,79.95896833081629,-2.9981840170907788,81.28321112657704,0.42560016468102946,1.150705267762699,0.0,0.5,0.0,0.4814617136350698,0.0,0.46299401197604795,0.0,0.1420967313993086
41,APEUSDT,0.8898489175073794,0.5130596462140726,76.0,0.0,76.0,0.38437923103781735,4.945259171900485,4.560879940862668,66.8973471741638,67.10601486232906,-0.2086676881652636,63.41837497765537,-0.3147463287170108,1.150705267762699,0.6195629631026226,0.5187033757312296,0.5206408707845669,0.6329404060248853,0.375740095719922,0.4081934325836765,1.0,0.5577818088485226
43,API3USDT,-1.0073981445141353,-0.5376587623561189,12.0,88.0,-76.0,-2.255209279486998,1.3481084172718738,3.6033176967588716,60.186335403726716,56.08695652173912,4.099378881987597,50.977273595082714,0.8362713034766642,1.150705267762699,0.513090900316112,0.5519072635906807,0.7472215958509165,0.39875402260912624,0.5448284234041276,0.5797405713428807,1.0,0.5863110072100347
45,APTUSDT,3.6349124820612886,-0.19397384062563022,92.0,0.0,92.0,2.984796326233857,12.054769083511474,9.069972757277617,80.5026546106873,80.69561948344194,-0.19296487275464358,70.01293555933344,0.37794197779889266,1.150705267762699,0.0,0.0,0.0,0.5014638846681244,0.3170560254938257,0.4249596951487616,0.0,0.029906072169536974
47,ARBUSDT,0.3719367017529621,0.756601720858356,100.0,44.0,56.0,1.5204272327844568,3.547656684521371,2.0272294517369143,90.27919298960671,84.13159577298046,6.147597216626252,66.62474950303707,0.7629409561067042,1.2835550519663883,0.5790915881429524,0.3811270160495288,0.3133973446704257,0.14707448832077913,0.4152141892721247,0.5753443190735178,0.0,0.11913204379819363
49,ARKMUSDT,3.9282059037861075,1.6203598262876857,96.0,0.0,96.0,2.488567225363532,19.249330896815565,16.760763671452032,81.4959349593496,88.03781702421911,-6.541882064869512,70.15500957515123,0.7746466314094258,1.2758541351496981,0.0,0.0,0.2564340673918811,0.0,0.29723687634548507,0.5933418908360308,0.0,0.007651735049925067
51,ARPAUSDT,0.7817534808238378,0.9755672273048984,84.0,0.0,84.0,0.2134755468967553,3.321311829448142,3.1078362825513866,67.68692610406649,63.62046348928728,4.066462614779205,58.82421915379765,0.5828954253571469,1.150705267762699,0.5347904274450132,0.4081934325836765,0.45477517096598324,0.5441664060056303,0.5047958177540441,0.6329404060248854,1.0,0.6150307186865256
53,ARUSDT,4.186049701542225,1.0386647433173992,92.0,0.0,92.0,4.4648785386603596,19.144751767780456,14.679873229120096,92.47367258266442,89.95016815180304,2.5235044308613794,84.96417660490592,0.7965230135082423,1.150705267762699,0.0,0.0,0.0,0.14707448832077913,0.0,0.5933418908360308,0.0,0.008905128334175677
54,ASRUSDT,2.6848185188446476,0.5135835216353587,76.0,0.0,76.0,1.7194127466077873,8.102153863688137,6.38274111708035,29.013426736719207,29.747889742958687,-0.7344630062394799,63.9121952354156,0.015303967724757447,1.150705267762699,0.46299401197604795,0.7752155604571888,0.26633598567049016,0.5896528582758831,0.36266622699543466,0.1976482617586912,0.0,0.4018832839337121
55,ASTRUSDT,-0.740167576901615,-0.3245457626231883,4.0,88.0,-84.0,-0.4676279496601081,-2.7827347526889383,-2.31510680302883,51.870324189526144,53.03408146300913,-1.163757273482986,43.30260288072653,0.8219146289353524,1.150705267762699,0.4725092735750473,0.451268186884357,0.5277184207510667,0.5835132938581213,0.4774683967920702,0.5148317075606752,1.0,0.5551172261625303
58,ATAUSDT,-1.9121118562525206,0.3264666599832697,88.0,0.0,88.0,-0.8491119944773704,10.749738503440483,11.598850497917853,67.04331450094159,65.48502640227464,1.5582880986669494,62.51465358275207,0.10206599992628608,1.150705267762699,0.43692392696586885,0.6329404060248854,0.573951565970284,0.5835132938581213,0.431210879235759,0.5896528582758831,1.0,0.7763330890213335
59,ATMUSDT,2.7921969472866857,1.0021594829462999,76.0,0.0,76.0,2.4416678186222587,10.087833697985353,7.646165879363094,85.1788756388416,84.95081711134445,0.22805852749715427,71.33470131853679,0.169644282999155,1.150705267762699,0.6679666288196674,0.0,0.36499244712990936,0.3012311048776687,0.20966429849774934,0.6329404060248854,0.0,0.07216602728877701
61,ATOMUSDT,3.5496920433379415,-0.28214426194499453,96.0,0.0,96.0,3.4320717463011157,11.550783376034119,8.118711629733003,81.60132752540966,88.59888735788235,-6.997559832472689,71.98834780736648,0.37105923433753063,1.150705267762699,0.0,0.0,0.22323593948492898,0.0,0.20785904112324685,0.4963091340907632,0.0,0.0042159140355273
63,AUCTIONUSDT,-0.7814928050309033,-0.5129040044653241,28.000000000000004,88.0,-60.0,-1.045781103970993,-0.8700675264658884,0.17571357750510472,56.98852126941257,54.31015079900968,2.6783704704028892,47.18991182439799,0.8577385690689583,1.150705267762699,0.4804258749244307,0.3457342157038097,0.6523555433939892,0.6633778044699927,0.5011635864138977,0.4814617136350698,1.0,0.5438208576988801
65,AUDIOUSDT,2.290557625167145,0.3223977679082146,80.0,0.0,80.0,0.528643298706422,11.447589803750702,10.91894650504428,50.1108647450111,50.00076237066787,0.1101023743432279,61.82523001209901,0.24403063753745563,1.150705267762699,0.0,1.0,0.40043766972884814,0.6782023475376372,0.44699153652858925,0.4963091340907632,1.0,0.8904814838310701
67,AVAXUSDT,0.557176555525692,0.7573871691843506,88.0,88.0,0.0,0.4487853494091949,3.4853939103762173,3.0366085609670224,82.31884057971017,76.07085346215786,6.247987117552313,59.761778360061996,0.8803988435377387,1.150705267762699,0.5347904274450132,0.4359797355911031,0.45837866037472996,0.3853860339929223,0.4927238618951469,0.5639404842944666,0.0,0.3702243762918135
69,AVAUSDT,6.33684182445999,0.5908287115616688,84.0,4.0,80.0,5.0304844716984345,14.92523803068238,9.894753558983945,56.105749055812005,56.532923241522234,-0.42717418571022847,76.85746482723721,0.572549391765965,1.150705267762699,0.0,0.0,0.5,0.6598520766167267,0.11326282483227375,0.572861981371719,0.0,0.14337727845230022
73,AXSUSDT,1.3177806982599864,0.5138311243702407,80.0,4.0,76.0,2.04725592441277,11.47335591111056,9.426099986697789,76.41221374045803,75.08101983720077,1.3311939032572582,67.63865074982792,0.5594755635467018,1.150705267762699,0.5519072635906807,0.46299401197604795,0.0,0.6125018003744779,0.4359797355911031,0.6014045068669719,1.0,0.5984947632407445
75,BADGERUSDT,0.858546950606877,0.5672388783404612,76.0,0.0,76.0,1.4858547038165248,11.7987460399291,10.312891336112575,58.30977065661326,54.28650131603666,4.023269340576597,64.76445257911561,0.8649683664117722,1.150705267762699,0.5858962822637935,0.46299401197604795,0.2564340673918811,0.5347904274450133,0.39355352863159365,0.5347904274450132,0.0,0.4785992036447925
77,BALUSDT,1.9570031232078555,0.815728299885971,96.0,0.0,96.0,1.892592559492929,9.894226106212962,8.001633546720033,95.42403904820016,95.34630256727742,0.07773648092273788,82.5832819104066,-0.14222881907683702,1.150705267762699,0.14105885357755318,0.6329404060248854,0.39269993905329453,0.46299401197604795,0.0,0.6329404060248854,0.0,0.4855959281239498
79,BANDUSDT,2.3332817228931813,1.346606947312851,96.0,4.0,92.0,1.4843688256950989,9.030393089508166,7.5460242638130675,77.30138713745274,74.72612558584683,2.575261551605905,66.833067935021,0.7250006834382654,1.150705267762699,0.0,0.46299401197604795,0.2564340673918811,0.6598520766167267,0.4028948587308939,0.6081378683538994,1.0,0.5719420667874469
80,BARUSDT,0.2944904465185156,0.09602751324494742,88.0,0.0,88.0,0.6415150282376016,3.373169401480858,2.7316543732432566,38.18181818181819,40.20371279504062,-2.021894613222436,67.19489258134111,-0.24987159338762177,1.150705267762699,0.5257320721646369,0.35660551398995594,0.39970202748557854,0.6442004030914256,0.42362123753571757,0.5347904274450132,1.0,0.5309648026367871
82,BATUSDT,3.3739507413627914,1.0099031582425535,76.0,0.0,76.0,2.963951338390455,13.389062061069026,10.425110722678571,83.33333333333333,82.09362568230175,1.2397076510315799,68.34490176357599,0.609486247179829,1.150705267762699,0.36499244712990936,0.0,0.0,0.4081934325836765,0.397005320397465,0.5441664060056303,0.0,0.052621670857700496
84,BCHUSDT,3.8731221206477127,0.39764274734892835,80.0,36.0,44.0,2.6114059285885833,12.013023648603365,9.401617720014782,63.408239700374516,61.81656861369891,1.5916710866756034,67.28402195061456,0.7131362270771229,1.150705267762699,0.0,0.6329404060248854,0.31985659128516275,0.6968904912122579,0.42636069276444066,0.6051735608343444,1.0,0.7676272402391635
85,BEAMXUSDT,1.3499301267799693,5.974577370080233,88.0,0.0,88.0,0.4678085079374643,11.194466990385266,10.726658482447801,83.38505609930772,78.46210975836186,4.922946340945856,68.46035972909152,0.9357039530672502,1.557838433033526,0.5519072635906807,1.0,0.470998087718216,0.3012311048776687,0.39269993905329453,0.7752155604571886,1.0,0.9003605837247587
87,BELUSDT,2.715947476734348,0.8320382553822867,88.0,0.0,88.0,1.6620628901811791,14.61476550558514,12.952702615403961,85.2177234530176,79.7924757024022,5.425247750615398,68.57997292301678,0.4167457262406341,1.150705267762699,0.5896528582758831,0.5,0.13039225606259908,0.39269993905329453,0.3853860339929223,0.5639404842944666,0.0,0.35485409910044774
89,BETAUSDT,2.356807831430865,0.5325062036306948,88.0,0.0,88.0,1.6352927462864617,11.320559647346869,9.685266901060407,63.5388002201431,62.96275549364399,0.5760447264991129,67.42370021936736,-0.19390216271640467,1.150705267762699,0.0,0.6329404060248854,0.2162373800934083,0.6499819863095954,0.44462728028734716,0.4081934325836765,0.0,0.4854329408956492
91,BICOUSDT,3.970971708125753,0.8531118427510498,76.0,64.0,12.0,3.2751348659923947,11.181377616250415,7.906242750258021,84.52000000000001,81.85333333333338,2.6666666666666288,70.79673729991705,0.6253270857274813,1.150705267762699,0.0,0.0,0.5347904274450132,0.3300606164091181,0.22007033345139906,0.5148317075606752,0.0,0.029196195901884384
92,BIFIUSDT,0.9064650269398963,0.8949811679341806,100.0,0.0,100.0,2.0702734194581556,5.5820747024597,3.511801283001544,91.79415855354662,91.29678978947346,0.49736876407315833,65.03242017907307,-0.21162482852959838,1.150705267762699,0.5844948839749905,0.0,0.16078855431708536,0.5347904274450132,0.4164078628489364,0.3012311048776687,0.0,0.04394170683526381
94,BLURUSDT,-3.085889832567447,-7.334356449617307,48.0,88.0,-40.0,-2.9300960711682267,0.8623046868638369,3.7924007580320636,49.813622500847195,49.70066644075456,0.11295606009263537,48.41899862354486,0.6168477007596526,1.6267559641040816,0.7418636782315013,0.6329404060248854,0.7135271736044069,0.657058363642544,0.5072775903994498,0.8117073990089864,1.0,0.960498256636058
96,BLZUSDT,-0.7054108075839418,0.2012882259795678,24.0,88.0,-64.0,-1.486356663010381,0.5637849509826651,2.050141613993046,52.00372786579685,50.04659832246037,1.9571295433364782,48.601611266888696,0.8592284479218727,1.150705267762699,0.4827174367409869,0.6915160020914168,0.6423719576227253,0.5035558913173731,0.510980110269893,0.4814617136350698,1.0,0.680617575085791
98,BNBUSDT,1.695781101409557,0.964035252627615,100.0,0.0,100.0,1.9080415930296297,10.870146493405514,8.962104900375884,94.96284062758053,95.46571239056692,-0.5028717629863877,74.814047394336,0.5514559180400161,1.150705267762699,0.5273561507936507,0.46299401197604795,0.39269993905329453,0.6329404060248854,0.08124408952400966,0.6679666288196674,1.0,0.6787258450966285
100,BNTUSDT,0.5682871714219354,0.7521075279603312,88.0,36.0,52.0,0.7231120984398003,3.9827383778710015,3.259626279431201,93.43257443082311,89.57968476357269,3.852889667250423,66.1834483225675,0.8353408614210844,1.150705267762699,0.5463433435040951,0.513090900316112,0.36499244712990936,0.14707448832077913,0.41473863384421733,0.5797405713428807,0.0,0.18923876276087795
102,BNXUSDT,1.4585095755886368,1.1192967175395794,100.0,0.0,100.0,1.3837598563837368,4.334069742750032,2.950309886366295,98.57278782112274,94.39290120327809,4.179886617844659,74.25729597590522,-0.18745722208091534,1.150705267762699,0.4152141892721247,0.4081934325836765,0.22690789570219072,0.0,0.13823187628497363,0.5639404842944666,0.0,0.039008434013591414
104,BONDUSDT,0.5715049494739745,0.31102719349921965,8.0,88.0,-80.0,0.09569156622983188,2.6560683950446418,2.56037682881481,78.6332179930796,73.67358708189158,4.959630911188015,58.19667860536304,0.30097146844395795,1.150705267762699,0.5519072635906807,0.686382955829343,0.44721718880086736,0.596451529956287,0.5080598794244855,0.4249596951487616,1.0,0.6907584022012652
105,BONKUSDT,2.893495875260617,-55.04883362661529,84.0,48.0,36.0,3.970976715167053,17.12652678158367,13.155550066416618,50.297458085451595,48.26933477555434,2.0281233098972535,65.6015434570121,0.6647776881951525,1.7574631998749541,0.46299401197604795,0.5,0.0,0.6093947036569988,0.443675907717694,0.4963091340907632,0.0,0.48398017581034397
106,BSWUSDT,0.7506289978019565,0.8221644905227327,96.0,0.0,96.0,0.3723687156333195,6.54667706587847,6.17430835024515,90.13157894736841,82.57229040981896,7.559288537549449,68.46688059334464,0.008297856728264925,1.150705267762699,0.5273561507936508,0.5639404842944666,0.5282373324151349,0.2564340673918811,0.39269993905329453,0.3012311048776687,0.0,0.12058120601704274
107,BTCUSDT,1.150705267762699,0.749443746075712,88.0,0.0,88.0,1.2553341733829981,10.168140192332714,8.912806018949716,88.3160467010589,86.90066610727253,1.4153805937863666,73.36159859694804,1.0,1.150705267762699,0.43387015319005673,0.6329404060248854,0.3256088170179998,0.3012311048776687,0.18693486775301002,0.36499244712990936,0.0,0.15537343714785587
108,BTTCUSDT,4.181604809272638,-0.2890054101331246,88.0,4.0,84.0,3.4193564498359414,13.025698744420339,9.606342294584397,58.119658119658105,59.54415954415956,-1.4245014245014573,69.95819071258524,0.8380699584211737,1.150705267762699,0.0,0.5,0.2564340673918811,0.5519072635906807,0.31294593813240823,0.5797405713428807,0.0,0.4201907537991752
