,market,start,last_slope,last_slope_adi,aroon_up,aroon_down,aroon_diff,macd_diff,macd_line,macd_signal,stochastic,stochastic_signal,delta_stochastic,rsi_val,coef_corr,last_slope_btc
92,OPUSDT,2023-12-22,3.8526450524377873,0.933328561008422,100.0,16.0,84.0,3.1960947480220074,9.048440441206608,5.852345693184601,94.98164014687885,86.19235733536296,8.789282811515875,79.89878515289217,0.0739608895277631,0.684679049787854
93,HIVEBTC,2022-01-31,-0.8221750845259349,0.1918182123149589,0.0,64.0,-64.0,0.2394064026397853,-4.003252188809981,-4.242658591449766,46.89578713968959,42.4480777939494,4.447709345740186,39.67670846316884,0.0678361794440805,-0.9206543483559834
94,UNFIUSDT,2023-09-29,-0.9493684167624888,-0.421172256268859,16.0,96.0,-80.0,-2.9647269005478094,-0.1935099486837828,2.7712169518640266,5.2572706935122735,6.296820070309965,-1.0395493767976918,42.47176766068373,-0.0581628490783005,0.2306735692102342
95,XTZBTC,2022-11-11,-0.3868184353549143,0.303145200454837,28.000000000000004,88.0,-60.0,-0.7783682466976813,-3.507052979712764,-2.7286847330150827,18.35497835497836,28.94660894660896,-10.591630591630596,29.03400326359254,0.6522499340240385,-0.0654626733434852
96,FTMBTC,2023-03-02,-0.9328370976812672,-0.9221379495653566,0.0,96.0,-96.0,-1.091625593740148,-1.2094109842708107,-0.1177853905306626,12.099644128113884,13.52691113191518,-1.4272670038012958,43.2908920663328,0.8210931589053369,0.0548514828695732
97,DOGEUSDT,2020-11-04,-0.1522496990268224,-0.2206146120786668,64.0,96.0,-32.0,-0.1923268632688289,-1.0145951132555735,-0.8222682499867447,20.474325500435192,12.57021145326818,7.9041140471670115,39.24597426445226,0.7219505950187232,0.9411094199678072
98,GLMBTC,2021-05-29,0.2200855148672421,-1.130124057212247,100.0,60.0,40.0,0.624070902583612,0.7746798722728414,0.1506089696892294,40.77922077922078,58.1058941058941,-17.326673326673323,49.334657991735405,0.7216099506617306,0.2976797725857634
99,OXTUSDT,2024-02-14,0.8475532222305386,-0.1675474870714256,68.0,12.0,56.0,0.6268027110348564,3.675167864929605,3.048365153894749,81.95121951219508,70.0813008130081,11.869918699186982,60.75614024542235,0.4790701209828614,1.957905443663129
100,LOKABTC,2023-08-30,-0.0250273354024608,-0.6763347096828322,0.0,96.0,-96.0,-0.2411232432733239,-1.0113507569920597,-0.7702275137187355,20.9677419354839,8.67057673509287,12.29716520039103,42.35535779246896,-0.7070235096755065,-0.8794861631677002
101,HOOKBTC,2023-07-14,-0.2791202622035568,-1.0449690553120463,56.00000000000001,44.0,12.000000000000009,0.0324161303045512,-0.9313691460778046,-0.963785276382356,20.164609053497927,19.41495360791921,0.7496554455787177,44.31891596253165,-0.6060617050666847,0.0030186731928251
102,AVABTC,2022-01-30,-0.2186218864701934,-0.0268657126745003,0.0,68.0,-68.0,-0.2497301293881131,-2.7028675910989644,-2.4531374617108512,13.846153846153856,14.72199723925388,-0.8758433931000251,35.536936817735,0.0523909194786684,-0.9744487605653794
103,DEGOUSDT,2023-09-25,-0.2547216164026497,-0.3293578544864195,24.0,44.0,-20.0,0.2104913404031018,-0.3403724019946832,-0.550863742397785,56.470588235294194,53.74416433239966,2.726423902894531,49.8180697490884,0.006088848422763,0.3451362722561226
104,AGIXBTC,2023-05-11,-0.9459909458103236,-0.5503010807403037,12.0,88.0,-76.0,-0.5363676416721681,-5.454985856979597,-4.918618215307429,14.887640449438203,17.638913659512934,-2.7512732100747304,26.77325543058416,0.4089674316626956,-0.3741308111232456
105,EDUUSDT,2023-11-08,0.5567213964526591,-0.4911160048971025,64.0,20.0,44.0,0.3544316617288241,2.5302794758338187,2.1758478141049946,73.57778150696426,77.68320012771632,-4.1054186207520615,64.84661836612509,-0.0944629280228428,0.521251550143699
106,FIROUSDT,2024-02-15,1.1109310586309509,0.6508040983258788,88.0,8.0,80.0,2.024780293099453,0.6165956976845379,-1.408184595414915,89.4736842105263,82.3391812865497,7.134502923976598,59.8643633627513,-0.0039720961291483,2.3128115552649464
107,FIDAUSDT,2023-09-15,-0.4241229833084436,-0.0136740909021743,24.0,68.0,-44.0,0.4174908373322328,-1.5990791660489423,-2.016570003381175,45.84837545126349,30.565583634175663,15.28279181708783,45.078078493259525,-0.3225000388083322,-0.5416802229558114
