,Unnamed: 0,coin,base_date,base_price,max_date,max_price,pct_change,pump_length,date_listing,pump_to_listing,state
59,59,avt,26-05-2020,0.03248671491707393,19-06-2020,0.2734842930942369,7.418342506847397,29,18-10-2017,951,bearish
60,60,avt,16-01-2021,0.08779046263013242,30-01-2021,1.207928886670146,12.75922680529932,15,18-10-2017,1186,bullish
61,61,avt,16-09-2021,0.356840653123323,28-10-2021,4.227735970218573,10.84768588784496,44,18-10-2017,1429,bullish
63,63,axs,08-02-2021,0.8029437120252809,29-04-2021,10.672728652078053,12.292001035985471,87,04-11-2020,96,bullish
65,65,babydoge,06-10-2021,5.668457591039348e-10,02-11-2021,4.340774491693927e-09,6.657770075859416,34,09-06-2021,119,bullish
67,67,bake,24-01-2021,0.012940482374162166,20-02-2021,2.656665761850417,204.29882001577417,39,24-09-2020,122,bullish
68,68,bake,09-04-2021,0.9143454843728838,03-05-2021,8.155555331446191,7.919555540912184,38,24-09-2020,197,bearish
69,69,band,08-07-2020,1.0407449744511867,02-09-2020,15.353244456127605,13.752167757738912,66,19-09-2019,293,bearish
70,70,bat,04-12-2017,0.154859896982822,09-01-2018,0.959505426969072,5.1959580605655855,49,08-06-2017,179,bullish
73,73,bcd,05-04-2018,1.9785925283410843,06-05-2018,29.356052814408297,13.836835980079918,31,03-12-2017,123,bearish
74,74,bcd,06-04-2021,1.0179462686435292,09-05-2021,10.00676648083133,8.830348407451712,44,03-12-2017,1220,bullish
75,75,bch,09-11-2017,605.3044806670371,20-12-2017,3785.8197654259397,5.254405652596557,44,02-08-2017,99,bullish
76,76,bcn,15-04-2017,0.0001184144499252894,21-05-2017,0.005345991431745535,44.14644483944697,43,17-06-2014,1033,bullish
77,77,bcn,22-11-2017,0.0010305399014647935,06-01-2018,0.0179562734711485,16.424141894579467,55,17-06-2014,1254,bearish
78,78,bcn,13-04-2018,0.002029028258842504,09-05-2018,0.06750581541564442,32.27002229833622,32,17-06-2014,1396,bearish
79,79,bcn,07-02-2021,0.00013204203714198252,13-02-2021,0.0008243772814712553,5.2432941759662235,31,17-06-2014,2427,bullish
80,80,bel,29-05-2022,0.2446582077646121,08-06-2022,1.8616261713981217,6.609089383950728,26,15-09-2020,621,bearish
81,81,bezoge,06-10-2021,1.5254178124535988e-10,23-11-2021,1.5221470924388624e-08,98.7855853007593,54,19-05-2021,140,bearish
82,82,bfc,10-08-2021,0.0389715474025355,19-08-2021,0.633849852109493,15.264426084047525,34,21-12-2020,232,bullish
84,84,bifi,17-01-2021,64.28384407170175,17-03-2021,3053.8630315040755,46.505918098143255,64,08-10-2020,101,bearish
87,87,bnb,05-02-2021,38.11427219614462,20-02-2021,338.06613613445165,7.869804318830679,38,16-09-2017,1238,bullish
88,88,bnt,17-05-2020,0.185901802557466,09-08-2020,2.615435396405746,13.068908210813403,89,27-06-2017,1055,bullish
89,89,bnt,18-02-2021,1.381639800480401,09-03-2021,9.215389542273773,5.669892933794721,55,27-06-2017,1332,bullish
90,90,boo,16-08-2021,1.9630634052135905,07-09-2021,25.356790294911857,11.916949206820409,48,04-05-2021,104,bullish
